code,name,year,rank,index_over,band_over,index_inci,band_inci,index_fata,band_fata,index_inju,band_inju,index_prop,band_prop
COD,Democratic Republic of the Congo,2017,48,3.265,3,0,1,0,1,0,1,0,1
COG,Republic of the Congo,2017,107,0,1,0,1,0,1,0,1,0,1
COL,Colombia,2017,16,6.024,5,95,5,57,5,200,6,4,3
CRI,Costa Rica,2017,107,0,1,0,1,0,1,0,1,0,1
CUB,Cuba,2017,107,0,1,0,1,0,1,0,1,0,1
CYP,Cyprus,2017,82,0.72,2,1,2,0,1,1,2,0,1
CZE,Czechia,2017,77,0.949,2,2,2,0,1,0,1,0,1
DEU,Germany,2017,39,3.868,3,16,3,1,2,8,3,0,1
DJI,Djibouti,2017,94,0.333,2,0,1,0,1,0,1,0,1
DNK,Denmark,2017,78,0.869,2,0,1,0,1,0,1,0,1
DOM,Dominican Republic,2017,107,0,1,0,1,0,1,0,1,0,1
DZA,Algeria,2017,37,4.037,4,8,3,7,3,16,3,0,1
ECU,Ecuador,2017,100,0.15,2,0,1,0,1,0,1,0,1
EGY,Egypt,2017,6,7.713,5,160,6,703,6,601,6,9,3
ERI,Eritrea,2017,107,0,1,0,1,0,1,0,1,0,1
ESP,Spain,2017,36,4.188,4,3,2,16,3,136,6,0,1
EST,Estonia,2017,107,0,1,0,1,0,1,0,1,0,1
ETH,Ethiopia,2017,26,4.87,4,30,4,54,5,74,5,0,1
FIN,Finland,2017,62,1.924,2,1,2,2,2,8,3,0,1
FRA,France,2017,20,5.573,4,41,4,3,2,17,3,0,1
GAB,Gabon,2017,82,0.72,2,1,2,0,1,2,2,0,1
GBR,United Kingdom,2017,22,5.228,4,64,5,38,4,227,6,0,1
GEO,Georgia,2017,81,0.722,2,0,1,0,1,0,1,0,1
GHA,Ghana,2017,107,0,1,0,1,0,1,0,1,0,1
GIN,Guinea,2017,107,0,1,0,1,0,1,0,1,0,1
GMB,The Gambia,2017,107,0,1,0,1,0,1,0,1,0,1
GNB,Guinea-Bissau,2017,107,0,1,0,1,0,1,0,1,0,1
GNQ,Equatorial Guinea,2017,107,0,1,0,1,0,1,0,1,0,1
GRC,Greece,2017,51,3.116,3,29,4,0,1,8,3,0,1
GTM,Guatemala,2017,107,0,1,0,1,0,1,0,1,0,1
GUY,Guyana,2017,107,0,1,0,1,0,1,0,1,0,1
HND,Honduras,2017,107,0,1,0,1,0,1,0,1,0,1
HRV,Croatia,2017,106,0.044,2,0,1,0,1,0,1,0,1
HTI,Haiti,2017,107,0,1,0,1,0,1,0,1,0,1
HUN,Hungary,2017,88,0.462,2,0,1,0,1,0,1,0,1
IDN,Indonesia,2017,38,3.876,3,17,3,6,3,29,4,0,1
IND,India,2017,9,7.166,5,432,6,243,6,483,6,38,5
IRL,Ireland,2017,93,0.389,2,0,1,0,1,0,1,0,1
IRN,Iran,2017,34,4.209,4,7,3,17,3,47,4,0,1
IRQ,Iraq,2017,1,9.531,6,1194,6,1732,6,3708,6,69,6
ISL,Iceland,2017,107,0,1,0,1,0,1,0,1,0,1
ISR,Israel,2017,33,4.249,4,38,4,3,2,19,3,0,1
ITA,Italy,2017,67,1.605,2,5,2,0,1,0,1,0,1
JAM,Jamaica,2017,107,0,1,0,1,0,1,0,1,0,1
JOR,Jordan,2017,53,3.05,3,0,1,0,1,0,1,0,1
JPN,Japan,2017,101,0.123,2,0,1,0,1,0,1,0,1
KAZ,Kazakhstan,2017,60,2.282,3,0,1,0,1,0,1,0,1
KEN,Kenya,2017,14,6.281,5,59,5,143,6,77,5,16,4
KGZ,Kyrgyz Republic,2017,80,0.787,2,0,1,0,1,0,1,0,1
KHM,Cambodia,2017,107,0,1,0,1,0,1,0,1,0,1
KOR,South Korea,2017,99,0.18,2,0,1,0,1,0,1,0,1
KWT,Kuwait,2017,47,3.316,3,0,1,0,1,0,1,0,1
LAO,Laos,2017,58,2.535,3,0,1,0,1,0,1,0,1
LBN,Lebanon,2017,27,4.729,4,4,2,3,2,8,3,0,1
LBR,Liberia,2017,107,0,1,0,1,0,1,0,1,0,1
LBY,Libya,2017,19,5.692,4,14,3,15,3,57,5,12,4
LKA,Sri Lanka,2017,86,0.582,2,1,2,0,1,1,2,0,1
LSO,Lesotho,2017,107,0,1,0,1,0,1,0,1,0,1
LTU,Lithuania,2017,107,0,1,0,1,0,1,0,1,0,1
LVA,Latvia,2017,107,0,1,0,1,0,1,0,1,0,1
MAR,Morocco,2017,107,0,1,0,1,0,1,0,1,0,1
MDA,Moldova,2017,95,0.233,2,0,1,0,1,0,1,0,1
MDG,Madagascar,2017,56,2.703,3,0,1,0,1,0,1,0,1
MEX,Mexico,2017,54,2.831,3,8,3,5,2,1,2,0,1
MKD,North Macedonia,2017,63,1.741,2,1,2,0,1,0,1,0,1
MLI,Mali,2017,10,6.928,5,191,6,296,6,404,6,47,5
MMR,Myanmar,2017,40,3.827,3,5,2,15,3,5,2,0,1
MNE,Montenegro,2017,107,0,1,0,1,0,1,0,1,0,1
MNG,Mongolia,2017,107,0,1,0,1,0,1,0,1,0,1
MOZ,Mozambique,2017,41,3.779,3,8,3,12,3,15,3,4,3
MRT,Mauritania,2017,107,0,1,0,1,0,1,0,1,0,1
MUS,Mauritius,2017,95,0.233,2,0,1,0,1,0,1,0,1
MWI,Malawi,2017,107,0,1,0,1,0,1,0,1,0,1
MYS,Malaysia,2017,66,1.653,2,0,1,0,1,0,1,0,1
NAM,Namibia,2017,107,0,1,0,1,0,1,0,1,0,1
NER,Niger,2017,18,5.859,4,14,3,74,5,63,5,40,5
NGA,Nigeria,2017,4,8.246,6,186,6,794,6,798,6,99,6
NIC,Nicaragua,2017,76,0.995,2,0,1,0,1,0,1,0,1
NLD,Netherlands,2017,71,1.293,2,1,2,1,2,0,1,0,1
NOR,Norway,2017,89,0.423,2,1,2,0,1,0,1,0,1
NPL,Nepal,2017,42,3.762,3,53,5,1,2,31,4,0,1
NZL,New Zealand,2017,107,0,1,0,1,0,1,0,1,0,1
OMN,Oman,2017,107,0,1,0,1,0,1,0,1,0,1
PAK,Pakistan,2017,5,8.108,6,259,6,632,6,1465,6,22,4
PAN,Panama,2017,107,0,1,0,1,0,1,0,1,0,1
PER,Peru,2017,50,3.137,3,2,2,4,2,0,1,0,1
PHL,Philippines,2017,13,6.398,5,154,6,129,6,278,6,66,6
PNG,Papua New Guinea,2017,107,0,1,0,1,0,1,0,1,0,1
POL,Poland,2017,107,0,1,0,1,0,1,0,1,0,1
PRK,North Korea,2017,107,0,1,0,1,0,1,0,1,0,1
PRT,Portugal,2017,107,0,1,0,1,0,1,0,1,0,1
PRY,Paraguay,2017,55,2.77,3,1,2,0,1,0,1,0,1
PSE,Palestine,2017,24,4.973,4,57,5,15,3,46,4,0,1
QAT,Qatar,2017,107,0,1,0,1,0,1,0,1,0,1
ROU,Romania,2017,107,0,1,0,1,0,1,0,1,0,1
RUS,Russia,2017,23,5.02,4,12,3,30,4,78,5,0,1
RWA,Rwanda,2017,79,0.823,2,0,1,0,1,0,1,0,1
SAU,Saudi Arabia,2017,31,4.405,4,6,3,5,2,15,3,0,1
SDN,Sudan,2017,59,2.448,3,3,2,2,2,0,1,0,1
SEN,Senegal,2017,107,0,1,0,1,0,1,0,1,0,1
SGP,Singapore,2017,107,0,1,0,1,0,1,0,1,0,1
SLE,Sierra Leone,2017,107,0,1,0,1,0,1,0,1,0,1
SLV,El Salvador,2017,107,0,1,0,1,0,1,0,1,0,1
SOM,Somalia,2017,3,8.364,6,439,6,1535,6,1205,6,24,4
SRB,Serbia,2017,105,0.059,2,0,1,0,1,0,1,0,1
SSD,South Sudan,2017,65,1.697,2,0,1,0,1,0,1,0,1
SVK,Slovakia,2017,107,0,1,0,1,0,1,0,1,0,1
SVN,Slovenia,2017,107,0,1,0,1,0,1,0,1,0,1
SWE,Sweden,2017,57,2.651,3,8,3,4,2,2,2,0,1
SWZ,Eswatini,2017,107,0,1,0,1,0,1,0,1,0,1
SYR,Syria,2017,7,7.453,5,25,4,376,6,545,6,0,1
TCD,Chad,2017,25,4.961,4,1,2,9,3,20,3,0,1
TGO,Togo,2017,107,0,1,0,1,0,1,0,1,0,1
THA,Thailand,2017,15,6.212,5,92,5,51,5,236,6,4,3
TJK,Tajikistan,2017,72,1.165,2,1,2,1,2,0,1,0,1
TKM,Turkmenistan,2017,70,1.302,2,0,1,0,1,0,1,0,1
TLS,Timor-Leste,2017,107,0,1,0,1,0,1,0,1,0,1
TTO,Trinidad and Tobago,2017,107,0,1,0,1,0,1,0,1,0,1
TUN,Tunisia,2017,28,4.726,4,16,3,5,2,17,3,0,1
TUR,Turkiye,2017,8,7.313,5,113,6,154,6,307,6,4,3
TWN,Taiwan,2017,86,0.582,2,1,2,0,1,1,2,0,1
TZA,Tanzania,2017,69,1.393,2,0,1,0,1,0,1,0,1
UGA,Uganda,2017,75,0.999,2,0,1,0,1,0,1,0,1
UKR,Ukraine,2017,44,3.564,3,6,3,3,2,5,2,0,1
URY,Uruguay,2017,82,0.72,2,2,2,0,1,0,1,0,1
USA,United States of America,2017,17,5.889,4,20,3,74,5,547,6,0,1
UZB,Uzbekistan,2017,101,0.123,2,0,1,0,1,0,1,0,1
VEN,Venezuela,2017,85,0.648,2,0,1,0,1,0,1,0,1
VNM,Vietnam,2017,107,0,1,0,1,0,1,0,1,0,1
XKO,Kosovo,2017,74,1.106,2,0,1,0,1,0,1,0,1
YEM,Yemen,2017,11,6.907,5,44,4,120,6,129,6,0,1
ZAF,South Africa,2017,101,0.123,2,0,1,0,1,0,1,0,1
ZMB,Zambia,2017,107,0,1,0,1,0,1,0,1,0,1
ZWE,Zimbabwe,2017,107,0,1,0,1,0,1,0,1,0,1
