code,name,year,rank,index_over,band_over,index_inci,band_inci,index_fata,band_fata,index_inju,band_inju,index_prop,band_prop
ISR,Israel,2014,23,4.156,4,17,3,5,2,28,4,0,1
ITA,Italy,2014,73,0.921,2,0,1,0,1,0,1,0,1
JAM,Jamaica,2014,110,0,1,0,1,0,1,0,1,0,1
JOR,Jordan,2014,83,0.518,2,0,1,0,1,0,1,0,1
JPN,Japan,2014,110,0,1,0,1,0,1,0,1,0,1
KAZ,Kazakhstan,2014,66,1.544,2,0,1,0,1,0,1,0,1
KEN,Kenya,2014,10,6.637,5,49,4,222,6,315,6,22,4
KGZ,Kyrgyz Republic,2014,69,1.317,2,0,1,0,1,0,1,0,1
KHM,Cambodia,2014,92,0.284,2,0,1,0,1,0,1,0,1
KOR,South Korea,2014,110,0,1,0,1,0,1,0,1,0,1
KWT,Kuwait,2014,96,0.123,2,0,1,0,1,0,1,0,1
LAO,Laos,2014,110,0,1,0,1,0,1,0,1,0,1
LBN,Lebanon,2014,16,5.817,4,57,5,69,5,281,6,2,2
LBR,Liberia,2014,110,0,1,0,1,0,1,0,1,0,1
LBY,Libya,2014,15,5.947,4,114,6,94,5,188,6,8,3
LKA,Sri Lanka,2014,82,0.627,2,0,1,0,1,0,1,0,1
LSO,Lesotho,2014,110,0,1,0,1,0,1,0,1,0,1
LTU,Lithuania,2014,110,0,1,0,1,0,1,0,1,0,1
LVA,Latvia,2014,110,0,1,0,1,0,1,0,1,0,1
MAR,Morocco,2014,64,1.605,2,0,1,0,1,0,1,0,1
MDA,Moldova,2014,110,0,1,0,1,0,1,0,1,0,1
MDG,Madagascar,2014,46,2.588,3,1,2,1,2,33,4,0,1
MEX,Mexico,2014,78,0.798,2,0,1,0,1,0,1,0,1
MKD,North Macedonia,2014,87,0.423,2,1,2,0,1,0,1,0,1
MLI,Mali,2014,21,5.148,4,24,4,36,4,71,5,7,3
MMR,Myanmar,2014,29,3.558,3,2,2,0,1,2,2,0,1
MNE,Montenegro,2014,106,0.03,2,0,1,0,1,0,1,0,1
MNG,Mongolia,2014,110,0,1,0,1,0,1,0,1,0,1
MOZ,Mozambique,2014,50,2.434,3,3,2,2,2,11,3,0,1
MRT,Mauritania,2014,76,0.856,2,0,1,0,1,0,1,0,1
MUS,Mauritius,2014,110,0,1,0,1,0,1,0,1,0,1
MWI,Malawi,2014,110,0,1,0,1,0,1,0,1,0,1
MYS,Malaysia,2014,58,1.953,2,4,2,1,2,1,2,5,3
NAM,Namibia,2014,110,0,1,0,1,0,1,0,1,0,1
NER,Niger,2014,34,3.314,3,1,2,12,3,0,1,0,1
NGA,Nigeria,2014,3,8.58,6,143,6,2101,6,830,6,365,6
NIC,Nicaragua,2014,43,2.771,3,1,2,5,2,24,4,0,1
NLD,Netherlands,2014,110,0,1,0,1,0,1,0,1,0,1
NOR,Norway,2014,35,3.234,3,0,1,0,1,0,1,0,1
NPL,Nepal,2014,44,2.755,3,1,2,0,1,2,2,0,1
NZL,New Zealand,2014,110,0,1,0,1,0,1,0,1,0,1
OMN,Oman,2014,106,0.03,2,0,1,0,1,0,1,0,1
PAK,Pakistan,2014,2,8.666,6,363,6,996,6,1705,6,26,5
PAN,Panama,2014,106,0.03,2,0,1,0,1,0,1,0,1
PER,Peru,2014,30,3.498,3,6,3,3,2,11,3,9,3
PHL,Philippines,2014,14,6.224,5,46,4,60,5,153,6,4,3
PNG,Papua New Guinea,2014,110,0,1,0,1,0,1,0,1,0,1
POL,Poland,2014,110,0,1,0,1,0,1,0,1,0,1
PRK,North Korea,2014,110,0,1,0,1,0,1,0,1,0,1
PRT,Portugal,2014,110,0,1,0,1,0,1,0,1,0,1
PRY,Paraguay,2014,42,2.774,3,3,2,0,1,0,1,0,1
PSE,Palestine,2014,39,2.927,3,4,2,1,2,3,2,0,1
QAT,Qatar,2014,110,0,1,0,1,0,1,0,1,0,1
ROU,Romania,2014,110,0,1,0,1,0,1,0,1,0,1
RUS,Russia,2014,13,6.276,5,64,5,44,4,48,4,0,1
RWA,Rwanda,2014,45,2.666,3,0,1,0,1,0,1,0,1
SAU,Saudi Arabia,2014,36,3.097,3,8,3,7,3,13,3,0,1
SDN,Sudan,2014,33,3.407,3,1,2,1,2,4,2,0,1
SEN,Senegal,2014,97,0.114,2,0,1,0,1,0,1,0,1
SGP,Singapore,2014,110,0,1,0,1,0,1,0,1,0,1
SLE,Sierra Leone,2014,84,0.465,2,0,1,0,1,0,1,0,1
SLV,El Salvador,2014,86,0.446,2,0,1,0,1,0,1,0,1
SOM,Somalia,2014,7,7.122,5,116,6,256,6,183,6,3,3
SRB,Serbia,2014,81,0.735,2,0,1,0,1,0,1,0,1
SSD,South Sudan,2014,49,2.446,3,2,2,2,2,0,1,0,1
SVK,Slovakia,2014,106,0.03,2,0,1,0,1,0,1,0,1
SVN,Slovenia,2014,110,0,1,0,1,0,1,0,1,0,1
SWE,Sweden,2014,100,0.059,2,0,1,0,1,0,1,0,1
SWZ,Eswatini,2014,110,0,1,0,1,0,1,0,1,0,1
SYR,Syria,2014,5,7.864,5,44,4,545,6,423,6,43,5
TCD,Chad,2014,99,0.087,2,0,1,0,1,0,1,0,1
TGO,Togo,2014,110,0,1,0,1,0,1,0,1,0,1
THA,Thailand,2014,9,6.78,5,156,6,136,6,350,6,0,1
TJK,Tajikistan,2014,57,1.969,2,1,2,0,1,0,1,0,1
TKM,Turkmenistan,2014,48,2.457,3,2,2,6,3,0,1,0,1
TLS,Timor-Leste,2014,110,0,1,0,1,0,1,0,1,0,1
TTO,Trinidad and Tobago,2014,110,0,1,0,1,0,1,0,1,0,1
TUN,Tunisia,2014,22,4.452,4,11,3,28,4,31,4,0,1
TUR,Turkiye,2014,17,5.703,4,10,3,7,3,5,2,9,3
TWN,Taiwan,2014,110,0,1,0,1,0,1,0,1,0,1
TZA,Tanzania,2014,41,2.805,3,8,3,5,2,10,3,0,1
UGA,Uganda,2014,55,2.21,3,0,1,0,1,0,1,0,1
UKR,Ukraine,2014,52,2.314,3,9,3,0,1,3,2,0,1
URY,Uruguay,2014,110,0,1,0,1,0,1,0,1,0,1
USA,United States of America,2014,25,4.049,4,6,3,13,3,15,3,0,1
UZB,Uzbekistan,2014,100,0.059,2,0,1,0,1,0,1,0,1
VEN,Venezuela,2014,80,0.763,2,0,1,0,1,0,1,0,1
VNM,Vietnam,2014,110,0,1,0,1,0,1,0,1,0,1
XKO,Kosovo,2014,63,1.645,2,1,2,0,1,3,2,0,1
YEM,Yemen,2014,6,7.477,5,145,6,432,6,286,6,2,2
ZAF,South Africa,2014,110,0,1,0,1,0,1,0,1,0,1
ZMB,Zambia,2014,110,0,1,0,1,0,1,0,1,0,1
ZWE,Zimbabwe,2014,110,0,1,0,1,0,1,0,1,0,1
