code,name,year,rank,index_over,band_over,index_dist,band_dist,index_poli,band_poli,index_homi,band_homi,index_jail,band_jail,index_wmid,band_wmid,index_inco,band_inco,index_demo,band_demo,index_crim,band_crim,index_inst,band_inst,index_rehr,band_rehr,index_weim,band_weim,index_gtdx,band_gtdx,index_icon,band_icon,index_ndic,band_ndic,index_mexp,band_mexp,index_army,band_army,index_unfu,band_unfu,index_hewe,band_hewe,index_weex,band_weex,index_refu,band_refu,index_rela,band_rela,index_econ,band_econ,index_ndec,band_ndec,index_militarisation,band_militarisation,index_safety_security,band_safety_security,index_domestic_international_conflict,band_domestic_international_conflict
CHE,Switzerland,2016,9,1.354632701,1,1.839,1,2.099,2,1.35,1,1.665,2,2,1,1,1,1,1,1,1,1,1,1,1,1.111,3,1,1,1,1,1,1,1.33,1,1.382,3,1,1,1.187,4,5,5,1,1,1,1,1,1,1,1,2.012176471,4,1.270852941,1,1,1
CHL,Chile,2016,26,1.572390142,2,3.085,4,2.367,2,2.29,3,3.033,5,3,2,1,1,1.25,3,2,1,1,1,2,2,1.575,4,2.688,4,1,1,1,1,1.765,3,1.551,4,1.327618711,2,1.204,4,1.031,4,1.001,2,1,1,1,1,1,1,1.655425731,2,1.9925,2,1,1
CHN,China,2016,108,2.102189431,3,2.027,1,2.5,2,1.38,1,1.933,3,2,1,3,3,3,5,2,1,2.75,3,4,5,1.063,2,3.629,5,1,1,1,1,1.626,3,1.263,2,1.275426249,2,5,5,1.157,4,1.005,3,3,4,1.1,2,1,1,2.054461912,4,2.358176471,3,1.814331723,4
CIV,Cote d' Ivoire,2016,121,2.180080297,3,3.257,4,1.402,1,4.244,5,1.38,1,4,3,3,3,3,5,4,4,2.75,3,3,3,1.007,1,2.94,4,1.368,5,1,1,1.487,2,1.117,1,2.99688966,4,1.009,1,1,1,1.53,5,2,2,1.3,3,1,1,1.837810548,3,2.796852941,5,1.669326892,4
CMR,Cameroon,2016,140,2.409900613,4,3.289,4,2.5,2,2.525,3,1.941,3,3,2,4,5,2.5,4,4,4,3.5,5,3.5,4,1.178,3,4.002,5,1.474,5,3.009,5,1.526,2,1.094,1,2.112853101,4,1.023,2,1,1,1.148,4,3,4,1.2,3,1,1,1.581806247,2,2.864294118,5,2.478037037,5
COD,Democratic Republic of the Congo,2016,151,2.897505013,4,4.177,5,1.5,1,4.348,5,1.229,1,5,5,4,5,3.25,5,5,5,5,5,5,5,1.003,1,3.138,4,3.684,5,3.135,5,1.616,3,1.259,2,2.71969858,4,1.072,3,1,1,1.878,5,3,4,1.2,3,1,1,2.024199833,4,3.577882353,5,2.731161031,5
COG,Republic of the Congo,2016,128,2.230223259,3,3.155,4,2.5,2,4.054,5,1.261,1,4,3,3,3,2.5,4,4,4,3.375,4,3.5,4,1.198,4,1,1,1,1,1,1,3.37,5,1.342,3,3.431768989,5,1.022,2,1,1,1.096,4,2,2,1.2,3,1,1,2.161737528,5,2.774941176,4,1.622222222,3
COL,Colombia,2016,146,2.580017306,4,3.543,5,2.867,4,5,5,2.875,5,4,3,4,5,1,1,4,4,1.75,2,3.5,4,1.264,4,3.856,5,1.263,5,2.1,5,1.989,4,1.957,5,1.303021391,2,1.115,4,1,1,5,5,2,2,1,1,1,1,1.845355458,3,3.399029412,5,2.053674718,5
CRI,Costa Rica,2016,37,1.694504971,2,3.622,5,2.393,2,3.668,4,3.927,5,4,3,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1.377,1,1,1,1.034937428,1,1.003,1,1,1,1.003,2,2,2,1,1,1,1,1.578404403,2,2.162058824,2,1.201288245,1
CUB,Cuba,2016,92,2.019525679,3,3.041,4,4.5,5,2.992,4,5,5,2,1,3,3,1,1,1,1,2.5,3,3,3,1,1,1,1,1,1,1,1,2.474,5,1.657,4,1,1,1.34,5,1,1,1.02,4,3,4,1,1,1,1,1.487176471,1,2.490323529,4,1.805152979,4
CYP,Cyprus,2016,67,1.912613313,3,2.467,2,3.194,4,1.525,1,1.633,2,2,1,2,2,2,4,2,1,1.5,1,2,2,1.557,4,1,1,1,1,1,1,1.788,3,2.537,5,1.281437377,2,1.074,3,1,1,5,5,3,4,1,1,1,1,1.561698515,1,2.293588235,3,1.603864734,3
CZE,Czech Republic,2016,7,1.328919131,1,2.594,3,2.83,4,1.425,1,2.4,4,1,1,1,1,1,1,1,1,1.5,1,1,1,1.142,3,1.821,3,1,1,1,1,1.454,2,1.346,3,1.101327017,2,1.091,3,1.604,5,1.004,3,1,1,1.625,4,1,1,1.245391414,1,1.583235294,1,1.05736715,1
DEU,Germany,2016,15,1.439631772,1,1.901,1,2.51,3,1.42,1,1.601,2,2,1,1,1,1.25,3,2,1,1,1,1,1,1.088,3,2.622,4,1,1,1,1,1.521,2,1.331,2,1.004137065,1,1.575,5,3.119,5,1,1,1,1,1.775,5,1,1,1.762957302,3,1.550294118,1,1.071135266,1
DJI,Djibouti,2016,119,2.151315122,3,2.285,2,4.5,5,3.255,4,1.53,2,4,3,3,3,1.25,3,2,1,4,5,3,3,1.384,4,1.847,3,1.053,4,1.043,4,1.361,1,2.579,5,4.711291212,5,1.006,1,1,1,1.035,4,2,2,1.5,4,1,1,2.240504848,5,2.516147059,4,1.663876006,4
DNK,Denmark,2016,2,1.231600396,1,1.805,1,1.953,2,1.425,1,1.53,2,1,1,1,1,1,1,1,1,1,1,1,1,1.85,5,2.002,3,1,1,1,1,1.53,2,1.461,3,1,1,1.093,3,1.487,5,1,1,1,1,1.75,5,1,1,1.318941176,1,1.310823529,1,1.06884058,1
DOM,Dominican Republic,2016,97,2.037788362,3,3.88,5,2.704,4,4.969,5,2.907,5,3,2,2,2,1,1,3,3,2,2,3,3,1.018,2,1,1,1,1,1,1,1.296,1,1.819,5,4.456065237,5,1.005,1,1,1,1.001,2,2,2,1,1,1,1,1.893713557,3,2.628029412,4,1.40257649,2
DZA,Algeria,2016,125,2.201923132,3,3.154,4,3.196,4,1.63,2,2.226,4,3,2,3,3,2.5,4,2,1,3,4,3,3,2.366,5,3.296,5,1.368,5,2.084,5,3.996,5,1.5,4,1.205100521,2,1.688,5,1,1,1.003,2,3,4,1,1,1,1,2.070482414,5,2.422117647,3,2.061275362,5
ECU,Ecuador,2016,76,1.949792345,3,3.036,4,2.289,2,4.098,5,2.282,4,3,2,3,3,2.25,4,3,3,2.375,3,2,2,1.217,4,1.56,3,1,1,1,1,1.922,4,1.378,3,1.672483395,3,1.059,3,1.01,4,1.002,2,2,2,1,1,1,1,1.622703929,2,2.429147059,3,1.603864734,3
EGY,Egypt,2016,138,2.379474831,4,2.199,2,4.5,5,2.138,3,1.657,2,3,2,4,5,3,5,3.5,4,2.375,3,4,5,1.513,4,4.162,5,1.316,5,2.184,5,1.75,3,1.682,4,1,1,2.458,5,1.008,4,1.006,3,3,4,1.3,3,1,1,1.840470588,3,2.778470588,5,2.304869565,5
ERI,Eritrea,2016,143,2.509314846,4,3.219,4,3.5,5,3.439,4,5,5,1,1,2,2,1,1,2,1,3.25,4,4.5,5,1,1,1,1,1,1,1,1,2.082,4,5,5,3.329594983,5,1.104,3,1,1,5,5,4,5,1,1,1,1,1.890305292,3,3.320970588,5,1.805152979,4
ESP,Spain,2016,22,1.495412473,2,1.696,1,2.874,4,1.32,1,2.139,3,2,1,1,1,1,1,2,1,1.75,2,1.5,1,1.237,4,1.706,3,1,1,1,1,1.392,1,1.399,3,1.476625913,3,1.41,5,3.128,5,1,1,1,1,1.625,4,1,1,1.801367754,3,1.671147059,1,1.05736715,1
EST,Estonia,2016,32,1.6138104,2,2.259,2,2.6,3,2.485,3,2.82,5,2,1,1,1,1,1,2,1,1.75,2,1,1,1.43,4,1.223,2,1,1,1,1,1.975,4,1.665,4,1.245137303,2,1.013,2,1,1,1.008,3,3,4,1.725,5,1,1,1.4511338,1,1.8075,1,1.469122383,3
ETH,Ethiopia,2016,129,2.237601603,3,2.43,2,1.5,1,3.697,4,2.021,3,4,3,3,3,4.25,5,2,1,3.25,4,3.5,4,1.066,2,2.672,4,2.053,5,2.002,5,1.296,1,1.205,2,1.63435706,3,1.204,4,1,1,1.028,4,3,4,1.375,4,1,1,1.706747889,2,2.642558824,4,2.149785829,5
FIN,Finland,2016,11,1.372680976,1,1.797,1,1.706,1,1.82,2,1.451,1,2,1,1,1,1,1,1,1,1.375,1,1,1,3.36,5,1,1,1,1,1,1,1.693,3,1.616,4,1,1,1.162,4,2.738,5,1,1,1,1,1.725,5,1,1,1.943411765,4,1.313,1,1.066545894,1
FRA,France,2016,54,1.799932158,2,2.245,2,2.448,2,1.61,2,1.902,3,2,1,1,1,1,1,2,1,1.5,1,1.5,1,1.065,2,3.661,5,1,1,1,1,1.913,4,1.498,3,1.035758012,1,5,5,5,5,1,1,1,1,2.4,5,1,1,2.766089178,5,1.780794118,1,1.128502415,1
GAB,Gabon,2016,89,2.007384405,3,4.298,5,3.5,5,3.852,4,2.511,4,3,2,3,3,1.75,3,2,1,2.5,3,2,2,1.095,3,1,1,1,1,1,1,1.655,3,1.352,3,3.515822793,5,1.014,2,1,1,1.003,2,2,2,1.2,3,1,1,1.781037976,3,2.458735294,3,1.622222222,3
GBR,United Kingdom,2016,39,1.712287581,2,1.933,1,2.582,3,1.935,2,2.039,3,2,1,1,1,1.5,3,2,1,1.125,1,1,1,1.459,4,2.873,4,1,1,1,1,1.994,4,1.361,3,1.155468602,2,5,5,3.599,5,1,1,1,1,2.1,5,1,1,2.572702188,5,1.710235294,1,1.100966184,1
GEO,Georgia,2016,95,2.028151476,3,1.8,1,2.144,2,2.64,3,3.215,5,4,3,3,3,1,1,2,1,2.375,3,2,2,1.029,2,1.942,3,1,1,1,1,1.956,4,1.833,5,1.093999725,2,1.064,3,1,1,3.402,5,3,4,1.625,4,1,1,1.765647027,3,2.294970588,3,1.862520129,4
GHA,Ghana,2016,43,1.75135695,2,2.293,2,2.5,2,2.018,2,1.435,1,4,3,2,2,2.5,4,3,3,1.75,2,2,2,1.096,3,1,1,1,1,1,1,1.229,1,1.082,1,2.826416053,4,1.018,2,1,1,1.026,4,2,2,1.6,4,1,1,1.795343065,3,1.981176471,2,1.457648953,3
GIN,Guinea,2016,109,2.114307498,3,3.199,4,1.288,1,3.757,4,1.166,1,5,5,2,2,3.25,5,5,5,2.625,3,3,3,1.012,1,1,1,1.105,4,1,1,2.204,4,1.127,1,3.5177003,5,1.027,2,1,1,1.048,4,2,2,1.1,2,1,1,2.164847094,5,2.659676471,4,1.42257649,2
GMB,The Gambia,2016,98,2.039875676,3,3.006,3,2.5,2,3.901,5,1.435,1,3,2,3,3,1.75,3,3.5,4,3.25,4,3,3,1,1,1,1,1,1,1,1,1.363,1,1.054,1,1.467204616,3,1,1,1,1,1.124,4,3,4,1,1,1,1,1.456965249,1,2.563911765,4,1.805152979,4
GNB,Guinea-Bissau,2016,103,2.059902666,3,3.219,4,2.5,2,2.398,3,1.245,1,5,5,3,3,1,1,4,4,5,5,2,2,1,1,1.204,2,1,1,1,1,1.755,3,1.378,3,2.593387686,4,1.008,1,1,1,1.027,4,2,2,1.1,2,1,1,2.02804561,4,2.470588235,3,1.613043478,3
GNQ,Equatorial Guinea,2016,55,1.804895805,2,3.219,4,2.5,2,2.391,3,2.021,3,3,2,2,2,1,1,2,1,3,4,3,3,3.332,5,1,1,1,1,1,1,1.498,2,1.149,1,1.552810606,3,1.013,2,1,1,1.003,2,2,2,1,1,1,1,1.770742424,3,2.170470588,2,1.40257649,2
GRC,Greece,2016,68,1.914582836,3,2.744,3,3.488,5,1.71,2,1.918,3,3,2,3,3,1.5,3,2,1,2.125,2,2.5,3,2.329,5,2.248,4,1,1,1,1,2.156,4,3.011,5,1.121030993,2,1.736,5,1,1,1,1,2,2,1.625,4,1,1,2.026003646,4,2.081941176,2,1.661231884,3
GTM,Guatemala,2016,112,2.12392746,3,3.342,5,1.879,2,5,5,1.91,3,4,3,3,3,2.25,4,5,5,2.25,3,2.5,3,1.031,2,1.821,3,1.053,4,1,1,1.21,1,1.172,1,1.905020274,3,1.003,1,1,1,1.021,4,2,2,1.2,3,1,1,1.685002385,2,2.790264706,5,1.62768438,3
GUY,Guyana,2016,101,2.04952896,3,3.368,5,3.105,4,5,5,3.033,5,3,2,2,2,1,1,5,5,2.875,4,2,2,1,1,1,1,1,1,1,1,1.516,2,1.685,4,1.342059839,2,1.003,1,1,1,1.022,4,2,2,1,1,1,1,1.53500704,1,2.856058824,5,1.40257649,2
HND,Honduras,2016,110,2.123637154,3,3.384,5,1.657,1,5,5,2.432,4,4,3,2,2,2.5,4,5,5,2.25,3,3,3,1.063,2,1,1,1.105,4,1,1,1.564,2,1.175,2,1.663479675,3,1.038,2,1,1,1.641,5,2,2,1,1,1,1,1.708527021,2,2.925970588,5,1.413397746,2
HRV,Croatia,2016,30,1.580137438,2,2.672,3,3.426,5,1.54,1,1.815,3,3,2,1,1,1,1,2,1,2,2,1,1,1.244,4,1.164,2,1,1,1,1,1.612,3,1.591,4,2.339142083,4,1.061,3,1,1,1.259,5,2,2,1.625,4,1,1,1.691487304,2,1.772441176,1,1.258655395,2
HTI,Haiti,2016,90,2.014161893,3,3.656,5,2.5,2,3.998,5,1.775,2,4,3,3,3,2,4,3,3,2.75,3,2.5,3,1,1,1,1,1,1,1,1,1.024,1,1.001,1,2.988095382,4,1,1,1,1,1.108,4,2,2,1,1,1,1,1.766246516,3,2.506382353,4,1.603864734,3
HUN,Hungary,2016,20,1.473371799,2,3.247,4,1.426,1,1.785,2,2.44,4,1,1,2,2,1,1,2,1,1.25,1,1.5,1,1.024,2,1.204,2,1,1,1,1,1.373,1,1.409,3,1.02821686,1,1.049,3,1.113,4,1.005,3,2,2,1.625,4,1,1,1.126731395,1,1.673735294,1,1.459943639,3
IDN,Indonesia,2016,36,1.676328943,2,1.608,1,1.805,1,1.32,1,1.506,2,2,1,2,2,3,5,3,3,1.75,2,3,3,1.16,3,2.986,4,1,1,1,1,1.44,2,1.232,2,1.351134562,2,1.256,4,1,1,1.002,2,2,2,1.2,3,1,1,1.36083936,1,2.059323529,2,1.420933977,2
IND,India,2016,137,2.370848735,4,3.111,4,1.692,1,2.395,3,1.253,1,4,3,3,3,3,5,3,3,1,1,4,5,1.21,4,4.012,5,3.158,5,2.691,5,2.018,4,1.155,1,1.529989504,3,5,5,1.002,4,1,1,3,4,1,1,1,1,2.460704648,5,2.375647059,3,2.367933977,5
IRL,Ireland,2016,14,1.416308131,1,2.097,2,2.418,2,1.55,2,1.665,2,2,1,2,2,1.75,3,2,1,1,1,1,1,1.25,4,1.801,3,1,1,1,1,1.162,1,1.297,2,1,1,1.016,2,1.662,5,1,1,1,1,1.625,4,1,1,1.379529412,1,1.576235294,1,1.258655395,2
IRN,Iran,2016,135,2.333571045,3,2.684,3,3.5,5,2.165,3,3.326,5,3,2,4,5,2.25,4,2,1,3.625,5,3.5,4,1.03,2,3.083,4,1.105,4,1,1,2.62,5,2.029,5,1.71069967,3,1.911,5,1.061,4,1.034,4,4,5,1,1,1,1,1.923258785,3,2.668882353,4,2.218550725,5
IRQ,Iraq,2016,163,3.368459406,5,2.849,3,5,5,3.12,4,2.005,3,5,5,5,5,2.75,5,5,5,4,5,5,5,2.409,5,4.973,5,2.895,5,5,5,3.891,5,1.258,2,3.119828242,4,1.258,4,1,1,5,5,3,4,1,1,1,1,2.537038617,5,4.007,5,3.208180354,5
ISL,Iceland,2016,1,1.163426774,1,1.731,1,1.996,2,1.155,1,1.372,1,1,1,1,1,1,1,1,1,1,1,1,1,3.129,5,1,1,1,1,1,1,1.081,1,1,1,1,1,1,1,1,1,1,1,1,1,1.625,4,1,1,1.26,1,1.203441176,1,1.05736715,1
ISR,Israel,2016,148,2.641807695,4,1.984,1,2.812,4,1.82,2,3.089,5,3,2,3,3,1.75,3,2,1,1.875,2,4,5,3.979,5,3.239,5,1.842,5,2.023,5,3.451,5,4.351,5,1,1,5,5,5,5,1.003,2,4,5,1,1,1,1,3.797764706,5,2.299264706,3,2.299135266,5
ITA,Italy,2016,35,1.662120778,2,2.859,3,3.298,4,1.415,1,1.696,2,3,2,1,1,1.25,3,3,3,1.75,2,2,2,1.209,4,1.918,3,1,1,1,1,1.645,3,1.44,3,1,1,1.551,5,2.82,5,1,1,1,1,1.725,5,1,1,1.923588235,4,1.994264706,2,1.066545894,1
JAM,Jamaica,2016,79,1.955973939,3,2.599,3,2.92,4,5,5,2.092,3,4,3,2,2,1,1,5,5,1.25,1,3,3,1.015,1,1,1,1,1,1,1,1.401,1,1.188,2,3.44732909,5,1.002,1,1,1,1.022,4,1,1,1,1,1,1,1.888744599,3,2.615323529,4,1.201288245,1
JOR,Jordan,2016,75,1.939811652,3,2.168,2,1.556,1,1.845,2,1.973,3,2,1,2,2,1.75,3,2,1,3.5,5,3,3,2.535,5,2.342,4,1,1,1,1,2.634,5,2.609,5,1.368322764,2,1.403,5,1.622,5,1.006,3,3,4,1.875,5,1,1,1.962802678,4,2.130264706,2,1.684178744,4
JPN,Japan,2016,10,1.370516319,1,2.276,2,2.002,2,1.145,1,1.38,1,1,1,1,1,1.25,3,1,1,1,1,1.5,1,1.169,3,1.499,3,1,1,1,1,1.459,2,1.295,2,1.332779619,2,1.916,5,1,1,1,1,3,4,1,1,1,1,1.309385838,1,1.361823529,1,1.40257649,2
KAZ,Kazakhstan,2016,83,1.970346461,3,2.83,3,2.182,2,3.145,4,3.286,5,4,3,3,3,1,1,2,1,3.5,5,3,3,1.656,5,1.892,3,1,1,1,1,1.44,2,1.332,3,1.013064882,1,1.286,4,1,1,1.004,3,2,2,1,1,1,1,1.749419398,2,2.419823529,3,1.603864734,3
KEN,Kenya,2016,136,2.353880511,4,3.243,4,1.463,1,2.837,4,1.973,3,4,3,3,3,3.25,5,4,4,2.75,3,4,5,1.038,2,3.917,5,2.579,5,2.294,5,1.631,3,1.078,1,1.937035188,3,1.095,3,1,1,1.006,3,3,4,1.2,3,1,1,1.744298257,2,2.823323529,5,2.246708535,5
KGZ,Kyrgyz Republic,2016,117,2.149708547,3,3.144,4,2.5,2,2.812,4,2.313,4,4,3,4,5,1,1,3,3,2.75,3,3,3,1.01,1,1.696,3,1.053,4,1,1,1.583,3,1.28,2,4.108972957,5,1.066,3,1.019,4,1.014,3,3,4,1,1,1,1,2.012879171,4,2.369617647,3,2.011903382,4
KHM,Cambodia,2016,105,2.071009138,3,3.66,5,3.11,4,1.92,2,1.775,2,4,3,2,2,1.5,3,4,4,3.375,4,3,3,1.133,3,1.141,2,1.053,4,1,1,2.52,5,2.226,5,3.665204089,5,1.08,3,1,1,1.027,4,2,2,1.3,3,1,1,2.195788716,5,2.520735294,4,1.435574879,3
KOR,South Korea,2016,49,1.788101283,2,2.708,3,2.028,2,1.35,1,1.791,2,1,1,2,2,1.5,3,1,1,2,2,2,2,2.056,5,1.426,3,1,1,1,1,2.08,4,2.981,5,1,1,2.655,5,1.648,5,1,1,4,5,1.625,4,1,1,1.890764706,3,1.656852941,1,1.862520129,4
