code,name,year,rank,index_over,band_over,index_inci,band_inci,index_fata,band_fata,index_inju,band_inju,index_prop,band_prop
UKR,Ukraine,2018,49,3.223,3,8,3,1,2,7,3,0,1
URY,Uruguay,2018,91,0.423,2,0,1,0,1,0,1,0,1
USA,United States of America,2018,21,5.347,4,9,3,14,3,14,3,0,1
UZB,Uzbekistan,2018,107,0.059,2,0,1,0,1,0,1,0,1
VEN,Venezuela,2018,34,4.167,4,5,2,34,4,19,3,0,1
VNM,Vietnam,2018,86,0.582,2,1,2,0,1,1,2,0,1
XKO,Kosovo,2018,79,0.899,2,1,2,0,1,0,1,0,1
YEM,Yemen,2018,13,6.536,5,45,4,92,5,145,6,18,4
ZAF,South Africa,2018,70,1.669,2,4,2,1,2,2,2,0,1
ZMB,Zambia,2018,109,0,1,0,1,0,1,0,1,0,1
ZWE,Zimbabwe,2018,109,0,1,0,1,0,1,0,1,0,1
