code,name,year,rank,index_over,band_over,index_inci,band_inci,index_fata,band_fata,index_inju,band_inju,index_prop,band_prop
ECU,Ecuador,2012,107,0.059,2,0,1,0,1,0,1,0,1
EGY,Egypt,2012,17,4.948,4,45,4,31,4,45,4,50,5
ERI,Eritrea,2012,61,1.959,2,0,1,0,1,0,1,0,1
ESP,Spain,2012,59,2.018,3,0,1,0,1,0,1,0,1
EST,Estonia,2012,83,0.782,2,0,1,0,1,0,1,0,1
ETH,Ethiopia,2012,29,4.059,4,2,2,24,4,8,3,4,3
FIN,Finland,2012,111,0.044,2,0,1,0,1,0,1,0,1
FRA,France,2012,38,3.285,3,8,3,8,3,2,2,4,3
GAB,Gabon,2012,113,0,1,0,1,0,1,0,1,0,1
GBR,United Kingdom,2012,36,3.519,3,22,4,1,2,0,1,0,1
GEO,Georgia,2012,41,3.203,3,8,3,5,2,11,3,5,3
GHA,Ghana,2012,113,0,1,0,1,0,1,0,1,0,1
GIN,Guinea,2012,113,0,1,0,1,0,1,0,1,0,1
GMB,The Gambia,2012,113,0,1,0,1,0,1,0,1,0,1
GNB,Guinea-Bissau,2012,75,1.136,2,1,2,1,2,0,1,0,1
GNQ,Equatorial Guinea,2012,113,0,1,0,1,0,1,0,1,0,1
GRC,Greece,2012,46,2.898,3,7,3,0,1,0,1,0,1
GTM,Guatemala,2012,48,2.757,3,2,2,7,3,2,2,0,1
GUY,Guyana,2012,113,0,1,0,1,0,1,0,1,0,1
HND,Honduras,2012,72,1.212,2,0,1,0,1,0,1,0,1
HRV,Croatia,2012,113,0,1,0,1,0,1,0,1,0,1
HTI,Haiti,2012,113,0,1,0,1,0,1,0,1,0,1
HUN,Hungary,2012,107,0.059,2,0,1,0,1,0,1,0,1
IDN,Indonesia,2012,26,4.281,4,25,4,9,3,22,4,0,1
IND,India,2012,8,7.276,5,220,6,150,6,260,6,41,5
IRL,Ireland,2012,78,1.007,2,1,2,0,1,0,1,0,1
IRN,Iran,2012,19,4.796,4,4,2,10,3,4,2,0,1
IRQ,Iraq,2012,1,9.367,6,1288,6,2086,6,5050,6,16,4
ISL,Iceland,2012,113,0,1,0,1,0,1,0,1,0,1
ISR,Israel,2012,18,4.833,4,77,5,10,3,46,4,0,1
ITA,Italy,2012,55,2.057,3,3,2,0,1,1,2,0,1
JAM,Jamaica,2012,107,0.059,2,0,1,0,1,0,1,0,1
JOR,Jordan,2012,67,1.373,2,1,2,1,2,0,1,0,1
JPN,Japan,2012,86,0.648,2,0,1,0,1,0,1,0,1
KAZ,Kazakhstan,2012,47,2.837,3,1,2,0,1,1,2,0,1
KEN,Kenya,2012,14,5.977,4,72,5,113,6,377,6,6,3
KGZ,Kyrgyz Republic,2012,79,0.923,2,0,1,0,1,0,1,0,1
KHM,Cambodia,2012,81,0.88,2,1,2,0,1,3,2,0,1
KOR,South Korea,2012,113,0,1,0,1,0,1,0,1,0,1
KWT,Kuwait,2012,90,0.481,2,1,2,0,1,0,1,0,1
LAO,Laos,2012,113,0,1,0,1,0,1,0,1,0,1
LBN,Lebanon,2012,27,4.199,4,9,3,10,3,80,5,0,1
LBR,Liberia,2012,113,0,1,0,1,0,1,0,1,0,1
LBY,Libya,2012,23,4.534,4,48,4,30,4,54,5,7,3
LKA,Sri Lanka,2012,24,4.454,4,2,2,0,1,0,1,3,3
LSO,Lesotho,2012,113,0,1,0,1,0,1,0,1,0,1
LTU,Lithuania,2012,113,0,1,0,1,0,1,0,1,0,1
LVA,Latvia,2012,113,0,1,0,1,0,1,0,1,0,1
MAR,Morocco,2012,45,2.916,3,0,1,0,1,0,1,0,1
MDA,Moldova,2012,82,0.823,2,0,1,0,1,0,1,0,1
MDG,Madagascar,2012,71,1.215,2,2,2,0,1,1,2,0,1
MEX,Mexico,2012,62,1.783,2,0,1,0,1,0,1,0,1
MKD,North Macedonia,2012,113,0,1,0,1,0,1,0,1,0,1
MLI,Mali,2012,22,4.591,4,16,3,45,4,0,1,11,4
MMR,Myanmar,2012,20,4.685,4,8,3,8,3,4,2,3,3
MNE,Montenegro,2012,104,0.123,2,0,1,0,1,0,1,0,1
MNG,Mongolia,2012,113,0,1,0,1,0,1,0,1,0,1
MOZ,Mozambique,2012,107,0.059,2,0,1,0,1,0,1,0,1
MRT,Mauritania,2012,53,2.18,3,0,1,0,1,0,1,0,1
MUS,Mauritius,2012,113,0,1,0,1,0,1,0,1,0,1
MWI,Malawi,2012,113,0,1,0,1,0,1,0,1,0,1
MYS,Malaysia,2012,76,1.058,2,1,2,0,1,5,2,0,1
NAM,Namibia,2012,113,0,1,0,1,0,1,0,1,0,1
NER,Niger,2012,60,1.983,2,1,2,0,1,0,1,6,3
NGA,Nigeria,2012,5,7.621,5,212,6,767,6,496,6,9,3
NIC,Nicaragua,2012,93,0.31,2,0,1,0,1,0,1,0,1
NLD,Netherlands,2012,113,0,1,0,1,0,1,0,1,0,1
NOR,Norway,2012,21,4.682,4,0,1,0,1,0,1,0,1
NPL,Nepal,2012,28,4.155,4,7,3,11,3,28,4,0,1
NZL,New Zealand,2012,113,0,1,0,1,0,1,0,1,0,1
OMN,Oman,2012,104,0.123,2,0,1,0,1,0,1,0,1
PAK,Pakistan,2012,2,8.844,6,638,6,1322,6,2297,6,160,6
PAN,Panama,2012,92,0.318,2,0,1,0,1,0,1,0,1
PER,Peru,2012,31,3.845,3,12,3,6,3,9,3,26,5
PHL,Philippines,2012,13,6.579,5,113,6,98,5,304,6,29,5
PNG,Papua New Guinea,2012,113,0,1,0,1,0,1,0,1,0,1
POL,Poland,2012,113,0,1,0,1,0,1,0,1,0,1
PRK,North Korea,2012,113,0,1,0,1,0,1,0,1,0,1
PRT,Portugal,2012,113,0,1,0,1,0,1,0,1,0,1
PRY,Paraguay,2012,65,1.397,2,0,1,0,1,0,1,0,1
PSE,Palestine,2012,34,3.582,3,6,3,3,2,1,2,0,1
QAT,Qatar,2012,113,0,1,0,1,0,1,0,1,0,1
ROU,Romania,2012,113,0,1,0,1,0,1,0,1,0,1
RUS,Russia,2012,10,6.905,5,219,6,157,6,309,6,3,3
RWA,Rwanda,2012,51,2.516,3,2,2,0,1,10,3,0,1
SAU,Saudi Arabia,2012,52,2.425,3,1,2,2,2,0,1,0,1
SDN,Sudan,2012,25,4.446,4,3,2,9,3,12,3,38,5
SEN,Senegal,2012,77,1.054,2,0,1,0,1,0,1,0,1
SGP,Singapore,2012,113,0,1,0,1,0,1,0,1,0,1
SLE,Sierra Leone,2012,70,1.218,2,1,2,1,2,1,2,0,1
SLV,El Salvador,2012,66,1.386,2,0,1,0,1,0,1,0,1
SOM,Somalia,2012,7,7.457,5,166,6,446,6,427,6,1,2
SRB,Serbia,2012,68,1.285,2,1,2,1,2,0,1,0,1
SSD,South Sudan,2012,113,0,1,0,1,0,1,0,1,0,1
SVK,Slovakia,2012,104,0.123,2,0,1,0,1,0,1,0,1
SVN,Slovenia,2012,113,0,1,0,1,0,1,0,1,0,1
SWE,Sweden,2012,89,0.524,2,0,1,0,1,0,1,0,1
SWZ,Eswatini,2012,102,0.205,2,0,1,0,1,0,1,0,1
SYR,Syria,2012,4,7.784,5,168,6,1014,6,1833,6,71,6
TCD,Chad,2012,91,0.333,2,0,1,0,1,0,1,0,1
TGO,Togo,2012,113,0,1,0,1,0,1,0,1,0,1
THA,Thailand,2012,9,6.918,5,199,6,184,6,493,6,0,1
TJK,Tajikistan,2012,40,3.212,3,0,1,0,1,0,1,0,1
TKM,Turkmenistan,2012,113,0,1,0,1,0,1,0,1,0,1
TLS,Timor-Leste,2012,113,0,1,0,1,0,1,0,1,0,1
TTO,Trinidad and Tobago,2012,113,0,1,0,1,0,1,0,1,0,1
TUN,Tunisia,2012,54,2.173,3,3,2,0,1,0,1,5,3
TUR,Turkiye,2012,11,6.79,5,157,6,188,6,502,6,89,6
TWN,Taiwan,2012,113,0,1,0,1,0,1,0,1,0,1
TZA,Tanzania,2012,113,0,1,0,1,0,1,0,1,0,1
UGA,Uganda,2012,33,3.601,3,0,1,0,1,0,1,0,1
UKR,Ukraine,2012,50,2.647,3,3,2,0,1,30,4,0,1
URY,Uruguay,2012,95,0.241,2,0,1,0,1,0,1,0,1
USA,United States of America,2012,39,3.226,3,3,2,6,3,3,2,0,1
UZB,Uzbekistan,2012,84,0.763,2,0,1,0,1,0,1,0,1
VEN,Venezuela,2012,73,1.209,2,0,1,0,1,0,1,0,1
VNM,Vietnam,2012,113,0,1,0,1,0,1,0,1,0,1
XKO,Kosovo,2012,56,2.056,3,1,2,1,2,4,2,0,1
YEM,Yemen,2012,5,7.621,5,219,6,651,6,798,6,121,6
ZAF,South Africa,2012,113,0,1,0,1,0,1,0,1,0,1
ZMB,Zambia,2012,113,0,1,0,1,0,1,0,1,0,1
ZWE,Zimbabwe,2012,113,0,1,0,1,0,1,0,1,0,1
