code,name,year,rank,index_over,band_over,index_inci,band_inci,index_fata,band_fata,index_inju,band_inju,index_prop,band_prop
DOM,Dominican Republic,2020,104,0,1,0,1,0,1,0,1,0,1
DZA,Algeria,2020,42,3.239,3,2,2,3,2,0,1,0,1
ECU,Ecuador,2020,55,2.173,3,0,1,0,1,0,1,0,1
EGY,Egypt,2020,14,6.678,5,112,6,119,6,99,5,17,4
ERI,Eritrea,2020,104,0,1,0,1,0,1,0,1,0,1
ESP,Spain,2020,54,2.213,3,0,1,0,1,0,1,0,1
EST,Estonia,2020,104,0,1,0,1,0,1,0,1,0,1
ETH,Ethiopia,2020,43,3.235,3,1,2,0,1,29,4,0,1
FIN,Finland,2020,82,0.512,2,0,1,0,1,0,1,0,1
FRA,France,2020,30,4.28,4,25,4,7,3,12,3,0,1
GAB,Gabon,2020,93,0.114,2,0,1,0,1,0,1,0,1
GBR,United Kingdom,2020,32,4.022,4,14,3,3,2,10,3,0,1
GEO,Georgia,2020,94,0.101,2,0,1,0,1,0,1,0,1
GHA,Ghana,2020,104,0,1,0,1,0,1,0,1,0,1
GIN,Guinea,2020,104,0,1,0,1,0,1,0,1,0,1
GMB,The Gambia,2020,104,0,1,0,1,0,1,0,1,0,1
GNB,Guinea-Bissau,2020,104,0,1,0,1,0,1,0,1,0,1
GNQ,Equatorial Guinea,2020,104,0,1,0,1,0,1,0,1,0,1
GRC,Greece,2020,38,3.674,3,44,4,0,1,0,1,0,1
GTM,Guatemala,2020,104,0,1,0,1,0,1,0,1,0,1
GUY,Guyana,2020,104,0,1,0,1,0,1,0,1,0,1
HND,Honduras,2020,104,0,1,0,1,0,1,0,1,0,1
HRV,Croatia,2020,104,0,1,0,1,0,1,0,1,0,1
HTI,Haiti,2020,104,0,1,0,1,0,1,0,1,0,1
HUN,Hungary,2020,97,0.059,2,0,1,0,1,0,1,0,1
IDN,Indonesia,2020,28,4.449,4,21,4,13,3,22,4,0,1
IND,India,2020,10,7.112,5,316,6,172,6,212,6,20,4
IRL,Ireland,2020,87,0.257,2,0,1,0,1,0,1,0,1
IRN,Iran,2020,26,4.729,4,10,3,14,3,8,3,0,1
IRQ,Iraq,2020,2,8.298,6,637,6,464,6,748,6,32,5
ISL,Iceland,2020,104,0,1,0,1,0,1,0,1,0,1
ISR,Israel,2020,34,3.917,3,20,3,1,2,18,3,0,1
ITA,Italy,2020,48,2.827,3,6,3,0,1,0,1,0,1
JAM,Jamaica,2020,104,0,1,0,1,0,1,0,1,0,1
JOR,Jordan,2020,53,2.242,3,0,1,0,1,0,1,0,1
JPN,Japan,2020,71,0.897,2,0,1,0,1,0,1,0,1
KAZ,Kazakhstan,2020,78,0.695,2,0,1,0,1,0,1,0,1
KEN,Kenya,2020,18,5.595,4,43,4,46,4,53,5,1,2
KGZ,Kyrgyz Republic,2020,94,0.101,2,0,1,0,1,0,1,0,1
KHM,Cambodia,2020,104,0,1,0,1,0,1,0,1,0,1
KOR,South Korea,2020,104,0,1,0,1,0,1,0,1,0,1
KWT,Kuwait,2020,99,0.03,2,0,1,0,1,0,1,0,1
LAO,Laos,2020,73,0.843,2,0,1,0,1,0,1,0,1
LBN,Lebanon,2020,45,2.979,3,3,2,5,2,0,1,0,1
LBR,Liberia,2020,104,0,1,0,1,0,1,0,1,0,1
LBY,Libya,2020,25,4.74,4,6,3,1,2,4,2,0,1
LKA,Sri Lanka,2020,22,5.218,4,0,1,0,1,0,1,0,1
LSO,Lesotho,2020,104,0,1,0,1,0,1,0,1,0,1
LTU,Lithuania,2020,85,0.423,2,0,1,0,1,0,1,0,1
LVA,Latvia,2020,104,0,1,0,1,0,1,0,1,0,1
MAR,Morocco,2020,79,0.653,2,0,1,0,1,0,1,0,1
MDA,Moldova,2020,99,0.03,2,0,1,0,1,0,1,0,1
MDG,Madagascar,2020,72,0.888,2,0,1,0,1,0,1,0,1
MEX,Mexico,2020,60,1.824,2,0,1,0,1,0,1,0,1
MKD,North Macedonia,2020,97,0.059,2,0,1,0,1,0,1,0,1
MLI,Mali,2020,7,7.414,5,222,6,404,6,398,6,93,6
MMR,Myanmar,2020,24,5.098,4,26,4,24,4,22,4,30,5
MNE,Montenegro,2020,104,0,1,0,1,0,1,0,1,0,1
MNG,Mongolia,2020,104,0,1,0,1,0,1,0,1,0,1
MOZ,Mozambique,2020,9,7.368,5,198,6,564,6,173,6,219,6
MRT,Mauritania,2020,88,0.233,2,0,1,0,1,0,1,0,1
MUS,Mauritius,2020,99,0.03,2,0,1,0,1,0,1,0,1
MWI,Malawi,2020,104,0,1,0,1,0,1,0,1,0,1
MYS,Malaysia,2020,65,1.36,2,1,2,0,1,0,1,5,3
NAM,Namibia,2020,104,0,1,0,1,0,1,0,1,0,1
NER,Niger,2020,12,6.824,5,69,5,262,6,203,6,115,6
NGA,Nigeria,2020,4,8.007,6,142,6,865,6,204,6,419,6
NIC,Nicaragua,2020,104,0,1,0,1,0,1,0,1,0,1
NLD,Netherlands,2020,61,1.818,2,1,2,0,1,0,1,0,1
NOR,Norway,2020,80,0.616,2,0,1,0,1,0,1,0,1
NPL,Nepal,2020,29,4.304,4,29,4,5,2,0,1,0,1
NZL,New Zealand,2020,35,3.896,3,0,1,0,1,0,1,0,1
OMN,Oman,2020,104,0,1,0,1,0,1,0,1,0,1
PAK,Pakistan,2020,8,7.394,5,173,6,263,6,583,6,9,3
PAN,Panama,2020,104,0,1,0,1,0,1,0,1,0,1
PER,Peru,2020,56,2.01,3,0,1,0,1,0,1,0,1
PHL,Philippines,2020,15,6.426,5,112,6,98,5,188,6,2,2
PNG,Papua New Guinea,2020,104,0,1,0,1,0,1,0,1,0,1
POL,Poland,2020,104,0,1,0,1,0,1,0,1,0,1
PRK,North Korea,2020,104,0,1,0,1,0,1,0,1,0,1
PRT,Portugal,2020,104,0,1,0,1,0,1,0,1,0,1
PRY,Paraguay,2020,63,1.716,2,2,2,0,1,0,1,1,2
PSE,Palestine,2020,33,4.02,4,21,4,0,1,7,3,0,1
QAT,Qatar,2020,104,0,1,0,1,0,1,0,1,0,1
ROU,Romania,2020,81,0.582,2,0,1,0,1,0,1,0,1
RUS,Russia,2020,39,3.631,3,6,3,7,3,2,2,0,1
RWA,Rwanda,2020,76,0.72,2,0,1,0,1,0,1,0,1
SAU,Saudi Arabia,2020,49,2.698,3,4,2,0,1,6,3,0,1
SDN,Sudan,2020,84,0.436,2,0,1,0,1,0,1,0,1
SEN,Senegal,2020,70,0.999,2,0,1,0,1,0,1,0,1
SGP,Singapore,2020,104,0,1,0,1,0,1,0,1,0,1
SLE,Sierra Leone,2020,104,0,1,0,1,0,1,0,1,0,1
SLV,El Salvador,2020,104,0,1,0,1,0,1,0,1,0,1
SOM,Somalia,2020,3,8.066,6,344,6,671,6,491,6,4,3
SRB,Serbia,2020,104,0,1,0,1,0,1,0,1,0,1
SSD,South Sudan,2020,104,0,1,0,1,0,1,0,1,0,1
SVK,Slovakia,2020,104,0,1,0,1,0,1,0,1,0,1
SVN,Slovenia,2020,104,0,1,0,1,0,1,0,1,0,1
SWE,Sweden,2020,69,1.007,2,0,1,0,1,0,1,0,1
SWZ,Eswatini,2020,104,0,1,0,1,0,1,0,1,0,1
SYR,Syria,2020,5,7.869,5,450,6,746,6,1076,6,15,4
TCD,Chad,2020,16,5.932,4,11,3,143,6,100,5,11,4
TGO,Togo,2020,104,0,1,0,1,0,1,0,1,0,1
THA,Thailand,2020,19,5.369,4,24,4,14,3,76,5,0,1
TJK,Tajikistan,2020,40,3.535,3,0,1,0,1,0,1,0,1
TKM,Turkmenistan,2020,104,0,1,0,1,0,1,0,1,0,1
TLS,Timor-Leste,2020,104,0,1,0,1,0,1,0,1,0,1
TTO,Trinidad and Tobago,2020,104,0,1,0,1,0,1,0,1,0,1
TUN,Tunisia,2020,37,3.72,3,6,3,3,2,5,2,6,3
TUR,Turkiye,2020,17,5.703,4,16,3,17,3,14,3,2,2
TWN,Taiwan,2020,96,0.087,2,0,1,0,1,0,1,0,1
TZA,Tanzania,2020,36,3.816,3,5,2,22,4,0,1,0,1
UGA,Uganda,2020,104,0,1,0,1,0,1,0,1,0,1
UKR,Ukraine,2020,62,1.755,2,1,2,0,1,0,1,0,1
URY,Uruguay,2020,75,0.778,2,2,2,0,1,0,1,0,1
USA,United States of America,2020,27,4.602,4,9,3,2,2,13,3,0,1
UZB,Uzbekistan,2020,104,0,1,0,1,0,1,0,1,0,1
VEN,Venezuela,2020,47,2.873,3,2,2,0,1,0,1,0,1
VNM,Vietnam,2020,89,0.18,2,0,1,0,1,0,1,0,1
XKO,Kosovo,2020,86,0.273,2,0,1,0,1,0,1,0,1
YEM,Yemen,2020,20,5.333,4,3,2,4,2,0,1,1,2
ZAF,South Africa,2020,76,0.72,2,0,1,0,1,0,1,0,1
ZMB,Zambia,2020,104,0,1,0,1,0,1,0,1,0,1
ZWE,Zimbabwe,2020,104,0,1,0,1,0,1,0,1,0,1
