code,name,year,rank,index_over,band_over,index_inci,band_inci,index_fata,band_fata,index_inju,band_inju,index_prop,band_prop
DJI,Djibouti,2015,79,0.999,2,0,1,0,1,0,1,0,1
DNK,Denmark,2015,61,1.884,2,2,2,2,2,5,2,0,1
DOM,Dominican Republic,2015,107,0,1,0,1,0,1,0,1,0,1
DZA,Algeria,2015,27,4.919,4,12,3,22,4,14,3,0,1
ECU,Ecuador,2015,87,0.506,2,1,2,0,1,0,1,0,1
EGY,Egypt,2015,7,7.318,5,257,6,481,6,647,6,41,5
ERI,Eritrea,2015,107,0,1,0,1,0,1,0,1,0,1
ESP,Spain,2015,89,0.443,2,0,1,0,1,0,1,0,1
EST,Estonia,2015,104,0.128,2,0,1,0,1,0,1,0,1
ETH,Ethiopia,2015,44,3.205,3,2,2,1,2,24,4,0,1
FIN,Finland,2015,107,0,1,0,1,0,1,0,1,0,1
FRA,France,2015,18,5.937,4,10,3,145,6,445,6,15,4
GAB,Gabon,2015,107,0,1,0,1,0,1,0,1,0,1
GBR,United Kingdom,2015,38,3.473,3,25,4,1,2,8,3,0,1
GEO,Georgia,2015,73,1.258,2,0,1,0,1,0,1,0,1
GHA,Ghana,2015,107,0,1,0,1,0,1,0,1,0,1
GIN,Guinea,2015,107,0,1,0,1,0,1,0,1,0,1
GMB,The Gambia,2015,107,0,1,0,1,0,1,0,1,0,1
GNB,Guinea-Bissau,2015,99,0.217,2,0,1,0,1,0,1,0,1
GNQ,Equatorial Guinea,2015,107,0,1,0,1,0,1,0,1,0,1
GRC,Greece,2015,58,1.965,2,3,2,0,1,1,2,0,1
GTM,Guatemala,2015,81,0.901,2,0,1,0,1,0,1,0,1
GUY,Guyana,2015,107,0,1,0,1,0,1,0,1,0,1
HND,Honduras,2015,107,0,1,0,1,0,1,0,1,0,1
HRV,Croatia,2015,101,0.18,2,0,1,0,1,0,1,0,1
HTI,Haiti,2015,107,0,1,0,1,0,1,0,1,0,1
HUN,Hungary,2015,98,0.233,2,0,1,0,1,0,1,0,1
IDN,Indonesia,2015,37,3.697,3,8,3,10,3,3,2,0,1
IND,India,2015,10,6.843,5,170,6,138,6,243,6,336,6
IRL,Ireland,2015,85,0.715,2,0,1,0,1,0,1,0,1
IRN,Iran,2015,34,4.324,4,10,3,28,4,10,3,4,3
IRQ,Iraq,2015,1,9.595,6,868,6,2974,6,4807,6,288,6
ISL,Iceland,2015,107,0,1,0,1,0,1,0,1,0,1
ISR,Israel,2015,29,4.539,4,37,4,7,3,114,6,0,1
ITA,Italy,2015,80,0.974,2,2,2,0,1,0,1,0,1
JAM,Jamaica,2015,107,0,1,0,1,0,1,0,1,0,1
JOR,Jordan,2015,54,2.163,3,2,2,4,2,0,1,0,1
JPN,Japan,2015,91,0.423,2,1,2,0,1,0,1,0,1
KAZ,Kazakhstan,2015,78,1.04,2,0,1,0,1,0,1,0,1
KEN,Kenya,2015,12,6.653,5,30,4,205,6,142,6,1,2
KGZ,Kyrgyz Republic,2015,82,0.782,2,0,1,0,1,0,1,0,1
KHM,Cambodia,2015,103,0.141,2,0,1,0,1,0,1,0,1
KOR,South Korea,2015,86,0.582,2,1,2,0,1,1,2,0,1
KWT,Kuwait,2015,28,4.677,4,1,2,27,4,227,6,0,1
LAO,Laos,2015,107,0,1,0,1,0,1,0,1,0,1
LBN,Lebanon,2015,22,5.866,4,12,3,60,5,284,6,4,3
LBR,Liberia,2015,107,0,1,0,1,0,1,0,1,0,1
LBY,Libya,2015,14,6.552,5,80,5,234,6,181,6,91,6
LKA,Sri Lanka,2015,100,0.192,2,0,1,0,1,0,1,0,1
LSO,Lesotho,2015,107,0,1,0,1,0,1,0,1,0,1
LTU,Lithuania,2015,107,0,1,0,1,0,1,0,1,0,1
LVA,Latvia,2015,107,0,1,0,1,0,1,0,1,0,1
MAR,Morocco,2015,77,1.092,2,0,1,0,1,0,1,0,1
MDA,Moldova,2015,107,0,1,0,1,0,1,0,1,0,1
MDG,Madagascar,2015,59,1.95,2,0,1,0,1,0,1,0,1
MEX,Mexico,2015,69,1.4,2,5,2,0,1,0,1,0,1
MKD,North Macedonia,2015,46,2.883,3,1,2,5,2,30,4,0,1
MLI,Mali,2015,16,6.203,5,85,5,181,6,204,6,18,4
MMR,Myanmar,2015,41,3.426,3,6,3,6,3,14,3,0,1
MNE,Montenegro,2015,107,0,1,0,1,0,1,0,1,0,1
MNG,Mongolia,2015,107,0,1,0,1,0,1,0,1,0,1
MOZ,Mozambique,2015,63,1.821,2,0,1,0,1,0,1,0,1
MRT,Mauritania,2015,88,0.484,2,0,1,0,1,0,1,0,1
MUS,Mauritius,2015,107,0,1,0,1,0,1,0,1,0,1
MWI,Malawi,2015,107,0,1,0,1,0,1,0,1,0,1
MYS,Malaysia,2015,64,1.621,2,1,2,0,1,0,1,2,2
NAM,Namibia,2015,107,0,1,0,1,0,1,0,1,0,1
NER,Niger,2015,19,5.928,4,25,4,202,6,50,4,0,1
NGA,Nigeria,2015,2,8.802,6,138,6,2003,6,1846,6,8,3
NIC,Nicaragua,2015,56,2.134,3,0,1,0,1,0,1,0,1
NLD,Netherlands,2015,75,1.136,2,1,2,1,2,0,1,0,1
NOR,Norway,2015,48,2.572,3,0,1,0,1,0,1,0,1
NPL,Nepal,2015,55,2.155,3,2,2,0,1,0,1,0,1
NZL,New Zealand,2015,107,0,1,0,1,0,1,0,1,0,1
OMN,Oman,2015,107,0,1,0,1,0,1,0,1,0,1
PAK,Pakistan,2015,4,8.369,6,294,6,658,6,1004,6,35,5
PAN,Panama,2015,107,0,1,0,1,0,1,0,1,0,1
PER,Peru,2015,40,3.427,3,3,2,7,3,6,3,0,1
PHL,Philippines,2015,20,5.903,4,44,4,38,4,148,6,12,4
PNG,Papua New Guinea,2015,107,0,1,0,1,0,1,0,1,0,1
POL,Poland,2015,107,0,1,0,1,0,1,0,1,0,1
PRK,North Korea,2015,107,0,1,0,1,0,1,0,1,0,1
PRT,Portugal,2015,107,0,1,0,1,0,1,0,1,0,1
PRY,Paraguay,2015,43,3.318,3,8,3,9,3,0,1,1,2
PSE,Palestine,2015,26,4.961,4,114,6,19,3,143,6,6,3
QAT,Qatar,2015,107,0,1,0,1,0,1,0,1,0,1
ROU,Romania,2015,107,0,1,0,1,0,1,0,1,0,1
RUS,Russia,2015,23,5.613,4,24,4,11,3,25,4,0,1
RWA,Rwanda,2015,60,1.947,2,0,1,0,1,0,1,0,1
SAU,Saudi Arabia,2015,25,5.011,4,17,3,60,5,113,6,0,1
SDN,Sudan,2015,42,3.405,3,7,3,5,2,11,3,3,3
SEN,Senegal,2015,107,0,1,0,1,0,1,0,1,0,1
SGP,Singapore,2015,107,0,1,0,1,0,1,0,1,0,1
SLE,Sierra Leone,2015,97,0.241,2,0,1,0,1,0,1,0,1
SLV,El Salvador,2015,107,0,1,0,1,0,1,0,1,0,1
SOM,Somalia,2015,8,7.145,5,99,5,335,6,247,6,5,3
SRB,Serbia,2015,94,0.409,2,0,1,0,1,0,1,0,1
SSD,South Sudan,2015,45,2.966,3,6,3,1,2,0,1,31,5
SVK,Slovakia,2015,107,0,1,0,1,0,1,0,1,0,1
SVN,Slovenia,2015,107,0,1,0,1,0,1,0,1,0,1
SWE,Sweden,2015,61,1.884,2,1,2,3,2,1,2,0,1
SWZ,Eswatini,2015,107,0,1,0,1,0,1,0,1,0,1
SYR,Syria,2015,6,7.524,5,30,4,226,6,450,6,201,6
TCD,Chad,2015,17,6.034,5,16,3,172,6,416,6,30,5
TGO,Togo,2015,107,0,1,0,1,0,1,0,1,0,1
THA,Thailand,2015,13,6.615,5,131,6,83,5,415,6,0,1
TJK,Tajikistan,2015,96,0.354,2,0,1,0,1,0,1,0,1
TKM,Turkmenistan,2015,50,2.502,3,1,2,3,2,2,2,0,1
TLS,Timor-Leste,2015,107,0,1,0,1,0,1,0,1,0,1
TTO,Trinidad and Tobago,2015,107,0,1,0,1,0,1,0,1,0,1
TUN,Tunisia,2015,24,5.506,4,19,3,99,5,106,6,0,1
TUR,Turkiye,2015,9,6.92,5,224,6,286,6,933,6,44,5
TWN,Taiwan,2015,107,0,1,0,1,0,1,0,1,0,1
TZA,Tanzania,2015,49,2.545,3,5,2,0,1,5,2,0,1
UGA,Uganda,2015,57,2.069,3,2,2,3,2,4,2,0,1
UKR,Ukraine,2015,30,4.461,4,56,5,10,3,125,6,2,2
URY,Uruguay,2015,107,0,1,0,1,0,1,0,1,0,1
USA,United States of America,2015,32,4.397,4,4,2,26,4,28,4,0,1
UZB,Uzbekistan,2015,89,0.443,2,1,2,0,1,0,1,0,1
VEN,Venezuela,2015,71,1.302,2,1,2,1,2,0,1,0,1
VNM,Vietnam,2015,107,0,1,0,1,0,1,0,1,0,1
XKO,Kosovo,2015,74,1.168,2,1,2,0,1,0,1,0,1
YEM,Yemen,2015,5,7.544,5,93,5,458,6,748,6,13,4
ZAF,South Africa,2015,91,0.423,2,1,2,0,1,0,1,0,1
ZMB,Zambia,2015,107,0,1,0,1,0,1,0,1,0,1
ZWE,Zimbabwe,2015,107,0,1,0,1,0,1,0,1,0,1
