code,name,year,rank,index_over,band_over,index_inci,band_inci,index_fata,band_fata,index_inju,band_inju,index_prop,band_prop
DJI,Djibouti,2021,96,0,1,0,1,0,1,0,1,0,1
DNK,Denmark,2021,89,0.059,2,0,1,0,1,0,1,0,1
DOM,Dominican Republic,2021,96,0,1,0,1,0,1,0,1,0,1
DZA,Algeria,2021,40,3.348,3,3,2,8,3,6,3,0,1
ECU,Ecuador,2021,59,1.534,2,0,1,0,1,0,1,0,1
EGY,Egypt,2021,15,6.264,5,45,4,71,5,36,4,17,4
ERI,Eritrea,2021,96,0,1,0,1,0,1,0,1,0,1
ESP,Spain,2021,56,1.615,2,0,1,0,1,0,1,0,1
EST,Estonia,2021,96,0,1,0,1,0,1,0,1,0,1
ETH,Ethiopia,2021,49,2.574,3,0,1,0,1,0,1,0,1
FIN,Finland,2021,83,0.288,2,0,1,0,1,0,1,0,1
FRA,France,2021,36,3.515,3,7,3,1,2,0,1,0,1
GAB,Gabon,2021,89,0.059,2,0,1,0,1,0,1,0,1
GBR,United Kingdom,2021,37,3.483,3,7,3,1,2,1,2,0,1
GEO,Georgia,2021,96,0,1,0,1,0,1,0,1,0,1
GHA,Ghana,2021,96,0,1,0,1,0,1,0,1,0,1
GIN,Guinea,2021,96,0,1,0,1,0,1,0,1,0,1
GMB,The Gambia,2021,96,0,1,0,1,0,1,0,1,0,1
GNB,Guinea-Bissau,2021,96,0,1,0,1,0,1,0,1,0,1
GNQ,Equatorial Guinea,2021,96,0,1,0,1,0,1,0,1,0,1
GRC,Greece,2021,29,3.894,3,53,5,0,1,2,2,0,1
GTM,Guatemala,2021,96,0,1,0,1,0,1,0,1,0,1
GUY,Guyana,2021,96,0,1,0,1,0,1,0,1,0,1
HND,Honduras,2021,96,0,1,0,1,0,1,0,1,0,1
HRV,Croatia,2021,96,0,1,0,1,0,1,0,1,0,1
HTI,Haiti,2021,96,0,1,0,1,0,1,0,1,0,1
HUN,Hungary,2021,96,0,1,0,1,0,1,0,1,0,1
IDN,Indonesia,2021,24,4.573,4,16,3,24,4,24,4,4,3
IND,India,2021,13,6.832,5,165,6,123,6,160,6,1,2
IRL,Ireland,2021,86,0.123,2,0,1,0,1,0,1,0,1
IRN,Iran,2021,26,4.16,4,6,3,3,2,3,2,0,1
IRQ,Iraq,2021,2,8.103,6,873,6,540,6,873,6,32,5
ISL,Iceland,2021,96,0,1,0,1,0,1,0,1,0,1
ISR,Israel,2021,35,3.626,3,16,3,0,1,18,3,0,1
ITA,Italy,2021,50,2.527,3,7,3,0,1,0,1,0,1
JAM,Jamaica,2021,96,0,1,0,1,0,1,0,1,0,1
JOR,Jordan,2021,61,1.41,2,0,1,0,1,0,1,0,1
JPN,Japan,2021,75,0.545,2,0,1,0,1,0,1,0,1
KAZ,Kazakhstan,2021,96,0,1,0,1,0,1,0,1,0,1
KEN,Kenya,2021,20,5.432,4,29,4,43,4,39,4,5,3
KGZ,Kyrgyz Republic,2021,96,0,1,0,1,0,1,0,1,0,1
KHM,Cambodia,2021,96,0,1,0,1,0,1,0,1,0,1
KOR,South Korea,2021,96,0,1,0,1,0,1,0,1,0,1
KWT,Kuwait,2021,96,0,1,0,1,0,1,0,1,0,1
LAO,Laos,2021,96,0,1,0,1,0,1,0,1,0,1
LBN,Lebanon,2021,52,2.414,3,1,2,1,2,0,1,0,1
LBR,Liberia,2021,96,0,1,0,1,0,1,0,1,0,1
LBY,Libya,2021,27,4.113,4,4,2,5,2,0,1,2,2
LKA,Sri Lanka,2021,25,4.523,4,0,1,0,1,0,1,0,1
LSO,Lesotho,2021,96,0,1,0,1,0,1,0,1,0,1
LTU,Lithuania,2021,85,0.233,2,0,1,0,1,0,1,0,1
LVA,Latvia,2021,96,0,1,0,1,0,1,0,1,0,1
MAR,Morocco,2021,80,0.354,2,0,1,0,1,0,1,0,1
MDA,Moldova,2021,96,0,1,0,1,0,1,0,1,0,1
MDG,Madagascar,2021,96,0,1,0,1,0,1,0,1,0,1
MEX,Mexico,2021,63,1.219,2,0,1,0,1,0,1,0,1
MKD,North Macedonia,2021,95,0.03,2,0,1,0,1,0,1,0,1
MLI,Mali,2021,7,7.699,5,340,6,604,6,561,6,101,6
MMR,Myanmar,2021,10,6.971,5,698,6,315,6,243,6,3,3
MNE,Montenegro,2021,96,0,1,0,1,0,1,0,1,0,1
MNG,Mongolia,2021,96,0,1,0,1,0,1,0,1,0,1
MOZ,Mozambique,2021,11,6.9,5,60,5,98,5,6,3,28,5
MRT,Mauritania,2021,87,0.114,2,0,1,0,1,0,1,0,1
MUS,Mauritius,2021,96,0,1,0,1,0,1,0,1,0,1
MWI,Malawi,2021,96,0,1,0,1,0,1,0,1,0,1
MYS,Malaysia,2021,69,0.801,2,0,1,0,1,0,1,0,1
NAM,Namibia,2021,96,0,1,0,1,0,1,0,1,0,1
NER,Niger,2021,8,7.34,5,76,5,595,6,133,6,34,5
NGA,Nigeria,2021,5,7.813,5,214,6,497,6,177,6,50,5
NIC,Nicaragua,2021,96,0,1,0,1,0,1,0,1,0,1
NLD,Netherlands,2021,60,1.53,2,2,2,0,1,0,1,0,1
NOR,Norway,2021,80,0.354,2,0,1,0,1,0,1,0,1
NPL,Nepal,2021,33,3.672,3,1,2,0,1,8,3,0,1
NZL,New Zealand,2021,42,3.301,3,1,2,0,1,6,3,0,1
OMN,Oman,2021,96,0,1,0,1,0,1,0,1,0,1
PAK,Pakistan,2021,9,7.321,5,206,6,292,6,549,6,0,1
PAN,Panama,2021,96,0,1,0,1,0,1,0,1,0,1
PER,Peru,2021,38,3.403,3,1,2,16,3,0,1,0,1
PHL,Philippines,2021,17,6.077,5,62,5,51,5,73,5,2,2
PNG,Papua New Guinea,2021,96,0,1,0,1,0,1,0,1,0,1
POL,Poland,2021,96,0,1,0,1,0,1,0,1,0,1
PRK,North Korea,2021,96,0,1,0,1,0,1,0,1,0,1
PRT,Portugal,2021,96,0,1,0,1,0,1,0,1,0,1
PRY,Paraguay,2021,65,1.018,2,0,1,0,1,0,1,0,1
PSE,Palestine,2021,31,3.81,3,19,3,2,2,23,4,0,1
QAT,Qatar,2021,96,0,1,0,1,0,1,0,1,0,1
ROU,Romania,2021,82,0.31,2,0,1,0,1,0,1,0,1
RUS,Russia,2021,44,3.103,3,1,2,2,2,4,2,0,1
RWA,Rwanda,2021,77,0.423,2,0,1,0,1,0,1,0,1
SAU,Saudi Arabia,2021,54,1.899,2,1,2,0,1,0,1,0,1
SDN,Sudan,2021,84,0.241,2,0,1,0,1,0,1,0,1
SEN,Senegal,2021,73,0.582,2,0,1,0,1,0,1,0,1
SGP,Singapore,2021,96,0,1,0,1,0,1,0,1,0,1
SLE,Sierra Leone,2021,96,0,1,0,1,0,1,0,1,0,1
SLV,El Salvador,2021,96,0,1,0,1,0,1,0,1,0,1
SOM,Somalia,2021,3,7.996,5,332,6,661,6,489,6,14,4
SRB,Serbia,2021,96,0,1,0,1,0,1,0,1,0,1
SSD,South Sudan,2021,96,0,1,0,1,0,1,0,1,0,1
SVK,Slovakia,2021,96,0,1,0,1,0,1,0,1,0,1
SVN,Slovenia,2021,96,0,1,0,1,0,1,0,1,0,1
SWE,Sweden,2021,72,0.605,2,0,1,0,1,0,1,0,1
SWZ,Eswatini,2021,73,0.582,2,1,2,0,1,1,2,0,1
SYR,Syria,2021,6,7.807,5,354,6,494,6,523,6,47,5
TCD,Chad,2021,19,5.603,4,5,2,48,4,11,3,0,1
TGO,Togo,2021,77,0.423,2,1,2,0,1,0,1,0,1
THA,Thailand,2021,22,4.84,4,14,3,7,3,35,4,0,1
TJK,Tajikistan,2021,47,2.813,3,0,1,0,1,0,1,0,1
TKM,Turkmenistan,2021,96,0,1,0,1,0,1,0,1,0,1
TLS,Timor-Leste,2021,96,0,1,0,1,0,1,0,1,0,1
TTO,Trinidad and Tobago,2021,96,0,1,0,1,0,1,0,1,0,1
TUN,Tunisia,2021,39,3.381,3,4,2,5,2,1,2,0,1
TUR,Turkiye,2021,23,4.778,4,15,3,6,3,7,3,0,1
TWN,Taiwan,2021,94,0.044,2,0,1,0,1,0,1,0,1
TZA,Tanzania,2021,34,3.63,3,3,2,7,3,6,3,0,1
UGA,Uganda,2021,45,3.1,3,4,2,5,2,41,4,0,1
UKR,Ukraine,2021,64,1.124,2,0,1,0,1,0,1,0,1
URY,Uruguay,2021,76,0.462,2,0,1,0,1,0,1,0,1
USA,United States of America,2021,28,4.011,4,7,3,3,2,0,1,0,1
UZB,Uzbekistan,2021,96,0,1,0,1,0,1,0,1,0,1
VEN,Venezuela,2021,46,2.851,3,4,2,2,2,0,1,12,4
VNM,Vietnam,2021,88,0.087,2,0,1,0,1,0,1,0,1
XKO,Kosovo,2021,89,0.059,2,0,1,0,1,0,1,0,1
YEM,Yemen,2021,21,5.022,4,4,2,38,4,17,3,0,1
ZAF,South Africa,2021,79,0.396,2,0,1,0,1,0,1,0,1
ZMB,Zambia,2021,96,0,1,0,1,0,1,0,1,0,1
ZWE,Zimbabwe,2021,96,0,1,0,1,0,1,0,1,0,1
