code,name,year,rank,index_over,band_over,index_dist,band_dist,index_poli,band_poli,index_homi,band_homi,index_jail,band_jail,index_wmid,band_wmid,index_inco,band_inco,index_demo,band_demo,index_crim,band_crim,index_inst,band_inst,index_rehr,band_rehr,index_weim,band_weim,index_gtdx,band_gtdx,index_icon,band_icon,index_ndic,band_ndic,index_mexp,band_mexp,index_army,band_army,index_unfu,band_unfu,index_hewe,band_hewe,index_weex,band_weex,index_refu,band_refu,index_rela,band_rela,index_econ,band_econ,index_ndec,band_ndec,index_militarisation,band_militarisation,index_safety_security,band_safety_security,index_domestic_international_conflict,band_domestic_international_conflict
BGD,Bangladesh,2012,106,2.10890956,3,1.997,1,1.433,1,2.223,3,1.364,1,3,2,3,3,4,5,4,4,3.125,4,4,5,1.024,2,2.718,4,1.053,4,1,1,1.406,2,1.143,1,4.993570076,5,1.209629041,4,1,1,1.002,2,2,2,1,1,1,1,1.927178075,3,2.624058824,4,1.609326892,3
BGR,Bulgaria,2012,34,1.651382717,2,2.833,3,3.054,4,2.002,2,2.036,3,3,2,1,1,1,1,3,3,1.625,2,2,2,1.581,4,1.499,3,1,1,1,1,1.597,3,1.641,4,2.445136728,3,1.344249159,4,1.125,4,1.01,3,1,1,2,5,1,1,1.819765937,3,2.009264706,2,1.09178744,1
BHR,Bahrain,2012,93,2.04868911,3,1.504,1,5,5,1.55,1,1.704,2,2,1,4,5,2.75,5,1.5,1,3.25,4,2.5,3,2.825,5,1.677,3,1,1,1,1,2.701,5,1.955,5,2.035141368,3,1.15837661,3,1,1,1.006,3,3,4,1,1,1,1,1.85337721,3,2.219176471,2,2.006441224,4
BIH,Bosnia and Herzegovina,2012,53,1.816396347,2,2.27,2,3.245,4,1.95,2,1.609,2,3,2,2,2,1,1,2,1,2.875,3,2,2,1,1,2.023,3,1,1,1,1,1.535,2,1.444,3,2.214893451,3,1.229096166,4,1.098,4,2.51,5,2,2,1.625,4,1,1,1.668769141,2,2.169352941,2,1.459943639,3
BLR,Belarus,2012,107,2.126180329,3,2.561,2,2.669,4,2.79,3,4.307,5,3,2,3,3,1,1,2,1,3.25,4,2.5,3,1.11,3,3.078,5,1,1,1,1,1.325,1,2.174,5,1.799832936,2,1.507685022,5,2.474,5,1.02,4,3,4,1,1,1,1,1.986042408,4,2.470794118,3,1.805152979,4
BOL,Bolivia,2012,86,1.998498462,3,3.557,5,2.799,4,3.042,4,1.728,2,4,4,3,3,1.25,3,3,3,3.375,4,2,2,1.05,2,1.587,3,1,1,1,1,1.593,3,1.686,4,3,4,1.070224629,3,1,1,1.002,2,2,2,1,1,1,1,1.933451405,3,2.378,3,1.603864734,3
BRA,Brazil,2012,78,1.964595353,3,3.778,5,1.858,2,5,5,2.97,5,3.8,3,1,1,1,1,4,4,1.25,1,4,5,1.071,3,1.499,3,1.053,4,1,1,1.659,3,1.251,2,2.718193236,4,1.862712589,5,1.051,4,1,1,1,1,1,1,1,1,1.972913191,4,2.729882353,4,1.005462158,1
BTN,Bhutan,2012,32,1.640357439,2,2.965,3,1.5,1,2.09,2,2.084,3,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1.87,3,1,1,1,1,1.956,4,1.211,2,1.79353728,2,1,1,1,1,3.678,5,2,2,1,1,1,1,1.407122033,1,1.925264706,2,1.40257649,2
BWA,Botswana,2012,48,1.773776829,2,4.249,5,3.181,4,4.479,5,3.025,5,3,2,1,1,1.25,3,3,3,1.5,2,1,1,1.135,3,1,1,1,1,1,1,2.195,4,1.684,4,2.622631528,3,1.052737211,2,1,1,1.001,2,1,1,1,1,1,1,1.790086746,2,2.383382353,3,1,1
CAF,Central African Republic,2012,153,2.660495825,4,2.748,3,1.5,1,4.365,5,1.15,1,5,5,4,5,3,5,4,4,3.5,5,4.5,5,1.021,2,2.673,4,1.737,5,2.121,5,2.061,4,1.068,1,4.99353728,5,1.005114245,1,1,1,2.867,5,3,4,1,1,1,1,2.3119069,5,3.160823529,5,2.308040258,5
CAN,Canada,2012,5,1.368589176,1,1.878,1,1.996,2,1.905,2,1.926,3,2,1,1,1,1,1,1,1,1,1,1,1,1.66,4,1.531,3,1,1,1,1,1.631,3,1.292,2,1.258074967,1,1.363936252,4,1.977,5,1,1,1.5,2,1.725,5,1,1,1.629703452,1,1.384764706,1,1.167190016,1
CHE,Switzerland,2012,8,1.404452972,1,1.969,1,2.106,2,1.33,1,1.625,2,2,1,1,1,1,1,1,1,1,1,1,1,1.436,4,1.635,3,1,1,1,1,1.363,1,1.479,3,1.219564402,1,1.304490031,4,5,5,1,1,1,1,1.25,4,1,1,2.112270523,4,1.314411765,1,1.02294686,1
CHL,Chile,2012,33,1.643052853,2,3.434,4,2.036,2,2.433,3,3.532,5,3,2,1,1,1.25,3,2,1,1,1,1.5,1,2.785,5,2.29,4,1,1,1,1,1.798,4,1.52,3,2.717170148,4,1.290852045,4,1.161,4,1.002,2,1,1,1,1,1,1,1.999758614,4,1.972823529,2,1,1
CHN,China,2012,103,2.089130266,3,1.912,1,2.5,3,1.54,1,1.957,3,2,1,3,3,3,5,2,1,2.75,3,4,5,1.071,3,3.151,5,1.211,5,1,1,1.597,3,1.263,2,1.055430186,1,5,5,1.101,4,1.005,3,3,4,1,1,1,1,2.016227081,4,2.340852941,3,1.826898551,4
CIV,Cote d' Ivoire,2012,129,2.299096048,3,3.491,4,1.402,1,4.244,5,1.483,1,4,4,4,5,1,1,4,4,3.375,4,3.5,4,1,1,1.87,3,1.053,4,2.022,5,1.516,2,1.117,1,4.742645435,5,1.01171327,1,1,1,1.43,5,2,2,1,1,1,1,2.046260628,4,2.707764706,4,2.016331723,4
CMR,Cameroon,2012,98,2.066255615,3,3.289,4,2.5,3,3.112,4,1.886,3,3,2,3,3,2.25,4,4,4,3.5,5,2.5,3,1.008,2,2.41,4,1,1,1,1,1.545,2,1.104,1,2.871456821,4,1.028045858,2,1,1,1.024,4,2,2,1,1,1,1,1.655355954,2,2.680558824,4,1.603864734,3
COD,Democratic Republic of the Congo,2012,155,2.758116187,4,3.502,5,1.5,1,4.348,5,1.277,1,5,5,4,5,3.25,5,5,5,4,5,5,5,1.044,2,3.251,5,3.105,5,2.753,5,1.406,2,1.347,2,1.8,2,1.061645896,3,1,1,2.056,5,3,4,1,1,1,1,1.904643393,3,3.4325,5,2.576239936,5
COG,Republic of the Congo,2012,95,2.057603262,3,3.735,5,2.5,3,4.054,5,1.261,1,4,4,3,3,1,1,4,4,3.5,5,2,2,1.12,3,1,1,1,1,1,1,1.884,4,1.367,3,2.737400295,4,1.050317569,2,1,1,1.092,4,2,2,1,1,1,1,1.903985488,3,2.531529412,4,1.603864734,3
COL,Colombia,2012,151,2.602178841,4,3.592,5,2.65,4,5,5,2.448,4,4,4,4,5,1,1,4,4,2,2,4.5,5,1.309,4,3.949,5,1.421,5,2.365,5,2.113,4,1.905,5,1.316884031,2,1.206604487,4,1,1,4.116,5,2,2,1,1,1,1,1.87691656,3,3.395058824,5,2.123299517,5
CRI,Costa Rica,2012,41,1.719033572,2,3.738,5,2.243,2,4.161,5,3.049,5,4,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.349,1,1,1,1.534091196,2,1,1,1.018,4,1.002,2,3,4,1,1,1,1,1.636481317,2,2.021823529,2,1.40257649,2
CUB,Cuba,2012,100,2.075927405,3,3.041,3,4.5,5,2.758,3,5,5,2,1,3,3,1,1,1,1,2.75,3,3,3,1,1,1,1,1,1,1,1,2.474,5,1.663,4,2.51712411,3,1.630756846,5,1,1,1.023,4,3,4,1,1,1,1,1.717677574,2,2.492558824,4,1.805152979,4
CYP,Cyprus,2012,72,1.938923705,3,2.486,2,3.437,5,1.865,2,1.854,3,2,1,2,2,1,1,2,1,1.5,2,1.5,1,2.27,5,1.332,2,1,1,1,1,1.884,4,3.227,5,1.387128208,2,1.129615858,3,1,1,5,5,3,4,1,1,1,1,1.760300235,2,2.248676471,2,1.603864734,3
CZE,Czech Republic,2012,13,1.445740227,1,2.699,3,3.081,4,1.45,1,2.653,4,1,1,2,2,1,1,2,1,1.25,1,1,1,1.166,3,1,1,1,1,1,1,1.521,2,1.361,2,1.239611881,1,1.197420844,3,1.268,5,1.002,2,1,1,2.1,5,1,1,1.233616841,1,1.679617647,1,1.302254428,2
DEU,Germany,2012,23,1.554099987,2,2.098,2,2.519,3,1.495,1,1.672,2,2,1,1,1,1,1,2,1,1,1,1,1,1.178,3,2.368,4,1,1,1,1,1.569,2,1.467,3,1.270186614,2,2.158843855,5,4.841,5,1,1,1,1,1.875,5,1,1,2.233406164,5,1.546558824,1,1.08031401,1
DJI,Djibouti,2012,64,1.89531688,2,1.819,1,4.5,5,3.255,4,1.704,2,3.5,3,3,3,1,1,1,1,3,3,2,2,1,1,1,1,1.053,4,1,1,1.386,2,2.678,5,2.82020963,4,1.009348619,1,1,1,1.021,4,2.5,4,1,1,1,1,1.899792066,3,2.063911765,2,1.709971014,4
DNK,Denmark,2012,2,1.236233694,1,1.865,1,1.981,2,1.445,1,1.562,2,1,1,1,1,1,1,1,1,1,1,1,1,1.933,5,1.426,3,1,1,1,1,1.626,3,1.517,3,1.29709599,2,1.17212458,3,1.285,5,1,1,1,1,1.875,5,1,1,1.359856807,1,1.289882353,1,1.08031401,1
DOM,Dominican Republic,2012,91,2.045257883,3,3.864,5,2.592,4,5,5,2.645,4,3,2,1.5,2,1.5,3,3,3,2.5,3,3.5,4,1.103,3,1,1,1,1,1,1,1.282,1,1.39,3,4.200950724,5,1.014957791,2,1,1,1.001,2,2,2,1,1,1,1,1.823339695,3,2.759029412,5,1.301932367,2
DZA,Algeria,2012,132,2.304717112,3,3.545,5,3.068,4,1.39,1,2.274,4,3,2,3,3,2.25,4,3,3,3.25,4,3,3,2.984,5,3.814,5,1.421,5,2.218,5,3.069,5,1.544,4,2.275689545,3,1.812230045,5,1,1,1.005,3,3,4,1,1,1,1,2.187180543,4,2.577029412,4,2.093710145,4
ECU,Ecuador,2012,90,2.035092073,3,3.717,5,2.247,2,4.777,5,1.625,2,3.5,3,3,3,1,1,3,3,3.5,5,2,2,1.317,4,1.204,2,1.053,4,1,1,1.927,4,1.612,4,2.260920546,3,1.179108548,3,1,1,1.002,2,2,2,1,1,1,1,1.839480396,3,2.508558824,4,1.609326892,3
EGY,Egypt,2012,125,2.283681865,3,1.822,1,4.5,5,1.56,1,1.657,2,3,2,3,3,4,5,4,4,3.375,4,4,5,1.405,4,3.032,5,1.053,4,1.043,4,1.836,4,1.775,4,1.309133524,2,3.415243302,5,1,1,1.003,3,2.5,4,1,1,1,1,2.052705703,4,2.875088235,5,1.718626409,4
ERI,Eritrea,2012,143,2.456720647,4,3.14,4,3.5,5,3.439,4,5,5,1,1,2,2,1,1,2,1,3.25,4,4,5,1.018,2,2.493,4,1,1,1,1,2.247,5,5,5,1.869412014,2,1.125931402,3,1,1,3.588,5,4.5,5,1.55,4,1,1,1.74391872,2,3.176882353,5,1.956280193,4
ESP,Spain,2012,24,1.574435334,2,2.183,2,2.854,4,1.44,1,2.305,4,2,1,1,1,1,1,2,1,1.375,1,1.5,1,1.406,4,2.552,4,1,1,1,1,1.492,2,1.471,3,2.227622583,3,1.857103418,5,3.063,5,1,1,1,1,1.625,4,1,1,1.997267966,4,1.746764706,1,1.05736715,1
EST,Estonia,2012,35,1.67634523,2,2.641,3,2.191,2,2.81,3,3.112,5,2,1,1,1,1,1,2,1,1.5,2,1,1,2.057,5,1.951,3,1,1,1,1,1.803,4,1.683,4,1.44975135,2,1.020401987,2,1,1,1.006,3,3,4,2.125,5,1,1,1.532159333,1,1.882294118,1,1.505837359,3
ETH,Ethiopia,2012,140,2.42084406,4,2.41,2,1.5,1,3.697,4,2.076,3,4,4,3.5,4,2.75,5,2,1,3.25,4,3.5,4,1.021,2,3.142,5,2.421,5,2.131,5,1.406,2,1.275,2,5,5,1.201820194,4,1,1,1.025,4,4,5,1.55,4,1,1,2.118203564,4,2.540588235,4,2.531673108,5
FIN,Finland,2012,4,1.351825083,1,1.799,1,1.772,1,2.062,2,1.483,1,2,1,1,1,1,1,1,1,1,1,1,1,2.113,5,1.164,2,1,1,1,1,1.688,3,1.623,4,1.251565969,1,1.248398315,4,2.78,5,1,1,1,1,1.625,4,1,1,1.849195699,3,1.315823529,1,1.05736715,1
FRA,France,2012,44,1.740223689,2,2.436,2,2.528,3,1.655,2,1.783,3,2,1,1,1,1,1,1.5,1,1.125,1,1.5,1,1.067,3,2.801,4,1,1,1,1,1.894,4,1.574,4,1.19557414,1,5,5,4.943,5,1,1,1,1,2.225,5,1,1,2.781773428,5,1.645970588,1,1.112439614,1
GAB,Gabon,2012,88,2.013537257,3,3.866,5,3.5,5,3.852,4,2.543,4,3,2,3,3,1,1,2,1,2.5,3,2,2,1.417,4,1,1,1,1,1,1,1.698,3,1.497,3,5,5,1.030465501,2,1,1,1.003,3,2,2,1,1,1,1,2.018552735,4,2.357264706,3,1.603864734,3
GBR,United Kingdom,2012,40,1.712953298,2,2.211,2,2.764,4,1.935,2,2.013,3,2,1,1,1,1,1,1.5,1,1.375,1,1,1,1.606,4,2.881,4,1,1,1,1,2.271,5,1.422,3,1.499516814,2,5,5,3.215,5,1,1,1,1,2.375,5,1,1,2.602472566,5,1.675470588,1,1.126207729,1
GEO,Georgia,2012,142,2.448390015,4,1.472,1,2.125,2,2.775,3,5,5,4,4,4,5,1.75,4,3,3,3.5,5,2.5,3,2.193,5,2.606,4,1.053,4,1,1,2.333,5,1.719,4,1.165696336,1,1.071159491,3,1,1,3.45,5,4,5,1.75,5,1,1,1.943227714,3,2.857441176,5,2.282032206,5
GHA,Ghana,2012,43,1.732148884,2,2.737,3,2.5,3,1.885,2,1.443,1,4,4,2,2,1.5,3,3,3,2.25,2,3,3,1.058,2,1,1,1.053,4,1,1,1.115,1,1.098,1,1.194902688,1,1.019687092,2,1,1,1.026,4,2,2,1,1,1,1,1.587698038,1,2.093647059,2,1.408038647,2
GIN,Guinea,2012,96,2.059037067,3,2.731,3,1.288,1,3.757,4,1.277,1,5,5,2,2,2,4,4,4,4,5,3,3,1.008,2,1,1,1.105,4,1,1,1.291,1,1.179,2,4.028261217,5,1.033160103,2,1,1,1.041,4,2,2,1,1,1,1,2.124235455,4,2.561176471,4,1.413397746,3
GMB,The Gambia,2012,87,2.002386949,3,3.006,3,2.5,3,3.901,4,1.419,1,3,2,2,2,1,1,3,3,3,3,3,3,1.118,3,1,1,1,1,1,1,1.363,1,1.086,1,4.759607999,5,1.001099838,1,1,1,1.042,4,3,4,1,1,1,1,1.862147971,3,2.398441176,3,1.603864734,3
GNB,Guinea-Bissau,2012,114,2.191983139,3,3.14,4,1.5,1,2.398,3,1.245,1,5,5,4,5,1,1,4,4,5,5,2.5,3,1,1,1.913,3,1,1,1,1,1.836,4,1.362,3,4.999781222,5,1.014077921,1,1,1,1.023,4,2,2,1,1,1,1,2.319870365,5,2.475441176,3,1.805152979,4
GNQ,Equatorial Guinea,2012,63,1.891485537,2,3.14,4,2.5,3,2.391,3,2.187,4,3,2,2,2,1,1,2,1,2.875,3,3.5,4,3.446,5,1,1,1,1,1,1,1.02,1,1.211,2,4.134419887,5,1.011878246,1,1,1,1.008,3,2,2,1,1,1,1,2.038733795,4,2.222852941,2,1.40257649,2
GRC,Greece,2012,92,2.04711943,3,3.3,4,3.57,5,1.695,2,1.807,3,3,2,2,2,2,4,3,3,1.75,2,2,2,5,5,2.699,4,1,1,1,1,2.438,5,2.968,5,2.653502963,4,2.261788651,5,1,1,1,1,2,2,1.625,4,1,1,2.64143364,5,2.212029412,2,1.459943639,3
GTM,Guatemala,2012,116,2.201952982,3,3.685,5,1.79,1,5,5,1.617,2,4,4,4,5,1.5,3,5,5,2.25,2,3,3,1,1,1.908,3,1.053,4,1,1,1.201,1,1.155,1,2.791169744,4,1.018972198,2,1,1,1.014,3,2,2,1,1,1,1,1.785368005,2,2.783764706,5,1.810615137,4
GUY,Guyana,2012,76,1.955919426,3,3.368,4,3.165,4,4.565,5,3.263,5,3,2,2,2,1,1,4,4,2.75,3,1.5,1,1,1,1,1,1.053,4,1,1,1.435,2,1.201,2,1.8,2,1.003134537,1,1,1,1.034,4,2,2,1,1,1,1,1.522435507,1,2.640705882,4,1.408038647,2
HND,Honduras,2012,120,2.246796365,3,3.182,4,1.778,1,5,5,2.115,4,4,4,3,3,1.25,3,5,5,2.5,3,3,3,1,1,2.199,4,1.105,4,2.036,5,1.382,1,1.235,2,3.59077852,4,1.051417406,2,1,1,1.008,3,2,2,1,1,1,1,1.915871133,3,2.806029412,5,1.823220612,4
HRV,Croatia,2012,25,1.592338581,2,2.001,1,3.327,4,1.565,1,1.87,3,4,4,1,1,1,1,2,1,2.25,2,1,1,1.48,4,1,1,1,1,1,1,1.588,3,1.644,4,1.205307289,1,1.174379247,3,1,1,1.474,5,2,2,1.625,4,1,1,1.785750136,2,1.757352941,1,1.258655395,2
HTI,Haiti,2012,81,1.976197753,3,3.54,5,2.5,3,3.025,4,1.419,1,4,4,3,3,1,1,4,4,3.375,4,2.5,3,1,1,1,1,1,1,1,1,1.024,1,1.001,1,2.446364133,3,1,1,1,1,1.111,4,2,2,1,1,1,1,1.702513427,2,2.453558824,3,1.603864734,3
HUN,Hungary,2012,18,1.506197721,2,3.045,3,1.46,1,1.7,2,2.289,4,1,1,2,2,1,1,2,1,1.5,2,1.5,1,1.319,4,1.204,2,1,1,1,1,1.449,2,1.35,2,2.162261486,3,1.058456367,2,1.024,4,1.004,3,2,2,1.625,4,1,1,1.282817181,1,1.664882353,1,1.459943639,3
IDN,Indonesia,2012,37,1.685935468,2,1.891,1,1.805,1,1.32,1,1.388,1,2,1,2,2,1.75,4,4,4,1.625,2,3,3,1.101,3,3.135,5,1,1,1,1,1.311,1,1.187,2,1.535381761,2,1.500206126,4,1.001,4,1.002,2,2,2,1,1,1,1,1.398375406,1,2.075294118,2,1.40257649,2
IND,India,2012,139,2.351130943,4,2.846,3,1.645,1,2.44,3,1.237,1,4,4,3,3,1,1,3,3,1.25,1,4,5,1.139,3,4.256,5,3.632,5,3.137,5,2.142,4,1.168,1,1.594384788,2,5,5,1.002,4,1,1,3,4,1,1,1,1,2.476045269,5,2.219294118,2,2.506558776,5
IRL,Ireland,2012,11,1.433053014,1,2.345,2,2.618,4,1.59,1,1.744,2,2,1,2,2,1,1,2,1,1,1,1,1,1.154,3,1.882,3,1,1,1,1,1.263,1,1.367,3,1.255681071,1,1.024416394,2,2.019,5,1,1,1,1,1.5,4,1,1,1.482918313,1,1.566029412,1,1.247181965,2
IRN,Iran,2012,149,2.56515645,4,3.006,3,3.5,5,2.26,3,3.619,5,3,2,4,5,2.5,5,2,1,3.75,5,4,5,1.125,3,3.458,5,1.316,5,2.075,5,2.553,5,2.047,5,3.798393252,5,2.329703621,5,1.079,4,1.031,4,4,5,1,1,1,1,2.251346904,5,2.851617647,5,2.456681159,5
IRQ,Iraq,2012,159,3.031151012,5,3.563,5,5,5,3.12,4,1.989,3,5,5,4,5,3,5,5,5,4.125,5,4.5,5,1.949,5,4.882,5,3.474,5,3.212,5,2.505,5,2.28,5,1.980539647,3,1.197475836,3,1,1,3.809,5,2,2,1,1,1,1,2.295382753,5,3.901058824,5,2.505371981,5
ISL,Iceland,2012,1,1.203565989,1,1.849,1,2.319,2,1.16,1,1.411,1,1,1,1,1,1,1,1,1,1,1,1,1,3.179,5,1,1,1,1,1,1,1.11,1,1,1,1.692218999,2,1,1,1,1,1.001,2,1,1,1.625,4,1,1,1.350731647,1,1.2465,1,1.05736715,1
ISR,Israel,2012,154,2.676588138,4,2.802,3,2.94,4,2,2,3.136,5,3,2,3,3,1,1,2,1,2.25,2,4,5,4.506,5,3.24,5,2.263,5,1.087,5,3.533,5,5,5,1.207872625,1,5,5,5,5,1.006,3,4,5,1,1,1.042,5,3.970220309,5,2.386411765,3,2.162571659,5
ITA,Italy,2012,36,1.677061384,2,2.581,2,3.484,5,1.5,1,1.886,3,3,2,1,1,1,1,3,3,1.25,1,2,2,1.257,4,2.411,4,1,1,1,1,1.702,3,1.463,3,1.668181737,2,2.15372961,5,2.454,5,1,1,1,1,1.625,4,1,1,2.059032489,4,1.961029412,2,1.05736715,1
JAM,Jamaica,2012,105,2.101715389,3,3.31,4,3.194,4,5,5,2.274,4,4,4,2,2,1,1,5,5,2,2,4,5,1.081,3,1.204,2,1,1,1,1,1.459,2,1.167,1,3.655081956,4,1.000219968,1,1,1,1.015,3,1,1,1,1,1,1,1.924989636,3,2.935352941,5,1.201288245,1
JOR,Jordan,2012,68,1.925240463,3,1.688,1,1.556,1,1.74,2,1.649,2,2,1,1,1,2.75,5,2,1,3.25,4,3.5,4,2.793,5,1.805,3,1,1,1,1,3.212,5,3.329,5,1.623092786,2,1.661277338,5,1.684,5,1.01,3,3,4,1.35,4,1,1,2.232353976,5,2.1335,2,1.434702093,3
JPN,Japan,2012,9,1.421643836,1,2.409,2,1.987,2,1.195,1,1.451,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.375,4,1.898,3,1,1,1,1,1.459,2,1.298,2,1.386569627,2,2.71024742,5,1.008,4,1,1,3,4,1,1,1,1,1.481875383,1,1.385794118,1,1.40257649,2
KAZ,Kazakhstan,2012,108,2.126858984,3,2.82,3,2.287,2,4.104,5,4.109,5,4,4,2,2,1.75,4,2,1,3.25,4,3,3,1.224,3,2.813,4,1,1,1,1,1.44,2,1.454,3,1.173124971,1,1.695647263,5,1,1,1.007,3,3,4,1.375,4,1,1,1.804070102,2,2.704941176,4,1.638285024,3
KEN,Kenya,2012,138,2.34827694,3,3.343,4,1.504,1,2.665,3,1.933,3,5,5,4,5,2.5,5,4,4,3.25,4,3.5,4,1.06,2,3.414,5,2.474,5,2.033,5,1.64,3,1.088,1,2.726460572,4,1.090846583,3,1,1,1.239,5,2,2,1,1,1,1,2.017732994,4,2.743647059,5,2.164993559,5
KGZ,Kyrgyz Republic,2012,144,2.461419196,4,3.283,4,2.5,3,3.462,4,2.448,4,4,4,4,5,1,1,4,4,2.75,3,4,5,1,1,2.032,4,1.053,4,2.022,5,1.788,4,1.302,2,4.873812682,5,1.198135738,3,1.16,4,1.991,5,3,4,1,1,1,1,2.176590152,4,2.840264706,5,2.217619968,5
KHM,Cambodia,2012,101,2.079947045,3,2.692,3,1.5,1,2.087,2,1.767,2,4,4,2,2,2.25,4,4.5,5,3.5,5,3,3,1.092,3,1.801,3,1,1,1,1,2.147,4,2.231,5,2.68331806,4,1.110533676,3,1,1,1.034,4,3,4,1,1,1,1,2.037543362,4,2.491558824,4,1.603864734,3
