code,name,year,rank,index_over,band_over,index_inci,band_inci,index_fata,band_fata,index_inju,band_inju,index_prop,band_prop
GIN,Guinea,2016,106,0,1,0,1,0,1,0,1,0,1
GMB,The Gambia,2016,106,0,1,0,1,0,1,0,1,0,1
GNB,Guinea-Bissau,2016,102,0.114,2,0,1,0,1,0,1,0,1
GNQ,Equatorial Guinea,2016,106,0,1,0,1,0,1,0,1,0,1
GRC,Greece,2016,59,2.182,3,9,3,0,1,1,2,0,1
GTM,Guatemala,2016,86,0.548,2,0,1,0,1,0,1,0,1
GUY,Guyana,2016,106,0,1,0,1,0,1,0,1,0,1
HND,Honduras,2016,106,0,1,0,1,0,1,0,1,0,1
HRV,Croatia,2016,104,0.087,2,0,1,0,1,0,1,0,1
HTI,Haiti,2016,106,0,1,0,1,0,1,0,1,0,1
HUN,Hungary,2016,78,0.782,2,1,2,0,1,2,2,0,1
IDN,Indonesia,2016,40,3.786,3,10,3,8,3,25,4,0,1
IND,India,2016,10,6.943,5,250,6,216,6,335,6,4,3
IRL,Ireland,2016,83,0.7,2,1,2,0,1,0,1,0,1
IRN,Iran,2016,39,3.838,3,2,2,5,2,2,2,0,1
IRQ,Iraq,2016,1,9.834,6,1545,6,4514,6,10342,6,20,4
ISL,Iceland,2016,106,0,1,0,1,0,1,0,1,0,1
ISR,Israel,2016,31,4.413,4,21,4,9,3,43,4,0,1
ITA,Italy,2016,74,1.322,2,4,2,0,1,0,1,0,1
JAM,Jamaica,2016,106,0,1,0,1,0,1,0,1,0,1
JOR,Jordan,2016,42,3.728,3,3,2,16,3,34,4,0,1
JPN,Japan,2016,95,0.233,2,0,1,0,1,0,1,0,1
KAZ,Kazakhstan,2016,52,2.93,3,2,2,10,3,2,2,0,1
KEN,Kenya,2016,14,6.224,5,35,4,54,5,54,5,4,3
KGZ,Kyrgyz Republic,2016,75,1.224,2,2,2,0,1,3,2,0,1
KHM,Cambodia,2016,105,0.073,2,0,1,0,1,0,1,0,1
KOR,South Korea,2016,93,0.333,2,0,1,0,1,0,1,0,1
KWT,Kuwait,2016,36,3.997,3,1,2,0,1,0,1,0,1
LAO,Laos,2016,50,3.193,3,4,2,11,3,13,3,0,1
LBN,Lebanon,2016,21,5.37,4,12,3,13,3,49,4,0,1
LBR,Liberia,2016,106,0,1,0,1,0,1,0,1,0,1
LBY,Libya,2016,15,6.219,5,12,3,81,5,48,4,0,1
LKA,Sri Lanka,2016,103,0.101,2,0,1,0,1,0,1,0,1
LSO,Lesotho,2016,106,0,1,0,1,0,1,0,1,0,1
LTU,Lithuania,2016,106,0,1,0,1,0,1,0,1,0,1
LVA,Latvia,2016,106,0,1,0,1,0,1,0,1,0,1
MAR,Morocco,2016,106,0,1,0,1,0,1,0,1,0,1
MDA,Moldova,2016,88,0.423,2,1,2,0,1,0,1,0,1
MDG,Madagascar,2016,47,3.378,3,1,2,2,2,80,5,0,1
MEX,Mexico,2016,60,2.043,3,6,3,1,2,2,2,0,1
MKD,North Macedonia,2016,58,2.24,3,0,1,0,1,0,1,0,1
MLI,Mali,2016,13,6.384,5,93,5,144,6,196,6,5,3
MMR,Myanmar,2016,43,3.562,3,9,3,10,3,5,2,0,1
MNE,Montenegro,2016,106,0,1,0,1,0,1,0,1,0,1
MNG,Mongolia,2016,106,0,1,0,1,0,1,0,1,0,1
MOZ,Mozambique,2016,48,3.362,3,8,3,7,3,36,4,0,1
MRT,Mauritania,2016,106,0,1,0,1,0,1,0,1,0,1
MUS,Mauritius,2016,88,0.423,2,1,2,0,1,0,1,0,1
MWI,Malawi,2016,106,0,1,0,1,0,1,0,1,0,1
MYS,Malaysia,2016,56,2.272,3,4,2,0,1,8,3,9,3
NAM,Namibia,2016,106,0,1,0,1,0,1,0,1,0,1
NER,Niger,2016,19,5.951,4,17,3,106,6,41,4,0,1
NGA,Nigeria,2016,2,8.389,6,147,6,518,6,486,6,108,6
NIC,Nicaragua,2016,68,1.55,2,0,1,0,1,0,1,0,1
NLD,Netherlands,2016,79,0.72,2,0,1,0,1,0,1,0,1
NOR,Norway,2016,106,0,1,0,1,0,1,0,1,0,1
NPL,Nepal,2016,57,2.251,3,10,3,0,1,0,1,0,1
NZL,New Zealand,2016,106,0,1,0,1,0,1,0,1,0,1
OMN,Oman,2016,106,0,1,0,1,0,1,0,1,0,1
PAK,Pakistan,2016,4,8.193,6,247,6,631,6,1406,6,31,5
PAN,Panama,2016,106,0,1,0,1,0,1,0,1,0,1
PER,Peru,2016,45,3.461,3,1,2,10,3,0,1,0,1
PHL,Philippines,2016,18,6.067,5,62,5,91,5,252,6,32,5
PNG,Papua New Guinea,2016,106,0,1,0,1,0,1,0,1,0,1
POL,Poland,2016,106,0,1,0,1,0,1,0,1,0,1
PRK,North Korea,2016,106,0,1,0,1,0,1,0,1,0,1
PRT,Portugal,2016,106,0,1,0,1,0,1,0,1,0,1
PRY,Paraguay,2016,46,3.403,3,5,2,8,3,1,2,1,2
PSE,Palestine,2016,26,5.025,4,96,5,6,3,69,5,0,1
QAT,Qatar,2016,106,0,1,0,1,0,1,0,1,0,1
ROU,Romania,2016,106,0,1,0,1,0,1,0,1,0,1
RUS,Russia,2016,24,5.177,4,23,4,19,3,49,4,0,1
RWA,Rwanda,2016,72,1.329,2,0,1,0,1,0,1,0,1
SAU,Saudi Arabia,2016,28,4.89,4,29,4,22,4,22,4,0,1
SDN,Sudan,2016,53,2.66,3,0,1,0,1,0,1,0,1
SEN,Senegal,2016,106,0,1,0,1,0,1,0,1,0,1
SGP,Singapore,2016,106,0,1,0,1,0,1,0,1,0,1
SLE,Sierra Leone,2016,101,0.128,2,0,1,0,1,0,1,0,1
SLV,El Salvador,2016,106,0,1,0,1,0,1,0,1,0,1
SOM,Somalia,2016,5,7.718,5,292,6,760,6,695,6,4,3
SRB,Serbia,2016,99,0.217,2,0,1,0,1,0,1,0,1
SSD,South Sudan,2016,55,2.307,3,0,1,0,1,0,1,0,1
SVK,Slovakia,2016,106,0,1,0,1,0,1,0,1,0,1
SVN,Slovenia,2016,106,0,1,0,1,0,1,0,1,0,1
SWE,Sweden,2016,66,1.578,2,2,2,0,1,0,1,0,1
SWZ,Eswatini,2016,106,0,1,0,1,0,1,0,1,0,1
SYR,Syria,2016,7,7.607,5,26,4,531,6,720,6,0,1
TCD,Chad,2016,20,5.498,4,5,2,11,3,56,5,0,1
TGO,Togo,2016,106,0,1,0,1,0,1,0,1,0,1
THA,Thailand,2016,12,6.453,5,152,6,67,5,313,6,0,1
TJK,Tajikistan,2016,100,0.176,2,0,1,0,1,0,1,0,1
TKM,Turkmenistan,2016,63,1.884,2,0,1,0,1,0,1,0,1
TLS,Timor-Leste,2016,106,0,1,0,1,0,1,0,1,0,1
TTO,Trinidad and Tobago,2016,106,0,1,0,1,0,1,0,1,0,1
TUN,Tunisia,2016,23,5.214,4,12,3,28,4,31,4,1,2
TUR,Turkiye,2016,6,7.707,5,247,6,591,6,2125,6,7,3
TWN,Taiwan,2016,106,0,1,0,1,0,1,0,1,0,1
TZA,Tanzania,2016,61,1.998,2,1,2,0,1,0,1,0,1
UGA,Uganda,2016,69,1.491,2,0,1,0,1,0,1,0,1
UKR,Ukraine,2016,38,3.944,3,12,3,1,2,0,1,0,1
URY,Uruguay,2016,106,0,1,0,1,0,1,0,1,0,1
USA,United States of America,2016,25,5.034,4,8,3,49,4,104,6,0,1
UZB,Uzbekistan,2016,95,0.233,2,0,1,0,1,0,1,0,1
VEN,Venezuela,2016,76,1.04,2,1,2,0,1,0,1,0,1
VNM,Vietnam,2016,106,0,1,0,1,0,1,0,1,0,1
XKO,Kosovo,2016,64,1.662,2,6,3,0,1,0,1,0,1
YEM,Yemen,2016,9,7.369,5,52,5,342,6,260,6,0,1
ZAF,South Africa,2016,95,0.233,2,0,1,0,1,0,1,0,1
ZMB,Zambia,2016,106,0,1,0,1,0,1,0,1,0,1
ZWE,Zimbabwe,2016,106,0,1,0,1,0,1,0,1,0,1
