code,name,year,rank,index_over,band_over,index_inci,band_inci,index_fata,band_fata,index_inju,band_inju,index_prop,band_prop
MDG,Madagascar,2023,89,0,1,0,1,0,1,0,1,0,1
MEX,Mexico,2023,67,1.04,2,2,2,0,1,0,1,0,1
MKD,North Macedonia,2023,89,0,1,0,1,0,1,0,1,0,1
MLI,Mali,2023,3,7.998,5,253,6,753,6,390,6,69,6
MMR,Myanmar,2023,9,7.536,5,444,6,354,6,231,6,4,3
MNE,Montenegro,2023,89,0,1,0,1,0,1,0,1,0,1
MNG,Mongolia,2023,89,0,1,0,1,0,1,0,1,0,1
MOZ,Mozambique,2023,15,6.267,5,26,4,63,5,17,3,21,4
MRT,Mauritania,2023,89,0,1,0,1,0,1,0,1,0,1
MUS,Mauritius,2023,89,0,1,0,1,0,1,0,1,0,1
MWI,Malawi,2023,89,0,1,0,1,0,1,0,1,0,1
MYS,Malaysia,2023,81,0.192,2,0,1,0,1,0,1,0,1
NAM,Namibia,2023,89,0,1,0,1,0,1,0,1,0,1
NER,Niger,2023,10,7.274,5,61,5,468,6,166,6,32,5
NGA,Nigeria,2023,8,7.575,5,145,6,524,6,89,5,147,6
NIC,Nicaragua,2023,89,0,1,0,1,0,1,0,1,0,1
NLD,Netherlands,2023,74,0.577,2,0,1,0,1,0,1,0,1
NOR,Norway,2023,53,1.747,2,0,1,0,1,0,1,0,1
NPL,Nepal,2023,45,2.163,3,0,1,0,1,0,1,0,1
NZL,New Zealand,2023,50,1.947,2,0,1,0,1,0,1,0,1
OMN,Oman,2023,89,0,1,0,1,0,1,0,1,0,1
PAK,Pakistan,2023,4,7.916,5,490,6,689,6,1173,6,24,4
PAN,Panama,2023,89,0,1,0,1,0,1,0,1,0,1
PER,Peru,2023,47,2.045,3,0,1,0,1,0,1,0,1
PHL,Philippines,2023,19,5.383,4,34,4,39,4,52,5,0,1
PNG,Papua New Guinea,2023,89,0,1,0,1,0,1,0,1,0,1
POL,Poland,2023,89,0,1,0,1,0,1,0,1,0,1
PRK,North Korea,2023,89,0,1,0,1,0,1,0,1,0,1
PRT,Portugal,2023,89,0,1,0,1,0,1,0,1,0,1
PRY,Paraguay,2023,78,0.241,2,0,1,0,1,0,1,0,1
PSE,Palestine,2023,22,4.966,4,83,5,29,4,74,5,0,1
QAT,Qatar,2023,89,0,1,0,1,0,1,0,1,0,1
ROU,Romania,2023,89,0,1,0,1,0,1,0,1,0,1
RUS,Russia,2023,35,3.016,3,3,2,2,2,32,4,0,1
RWA,Rwanda,2023,85,0.114,2,0,1,0,1,0,1,0,1
SAU,Saudi Arabia,2023,60,1.366,2,1,2,1,2,0,1,0,1
SDN,Sudan,2023,89,0,1,0,1,0,1,0,1,0,1
SEN,Senegal,2023,89,0,1,0,1,0,1,0,1,0,1
SGP,Singapore,2023,89,0,1,0,1,0,1,0,1,0,1
SLE,Sierra Leone,2023,89,0,1,0,1,0,1,0,1,0,1
SLV,El Salvador,2023,89,0,1,0,1,0,1,0,1,0,1
SOM,Somalia,2023,7,7.814,5,193,6,434,6,436,6,82,6
SRB,Serbia,2023,89,0,1,0,1,0,1,0,1,0,1
SSD,South Sudan,2023,89,0,1,0,1,0,1,0,1,0,1
SVK,Slovakia,2023,66,1.092,2,0,1,0,1,0,1,0,1
SVN,Slovenia,2023,89,0,1,0,1,0,1,0,1,0,1
SWE,Sweden,2023,70,0.735,2,0,1,0,1,0,1,0,1
SWZ,Eswatini,2023,82,0.18,2,0,1,0,1,0,1,0,1
SYR,Syria,2023,5,7.89,5,320,6,650,6,767,6,110,6
TCD,Chad,2023,21,4.987,4,3,2,26,4,1,2,0,1
TGO,Togo,2023,25,4.67,4,12,3,41,4,23,4,4,3
THA,Thailand,2023,28,4.219,4,12,3,6,3,24,4,0,1
TJK,Tajikistan,2023,69,0.871,2,0,1,0,1,0,1,0,1
TKM,Turkmenistan,2023,89,0,1,0,1,0,1,0,1,0,1
TLS,Timor-Leste,2023,89,0,1,0,1,0,1,0,1,0,1
TTO,Trinidad and Tobago,2023,89,0,1,0,1,0,1,0,1,0,1
TUN,Tunisia,2023,36,2.914,3,1,2,5,2,8,3,0,1
TUR,Turkiye,2023,29,4.168,4,4,2,2,2,2,2,0,1
TWN,Taiwan,2023,89,0,1,0,1,0,1,0,1,0,1
TZA,Tanzania,2023,42,2.267,3,0,1,0,1,0,1,0,1
UGA,Uganda,2023,27,4.377,4,5,2,42,4,2,2,6,3
UKR,Ukraine,2023,54,1.686,2,2,2,2,2,0,1,0,1
URY,Uruguay,2023,85,0.114,2,0,1,0,1,0,1,0,1
USA,United States of America,2023,30,4.141,4,7,3,16,3,11,3,0,1
UZB,Uzbekistan,2023,76,0.423,2,0,1,0,1,0,1,0,1
VEN,Venezuela,2023,65,1.174,2,0,1,0,1,0,1,0,1
VNM,Vietnam,2023,89,0,1,0,1,0,1,0,1,0,1
XKO,Kosovo,2023,63,1.218,2,1,2,1,2,1,2,0,1
YEM,Yemen,2023,23,4.951,4,22,4,41,4,46,4,0,1
ZAF,South Africa,2023,89,0,1,0,1,0,1,0,1,0,1
ZMB,Zambia,2023,89,0,1,0,1,0,1,0,1,0,1
ZWE,Zimbabwe,2023,89,0,1,0,1,0,1,0,1,0,1
