code,name,year,rank,index_over,band_over,index_inci,band_inci,index_fata,band_fata,index_inju,band_inju,index_prop,band_prop
ECU,Ecuador,2011,105,0.123,2,0,1,0,1,0,1,0,1
EGY,Egypt,2011,24,4.359,4,20,3,24,4,86,5,0,1
ERI,Eritrea,2011,51,2.584,3,0,1,0,1,0,1,0,1
ESP,Spain,2011,46,2.753,3,1,2,0,1,0,1,0,1
EST,Estonia,2011,74,1.218,2,1,2,1,2,1,2,0,1
ETH,Ethiopia,2011,35,3.671,3,1,2,1,2,1,2,2,2
FIN,Finland,2011,109,0.087,2,0,1,0,1,0,1,0,1
FRA,France,2011,45,2.775,3,11,3,1,2,8,3,0,1
GAB,Gabon,2011,114,0,1,0,1,0,1,0,1,0,1
GBR,United Kingdom,2011,34,3.708,3,28,4,1,2,7,3,0,1
GEO,Georgia,2011,47,2.742,3,1,2,0,1,0,1,0,1
GHA,Ghana,2011,114,0,1,0,1,0,1,0,1,0,1
GIN,Guinea,2011,114,0,1,0,1,0,1,0,1,0,1
GMB,The Gambia,2011,114,0,1,0,1,0,1,0,1,0,1
GNB,Guinea-Bissau,2011,114,0,1,0,1,0,1,0,1,0,1
GNQ,Equatorial Guinea,2011,114,0,1,0,1,0,1,0,1,0,1
GRC,Greece,2011,39,3.379,3,8,3,0,1,5,2,0,1
GTM,Guatemala,2011,68,1.569,2,0,1,0,1,0,1,0,1
GUY,Guyana,2011,114,0,1,0,1,0,1,0,1,0,1
HND,Honduras,2011,64,1.799,2,0,1,0,1,0,1,0,1
HRV,Croatia,2011,114,0,1,0,1,0,1,0,1,0,1
HTI,Haiti,2011,114,0,1,0,1,0,1,0,1,0,1
HUN,Hungary,2011,105,0.123,2,0,1,0,1,0,1,0,1
IDN,Indonesia,2011,26,4.343,4,18,3,14,3,67,5,0,1
IND,India,2011,4,7.652,5,230,6,258,6,647,6,67,6
IRL,Ireland,2011,72,1.237,2,2,2,0,1,0,1,0,1
IRN,Iran,2011,15,5.344,4,10,3,16,3,11,3,0,1
IRQ,Iraq,2011,1,9.469,6,1453,6,2178,6,6059,6,73,6
ISL,Iceland,2011,114,0,1,0,1,0,1,0,1,0,1
ISR,Israel,2011,22,4.727,4,63,5,11,3,93,5,0,1
ITA,Italy,2011,54,2.398,3,4,2,2,2,5,2,0,1
JAM,Jamaica,2011,108,0.114,2,0,1,0,1,0,1,0,1
JOR,Jordan,2011,79,0.976,2,0,1,0,1,0,1,0,1
JPN,Japan,2011,77,1.061,2,0,1,0,1,0,1,0,1
KAZ,Kazakhstan,2011,38,3.456,3,9,3,16,3,0,1,0,1
KEN,Kenya,2011,20,4.819,4,30,4,23,4,148,6,3,3
KGZ,Kyrgyz Republic,2011,69,1.397,2,0,1,0,1,0,1,0,1
KHM,Cambodia,2011,103,0.201,2,0,1,0,1,0,1,0,1
KOR,South Korea,2011,114,0,1,0,1,0,1,0,1,0,1
KWT,Kuwait,2011,104,0.176,2,0,1,0,1,0,1,0,1
LAO,Laos,2011,114,0,1,0,1,0,1,0,1,0,1
LBN,Lebanon,2011,31,3.957,3,18,3,3,2,24,4,10,3
LBR,Liberia,2011,114,0,1,0,1,0,1,0,1,0,1
LBY,Libya,2011,85,0.72,2,2,2,0,1,0,1,0,1
LKA,Sri Lanka,2011,16,5.313,4,0,1,0,1,0,1,0,1
LSO,Lesotho,2011,114,0,1,0,1,0,1,0,1,0,1
LTU,Lithuania,2011,114,0,1,0,1,0,1,0,1,0,1
LVA,Latvia,2011,114,0,1,0,1,0,1,0,1,0,1
MAR,Morocco,2011,36,3.61,3,4,2,17,3,20,3,0,1
MDA,Moldova,2011,71,1.329,2,0,1,0,1,0,1,0,1
MDG,Madagascar,2011,75,1.136,2,1,2,0,1,0,1,0,1
MEX,Mexico,2011,53,2.409,3,4,2,1,2,4,2,0,1
MKD,North Macedonia,2011,114,0,1,0,1,0,1,0,1,0,1
MLI,Mali,2011,40,3.26,3,10,3,8,3,4,2,5,3
MMR,Myanmar,2011,17,5.204,4,13,3,48,4,42,4,11,4
MNE,Montenegro,2011,100,0.257,2,0,1,0,1,0,1,0,1
MNG,Mongolia,2011,114,0,1,0,1,0,1,0,1,0,1
MOZ,Mozambique,2011,105,0.123,2,0,1,0,1,0,1,0,1
MRT,Mauritania,2011,43,2.873,3,4,2,4,2,9,3,0,1
MUS,Mauritius,2011,114,0,1,0,1,0,1,0,1,0,1
MWI,Malawi,2011,114,0,1,0,1,0,1,0,1,0,1
MYS,Malaysia,2011,110,0.059,2,0,1,0,1,0,1,0,1
NAM,Namibia,2011,114,0,1,0,1,0,1,0,1,0,1
NER,Niger,2011,50,2.653,3,1,2,0,1,0,1,2,2
NGA,Nigeria,2011,8,6.893,5,132,6,349,6,452,6,9,3
NIC,Nicaragua,2011,86,0.582,2,0,1,0,1,0,1,0,1
NLD,Netherlands,2011,114,0,1,0,1,0,1,0,1,0,1
NOR,Norway,2011,14,5.377,4,2,2,77,5,319,6,0,1
NPL,Nepal,2011,25,4.352,4,10,3,3,2,39,4,0,1
NZL,New Zealand,2011,114,0,1,0,1,0,1,0,1,0,1
OMN,Oman,2011,101,0.233,2,0,1,0,1,0,1,0,1
PAK,Pakistan,2011,2,8.922,6,653,6,1503,6,2825,6,233,6
PAN,Panama,2011,86,0.582,2,0,1,0,1,0,1,0,1
PER,Peru,2011,33,3.748,3,5,2,9,3,9,3,0,1
PHL,Philippines,2011,10,6.716,5,108,6,163,6,296,6,24,4
PNG,Papua New Guinea,2011,114,0,1,0,1,0,1,0,1,0,1
POL,Poland,2011,114,0,1,0,1,0,1,0,1,0,1
PRK,North Korea,2011,114,0,1,0,1,0,1,0,1,0,1
PRT,Portugal,2011,114,0,1,0,1,0,1,0,1,0,1
PRY,Paraguay,2011,60,1.962,2,3,2,2,2,4,2,0,1
PSE,Palestine,2011,28,4.241,4,11,3,9,3,1,2,0,1
QAT,Qatar,2011,114,0,1,0,1,0,1,0,1,0,1
ROU,Romania,2011,114,0,1,0,1,0,1,0,1,0,1
RUS,Russia,2011,7,6.983,5,154,6,160,6,404,6,1,2
RWA,Rwanda,2011,44,2.816,3,0,1,0,1,0,1,0,1
SAU,Saudi Arabia,2011,48,2.706,3,2,2,5,2,2,2,0,1
SDN,Sudan,2011,21,4.785,4,5,2,17,3,3,2,3,3
SEN,Senegal,2011,67,1.629,2,0,1,0,1,0,1,0,1
SGP,Singapore,2011,114,0,1,0,1,0,1,0,1,0,1
SLE,Sierra Leone,2011,112,0.044,2,0,1,0,1,0,1,0,1
SLV,El Salvador,2011,60,1.962,2,0,1,0,1,0,1,0,1
SOM,Somalia,2011,5,7.381,5,101,6,332,6,363,6,17,4
SRB,Serbia,2011,84,0.727,2,0,1,0,1,0,1,0,1
SSD,South Sudan,2011,114,0,1,0,1,0,1,0,1,0,1
SVK,Slovakia,2011,101,0.233,2,0,1,0,1,0,1,0,1
SVN,Slovenia,2011,114,0,1,0,1,0,1,0,1,0,1
SWE,Sweden,2011,82,0.892,2,0,1,0,1,0,1,0,1
SWZ,Eswatini,2011,98,0.375,2,0,1,0,1,0,1,0,1
SYR,Syria,2011,19,4.904,4,7,3,48,4,166,6,1,2
TCD,Chad,2011,56,2.267,3,0,1,0,1,0,1,0,1
TGO,Togo,2011,114,0,1,0,1,0,1,0,1,0,1
THA,Thailand,2011,9,6.856,5,184,6,181,6,503,6,0,1
TJK,Tajikistan,2011,32,3.895,3,1,2,0,1,0,1,0,1
TKM,Turkmenistan,2011,114,0,1,0,1,0,1,0,1,0,1
TLS,Timor-Leste,2011,114,0,1,0,1,0,1,0,1,0,1
TTO,Trinidad and Tobago,2011,114,0,1,0,1,0,1,0,1,0,1
TUN,Tunisia,2011,55,2.372,3,4,2,4,2,4,2,0,1
TUR,Turkiye,2011,12,6.494,5,104,6,189,6,280,6,56,6
TWN,Taiwan,2011,114,0,1,0,1,0,1,0,1,0,1
TZA,Tanzania,2011,99,0.365,2,0,1,0,1,0,1,0,1
UGA,Uganda,2011,27,4.29,4,0,1,0,1,0,1,0,1
UKR,Ukraine,2011,59,2.094,3,2,2,1,2,0,1,0,1
URY,Uruguay,2011,90,0.465,2,0,1,0,1,0,1,0,1
USA,United States of America,2011,41,3.256,3,5,2,7,3,0,1,0,1
UZB,Uzbekistan,2011,72,1.237,2,1,2,0,1,0,1,0,1
VEN,Venezuela,2011,63,1.804,2,1,2,0,1,0,1,0,1
VNM,Vietnam,2011,114,0,1,0,1,0,1,0,1,0,1
XKO,Kosovo,2011,57,2.189,3,0,1,0,1,0,1,0,1
YEM,Yemen,2011,6,7.034,5,141,6,322,6,404,6,492,6
ZAF,South Africa,2011,113,0.03,2,0,1,0,1,0,1,0,1
ZMB,Zambia,2011,114,0,1,0,1,0,1,0,1,0,1
ZWE,Zimbabwe,2011,114,0,1,0,1,0,1,0,1,0,1
