code,name,year,rank,index_over,band_over,index_inci,band_inci,index_fata,band_fata,index_inju,band_inju,index_prop,band_prop
SWE,Sweden,2019,66,1.614,2,1,2,0,1,0,1,0,1
SWZ,Eswatini,2019,111,0,1,0,1,0,1,0,1,0,1
SYR,Syria,2019,6,7.405,5,151,6,368,6,894,6,0,1
TCD,Chad,2019,22,5.438,4,15,3,83,5,35,4,15,4
TGO,Togo,2019,111,0,1,0,1,0,1,0,1,0,1
THA,Thailand,2019,19,5.823,4,71,5,59,5,99,5,0,1
TJK,Tajikistan,2019,35,4.22,4,2,2,10,3,10,3,0,1
TKM,Turkmenistan,2019,95,0.288,2,0,1,0,1,0,1,0,1
TLS,Timor-Leste,2019,111,0,1,0,1,0,1,0,1,0,1
TTO,Trinidad and Tobago,2019,111,0,1,0,1,0,1,0,1,0,1
TUN,Tunisia,2019,33,4.272,4,19,3,4,2,18,3,8,3
TUR,Turkiye,2019,16,6.358,5,55,5,52,5,93,5,0,1
TWN,Taiwan,2019,102,0.18,2,0,1,0,1,0,1,0,1
TZA,Tanzania,2019,57,2.589,3,1,2,6,3,7,3,0,1
UGA,Uganda,2019,92,0.333,2,0,1,0,1,0,1,0,1
UKR,Ukraine,2019,56,2.664,3,3,2,0,1,0,1,0,1
URY,Uruguay,2019,96,0.233,2,0,1,0,1,0,1,0,1
USA,United States of America,2019,24,5.217,4,24,4,31,4,62,5,0,1
UZB,Uzbekistan,2019,110,0.03,2,0,1,0,1,0,1,0,1
VEN,Venezuela,2019,42,3.483,3,0,1,0,1,0,1,0,1
VNM,Vietnam,2019,92,0.333,2,0,1,0,1,0,1,0,1
XKO,Kosovo,2019,87,0.506,2,0,1,0,1,0,1,0,1
YEM,Yemen,2019,17,6.138,5,18,3,75,5,60,5,0,1
ZAF,South Africa,2019,73,1.146,2,0,1,0,1,0,1,0,1
ZMB,Zambia,2019,111,0,1,0,1,0,1,0,1,0,1
ZWE,Zimbabwe,2019,111,0,1,0,1,0,1,0,1,0,1
