code,name,year,rank,index_over,band_over,index_dist,band_dist,index_poli,band_poli,index_homi,band_homi,index_jail,band_jail,index_wmid,band_wmid,index_inco,band_inco,index_demo,band_demo,index_crim,band_crim,index_inst,band_inst,index_rehr,band_rehr,index_weim,band_weim,index_gtdx,band_gtdx,index_icon,band_icon,index_ndic,band_ndic,index_mexp,band_mexp,index_army,band_army,index_unfu,band_unfu,index_hewe,band_hewe,index_weex,band_weex,index_refu,band_refu,index_rela,band_rela,index_econ,band_econ,index_ndec,band_ndec,index_militarisation,band_militarisation,index_safety_security,band_safety_security,index_domestic_international_conflict,band_domestic_international_conflict
BEL,Belgium,2020,20,1.527764986,2,2.569,3,2.797,4,2.27,3,1.712,2,3,2,1,1,1.75,2,2,1,1.25,1,1,1,1.092,3,2.512,4,1.684,5,1.174,4,1.43,2,1.35,3,1.049043159,2,1.109,3,1.272,5,1,1,1,1,1.9,4,1,1,1.528534489,1,1.811411765,1,1.188125604,1
BEN,Benin,2020,117,2.206145389,3,3.239,4,3.5,5,3.075,4,1.554,2,4,3,4,4,2.75,4,3,3,2.75,3,2,2,1.001,1,1.986,3,1,1,1,1,1.225,1,1.09,1,3.758754851,5,1.007,1,1,1,1.002,2,3,3,2.2,4,1,1,1.892382924,3,2.482617647,4,2.116586151,4
BFA,Burkina Faso,2020,122,2.294394434,3,2.676,3,3.5,5,1.625,2,1.309,1,4,3,3,3,2.25,3,4,4,3,4,3,3,1.031,2,4.143,5,1.684,5,2.152,5,2.07,4,1.081,1,3.991762753,5,1.013,2,1,1,1.899,5,2,1,2.2,4,1,1,2.022736794,4,2.693735294,4,2.016386473,4
BGD,Bangladesh,2020,91,2.028045691,3,2.373,2,1.5,1,2.055,3,1.396,1,3,2,3,3,3.75,5,2,1,2.5,3,4,4,1.195,3,2.858,4,1.737,5,1,1,1.497,2,1.15,1,1.855961406,4,1.163,4,1,1,1.005,3,3,3,2.2,4,1,1,1.581466048,2,2.323911765,3,1.991252818,4
BGR,Bulgaria,2020,29,1.596473778,2,2.729,3,2.992,4,1.725,2,1.783,2,3,2,1,1,1.75,2,3,3,1.5,1,2,2,1.013,2,1,1,1,1,1,1,2.434,5,1.797,4,1.273431719,3,1.083,3,1.703,5,1.003,2,1,1,1.125,2,1,1,1.787815496,3,1.961,2,1.01147343,1
BHR,Bahrain,2020,110,2.148094764,3,2.544,3,5,5,1.165,1,3.223,5,2,1,3,3,2,3,2,1,3.5,4,3,3,2.515,5,2.23,4,1,1,1,1,2.744,5,1.834,5,1,1,1.13,4,1,1,1.012,3,3,3,3.375,5,1,1,1.680941176,2,2.513794118,4,2.023148148,4
BIH,Bosnia and Herzegovina,2020,63,1.89950185,2,2.43,2,3.281,4,1.625,2,1.617,2,3,2,3,3,1.75,2,2,1,3.25,4,2,2,1,1,1.491,3,1,1,1,1,1.392,1,1.437,3,1.156468186,2,1.032,2,1,1,2.108,5,3,3,1.425,3,1,1,1.474525669,1,2.180823529,2,1.844162641,4
BLR,Belarus,2020,93,2.032974737,3,2.551,3,2.669,3,2.135,3,3.927,5,3,2,3,3,1,1,2,1,3,4,3,3,2.193,5,1,1,1,1,1,1,1.483,2,1.713,4,1.06624588,2,1.284,4,2.624,5,1.012,3,3,3,1,1,1,1,1.978499515,4,2.265558824,2,1.805152979,4
BOL,Bolivia,2020,96,2.03713006,3,3.497,5,2.758,4,3.102,4,2.25,4,4,3,2,2,3.25,5,3,3,2.75,3,2,2,1.083,3,1,1,1,1,1,1,1.554,2,1.655,4,4.770253044,5,1.025,2,1,1,1.001,2,2,1,1.2,3,1,1,2.129382711,5,2.4905,4,1.420933977,2
BRA,Brazil,2020,134,2.445780782,4,4.097,5,2.333,2,5,5,3.8,5,4,3,2,2,3.25,5,5,5,2,2,4,4,1.055,2,1.794,3,1.579,4,3.342,5,1.693,3,1.263,2,3.115461431,4,1.364,5,1.041,4,1,1,1,1,1.4,3,1,1,1.968701345,4,3.294941176,5,1.769091787,3
BTN,Bhutan,2020,14,1.416896621,1,2.547,3,1.5,1,1.87,2,2.131,3,2,1,2,2,1,1,1,1,1,1,1,1,1.037,2,1,1,1,1,1,1,1.956,4,1.211,2,1.222827939,2,1,1,1,1,1.294,4,2,1,1.75,4,1,1,1.344332699,1,1.417352941,1,1.471417069,2
BWA,Botswana,2020,48,1.815183435,2,3.906,5,3.103,4,4.525,5,2.661,4,3,2,1,1,2.25,3,3,3,1.5,1,2,2,1.104,3,1,1,1,1,1,1,2.529,5,1.547,4,1.780055277,4,1.039,3,1,1,1.003,2,1,1,1,1,1,1,1.708065327,2,2.525647059,4,1,1
CAF,Central African Republic,2020,154,2.955775681,5,3.124,4,1.5,1,4.32,5,1.15,1,5,5,5,5,2.25,3,5,5,5,5,3,3,1.006,1,2.397,4,3.947,5,2.611,5,1.679,3,1.267,2,4.562689323,5,1.003,1,1,1,5,5,3,3,1,1,1,1,2.237551685,5,3.474882353,5,2.835721417,5
CAN,Canada,2020,8,1.336988281,1,1.816,1,1.94,2,1.9,2,1.886,3,2,1,1,1,1.5,1,1,1,1,1,1,1,1.525,5,2.626,4,1,1,1,1,1.516,2,1.273,2,1,1,1.312,4,1.604,5,1,1,1,1,1.6,4,1,1,1.492705882,1,1.478764706,1,1.055072464,1
CHE,Switzerland,2020,13,1.365020324,1,1.489,1,2.088,2,1.265,1,1.649,2,2,1,1,1,1,1,1,1,1,1,1,1,1.228,4,1.612,3,1,1,1,1,1.354,1,1.38,3,1,1,1.155,4,5,5,1,1,1,1,1.35,3,1,1,2.022882353,4,1.263588235,1,1.032125604,1
CHL,Chile,2020,47,1.815081086,2,3.426,5,2.572,3,2.555,3,2.804,5,3,2,3,3,3.25,5,2,1,1.125,1,2,2,1.255,4,3.175,5,1,1,1,1,1.76,3,1.616,4,1.477070975,3,1.212,4,1,1,1.001,2,1,1,1,1,1,1,1.638361291,2,2.271470588,3,1.40257649,2
CHN,China,2020,73,1.948677082,3,1.483,1,2.5,2,1.28,1,1.957,3,2,1,2,2,2,3,2,1,2.625,3,4,4,1.072,3,2.617,4,1.053,3,1,1,1.588,2,1.263,2,1.024131116,2,5,5,1.17,5,1.005,3,3,3,1.4,3,1,1,2.023780131,4,2.138058824,2,1.646041868,3
CIV,Cote d' Ivoire,2020,105,2.113311844,3,3.737,5,1.402,1,4.14,5,1.562,2,4,3,3,3,3,4,4,4,2.75,3,3,3,1.027,2,1.962,3,1.105,4,1,1,1.44,2,1.117,1,1.070685989,2,1.009,1,1.001,4,1.05,4,2,1,2.2,4,1,1,1.608198352,2,2.729029412,4,1.724830918,3
CMR,Cameroon,2020,143,2.643315332,4,3.359,4,2.5,2,1.575,2,1.981,3,4,3,4,4,2.75,4,4,4,3.5,4,4,4,1.024,2,4.076,5,3,5,2.893,5,1.507,2,1.15,1,2.111599229,4,1.028,2,1,1,2.299,5,3,3,4.25,5,1,1,1.745246968,3,2.982882353,5,2.891908213,5
COD,Democratic Republic of the Congo,2020,157,3.03908115,5,3.458,5,1.5,1,4.25,5,1.229,1,5,5,5,5,3.75,5,5,5,5,5,5,5,1.008,1,2.925,4,4.263,5,3.492,5,1.32,1,1.227,2,1.70686772,3,1.076,3,1,1,3.132,5,3,3,1.9,4,1,1,1.867749143,3,3.682029412,5,3.128231884,5
COG,Republic of the Congo,2020,121,2.243021284,3,3.452,5,2.5,2,4.05,5,1.261,1,4,3,3,3,2.25,3,4,4,3.25,4,3,3,1.013,2,1,1,1.053,3,1,1,2.123,4,1.342,3,4.008839331,5,1.02,2,1,1,1.87,5,2,1,1.85,4,1,1,2.060804627,4,2.796147059,4,1.687346216,3
COL,Colombia,2020,145,2.662646686,4,3.363,4,2.839,4,5,5,2.891,5,4,3,4,4,3.25,5,4,4,1.25,1,3,3,1.097,3,3.896,5,1.368,4,2.176,5,1.879,4,1.888,5,3.243880223,5,1.113,4,1.011,4,5,5,2,1,1,1,1,1,2.034574144,4,3.465323529,5,2.079793881,4
CRI,Costa Rica,2020,37,1.709499329,2,3.572,5,2.388,2,4.218,5,4.125,5,4,3,1,1,1.75,2,2,1,1,1,1,1,1.022,2,1,1,1,1,1,1,1.325,1,1,1,1.209364152,2,1.003,1,1,1,1.001,2,2,1,1,1,1,1,1.595395783,2,2.187676471,2,1.201288245,1
CUB,Cuba,2020,99,2.047535722,3,3.041,4,4.5,5,2.763,4,5,5,2,1,3,3,1.75,2,1,1,2.625,3,3,3,1,1,1,1,1,1,1,1,2.374,5,1.658,4,1.28075888,3,1.335,5,1,1,1.019,3,3,3,1,1,1,1,1.507677515,1,2.544147059,4,1.805152979,4
CYP,Cyprus,2020,62,1.884697052,2,2.202,2,3.12,4,1.295,1,1.57,2,2,1,2,2,1.75,2,2,1,1.5,1,2,2,1.561,5,1.332,3,1,1,1,1,1.745,3,2.856,5,1,1,1.075,3,1,1,5,5,3,3,1,1,1,1,1.561705882,1,2.228529412,2,1.603864734,3
CZE,Czech Republic,2020,9,1.345788473,1,2.112,2,2.892,4,1.31,1,2.606,4,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1.011,1,1.405,3,1,1,1,1,1.55,2,1.346,3,1.0240485,2,1.083,3,2.318,5,1.004,3,1,1,1.475,3,1,1,1.356770412,1,1.570470588,1,1.043599034,1
DEU,Germany,2020,16,1.502355321,2,2.123,2,2.492,2,1.49,1,1.609,2,2,1,1,1,1.75,2,2,1,1,1,1,1,1.041,2,2.932,4,1.211,4,1,1,1.593,2,1.332,3,1,1,1.539,5,3.742,5,1,1,1,1,1.525,3,1,1,1.869117647,3,1.639588235,1,1.069933977,1
DJI,Djibouti,2020,112,2.167651195,3,2.285,2,4.5,5,3.25,4,1.53,2,4,3,3,3,1.75,2,2,1,3,4,3,3,1.252,4,1,1,1.105,4,1,1,1.361,1,2.479,5,3.670809149,5,1.012,2,1,1,1.072,4,3,3,2.525,5,1,1,2.0918599,5,2.396558824,3,1.955950081,4
DNK,Denmark,2020,5,1.30678461,1,1.567,1,1.944,2,1.62,2,1.514,2,1,1,1,1,1.75,2,1,1,1,1,1,1,1.692,5,1.204,2,1,1,1,1,1.631,3,1.38,3,1.024040139,2,1.089,3,1.393,5,1,1,2,1,1.85,4,1,1,1.288240016,1,1.329794118,1,1.279307568,1
DOM,Dominican Republic,2020,76,1.961266633,3,3.894,5,2.73,4,4.157,5,2.883,5,3,2,2,2,2.25,3,3,3,2,2,3,3,1.001,1,1,1,1,1,1,1,1.33,1,1.783,4,1.50590521,3,1.005,1,1.01,4,1.002,2,2,1,1,1,1,1,1.546165319,1,2.644323529,4,1.40257649,2
DZA,Algeria,2020,114,2.185708844,3,2.488,3,3.18,4,1.68,2,2.171,3,3,2,3,3,1.75,2,2,1,3.5,4,3,3,3.147,5,2.835,4,1.316,4,2.008,4,3.867,5,1.463,3,1.623663986,3,1.772,5,1,1,1.003,2,3,3,1,1,1,1,2.206901645,5,2.3285,3,2.040618357,4
ECU,Ecuador,2020,92,2.030616414,3,3.216,4,2.366,2,2.947,4,2.756,5,3,2,3,3,2.75,4,3,3,2.5,3,2,2,1.067,2,2.375,4,1,1,1,1,1.702,3,1.353,3,4.371774268,5,1.06,3,1.003,4,1.003,2,2,1,1,1,1,1,1.892738149,3,2.465117647,3,1.603864734,3
EGY,Egypt,2020,131,2.396684238,4,1.588,1,4.5,5,2.138,3,1.918,3,3,2,3,3,1.75,2,2,1,2.5,3,4,4,2.117,5,4.009,5,2.263,5,2.661,5,1.502,2,1.631,4,3.50604897,5,2.417,5,1.006,4,1.009,3,3,3,3.7,5,1,1,2.163593996,5,2.466882353,3,2.517483092,5
ERI,Eritrea,2020,142,2.581641087,4,3.194,4,3.5,5,3.925,5,5,5,1,1,2,2,1,1,2,1,3,4,5,5,1,1,1,1,1.053,3,1,1,2.082,4,5,5,4.776851513,5,1.097,3,1,1,5,5,3,3,3,5,1,1,2.059335472,4,3.405352941,5,1.792901771,4
ESP,Spain,2020,30,1.605119716,2,1.729,1,2.796,4,1.33,1,2.013,3,2,1,2,2,1.75,2,2,1,1.5,1,2,2,1.155,3,2.622,4,1.211,4,1,1,1.464,2,1.388,3,1.115265121,2,1.441,5,2.914,5,1,1,1,1,1.625,4,1,1,1.724090014,3,1.806705882,1,1.280400966,1
EST,Estonia,2020,27,1.568444396,2,1.782,1,2.476,2,2.05,3,2.511,4,2,1,1,1,1,1,2,1,1.75,2,1,1,2.205,5,1,1,1,1,1,1,2.056,4,1.768,4,1.194560488,2,1.009,1,1,1,1.007,3,3,3,1.525,3,1,1,1.557301234,1,1.662794118,1,1.450764895,2
ETH,Ethiopia,2020,132,2.43647248,4,2.636,3,1.5,1,3.697,4,2.021,3,4,3,4,4,4,5,2,1,3.5,4,4,4,1.026,2,2.794,4,2.211,5,2.63,5,1.268,1,1.184,2,1.563760869,3,1.197,4,1,1,1.528,5,3,3,2.25,5,1,1,1.686736573,2,2.792911765,4,2.574080515,5
FIN,Finland,2020,12,1.360929022,1,1.534,1,1.682,1,1.61,2,1.419,1,2,1,1,1,1,1,1,1,1,1,1,1,2.693,5,1.794,3,1,1,1,1,1.698,3,1.611,4,1.010633828,1,1.157,4,1.849,5,1,1,2,1,1.525,3,1,1,1.708427509,2,1.262735294,1,1.249476651,1
FRA,France,2020,71,1.939540044,3,2.168,2,2.691,3,1.625,2,1.902,3,2,1,1,1,1.75,2,2,1,1.5,1,2,2,1.1,3,3.224,5,2.105,5,1.565,4,1.913,4,1.481,3,1.025375375,2,5,5,5,5,1,1,1,1,2.975,5,1,1,2.766985338,5,1.8965,2,1.408888889,2
GAB,Gabon,2020,106,2.128266176,3,3.949,5,3.5,5,3.85,5,2.44,4,3,2,3,3,2.25,3,2,1,2.5,3,3,3,1.22,4,1.332,3,1,1,1,1,1.755,3,1.319,2,4.737067812,5,1.014,2,1,1,1.006,3,2,1,1.8,4,1,1,1.947302096,4,2.603088235,4,1.677294686,3
GBR,United Kingdom,2020,43,1.777654287,2,1.928,1,2.508,3,1.935,2,1.952,3,2,1,2,2,1.75,2,2,1,1.375,1,1,1,1.537,5,3.115,5,1,1,1,1,1.984,4,1.338,3,1.072104715,2,5,5,3.149,5,1,1,1,1,2.125,4,1,1,2.488777025,5,1.761294118,1,1.304549114,1
GEO,Georgia,2020,89,2.022126653,3,1.765,1,2.192,2,2.067,3,3.033,5,4,3,3,3,2,3,2,1,2.5,3,2,2,1.198,3,1.305,3,1,1,1,1,1.851,4,1.833,5,1.194323524,2,1.061,3,1.094,4,3.567,5,3,3,1.125,2,1,1,1.801038062,3,2.297529412,3,1.816626409,4
GHA,Ghana,2020,56,1.829247692,2,2.51,3,2.5,2,2.022,2,1.396,1,4,3,2,2,3,4,3,3,1.25,1,3,3,1.017,2,1,1,1,1,1,1,1.172,1,1.075,1,2.530165804,4,1.015,2,1,1,1.019,3,2,1,2.825,5,1,1,1.743137153,3,2.099470588,2,1.570088567,3
GIN,Guinea,2020,94,2.035974896,3,3.12,4,1.288,1,3.675,4,1.182,1,5,5,2,2,3.5,5,4,4,2.75,3,3,3,1.008,1,1,1,1,1,1,1,1.693,3,1.115,1,1.784046452,4,1.027,2,1,1,1.069,4,2,1,2,4,1,1,1.898887818,4,2.566058824,4,1.494363929,3
GMB,The Gambia,2020,69,1.931465491,3,3.401,5,2.5,2,3.85,5,1.229,1,3,2,2,2,2.25,3,3,3,2.625,3,2,2,1,1,1,1,1,1,1,1,1.382,1,1.048,1,4.008575912,5,1,1,1,1,1.234,4,2,1,1.95,4,1,1,1.757479519,3,2.381647059,3,1.489774557,3
GNB,Guinea-Bissau,2020,86,2.013584198,3,3.194,4,2.5,2,1.575,2,1.245,1,5,5,3,3,2,3,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1.755,3,1.343,3,2.876503123,4,1.008,1,1,1,1.035,4,2,1,1.3,3,1,1,2.057235661,4,2.331088235,3,1.631400966,3
GNQ,Equatorial Guinea,2020,50,1.817285725,2,3.194,4,2.5,2,2.35,3,1.498,1,3,2,2,2,1,1,3,3,3,4,3,3,1.172,3,1,1,1,1,1,1,1.58,2,1.142,1,2.864803524,4,1.013,2,1,1,1.003,2,2,1,1,1,1,1,1.679800415,2,2.234941176,2,1.40257649,2
GRC,Greece,2020,58,1.843637329,2,2.971,4,3.516,5,1.405,1,1.736,2,3,2,3,3,2.5,4,1,1,1.125,1,1,1,2.568,5,2.744,4,1,1,1,1,2.118,4,3.068,5,1.222543631,2,1.752,5,1.076,4,1,1,3,3,1.125,2,1,1,2.084534545,4,1.758147059,1,1.816626409,4
GTM,Guatemala,2020,111,2.154915297,3,3.017,4,1.968,2,5,5,2.108,3,4,3,3,3,2.75,4,5,5,2,2,3,3,1.043,2,1,1,1,1,1,1,1.21,1,1.16,1,2.342448967,4,1.003,1,1,1,1.044,4,2,1,1.5,3,1,1,1.736464584,3,2.814852941,5,1.649758454,3
GUY,Guyana,2020,100,2.064652417,3,3.368,5,3.372,4,4.483,5,3.176,5,3,2,2,2,2,3,4.5,5,3,4,2,2,1.036,2,1,1,1,1,1,1,1.621,3,1.647,4,1.502337216,3,1.003,1,1,1,1.012,3,2,1,1,1,1,1,1.565980849,2,2.874352941,5,1.40257649,2
HND,Honduras,2020,116,2.205960755,3,2.905,4,1.799,1,5,5,2.685,4,4,3,2,2,3,4,5,5,2.625,3,3,3,1.06,2,1,1,1,1,1,1,1.664,3,1.228,2,2.789663266,4,1.038,3,1,1,1.905,5,2,1,1,1,1,1,1.858666267,3,3.037852941,5,1.40257649,2
HRV,Croatia,2020,21,1.530864052,2,1.965,2,3.45,5,1.55,1,1.617,2,3,2,1,1,1.75,2,1,1,1.75,2,1,1,1.168,3,1,1,1,1,1,1,1.803,4,1.56,4,1.189630038,2,1.08,3,1.019,4,1.19,4,3,3,1.125,2,1,1,1.572838828,2,1.597235294,1,1.414049919,2
HTI,Haiti,2020,107,2.132450132,3,3.333,4,2.5,2,3.87,5,1.831,3,4,3,3,3,3.5,5,3,3,2.75,3,2,2,1,1,1,1,1.053,3,2.049,5,1.043,1,1.007,1,4.273642396,5,1,1,1,1,1.079,4,2,1,1,1,1,1,1.920428517,4,2.537882353,4,1.820478261,4
HUN,Hungary,2020,24,1.548172923,2,2.27,2,3.046,4,2.122,3,2.321,4,1,1,2,2,1.75,2,1.5,1,1.25,1,2,2,1.087,3,1.204,2,1,1,1,1,1.535,2,1.433,3,1.094616559,2,1.056,3,1,1,1.014,3,2,1,1.775,4,1,1,1.14513136,1,1.826852941,1,1.473711755,2
IDN,Indonesia,2020,57,1.834578046,2,1.947,1,1.805,1,1.32,1,1.728,2,2,1,2,2,3.5,5,3,3,2.125,2,3,3,1.13,3,3.162,5,1.053,3,2.002,4,1.325,1,1.223,2,1.374291598,3,1.302,4,1.021,4,1.001,2,2,1,2.15,4,1,1,1.3572696,1,2.207294118,2,1.715285024,3
IND,India,2020,133,2.445548825,4,2.369,2,1.677,1,2.265,3,1.269,1,4,3,3,3,4.25,5,2,1,1.5,1,4,4,1.145,3,4.086,5,2.842,5,2.925,5,2.07,4,1.16,1,1.884441158,4,5,5,1.004,4,1,1,4,5,1,1,1,1,2.501816607,5,2.350794118,3,2.583756844,5
IRL,Ireland,2020,11,1.351128978,1,1.997,2,2.383,2,1.41,1,1.633,2,2,1,2,2,1.75,2,2,1,1,1,1,1,1.373,4,1.358,3,1,1,1,1,1.134,1,1.269,2,1,1,1.008,1,1.057,4,1,1,1,1,1.125,2,1,1,1.279235294,1,1.518970588,1,1.212761675,1
IRN,Iran,2020,150,2.785965635,4,2.34,2,3.5,5,2.125,3,3.326,5,3,2,4,4,4.25,5,2,1,4.25,5,4.5,5,1.071,3,3.323,5,1.421,4,2.061,5,2.261,5,2.029,5,2.897167786,4,1.907,5,1.013,4,1.049,4,4,5,5,5,2.053,5,2.016255034,4,3.017352941,5,3.04379066,5
IRQ,Iraq,2020,159,3.117528974,5,2.499,3,5,5,3.12,4,2.353,4,5,5,4,4,4.25,5,5,5,3.875,5,4.5,5,2.673,5,4.568,5,3.947,5,3.032,5,3.016,5,1.699,4,1.621007768,3,1.343,5,1,1,2.388,5,4,5,1,1,1.125,5,2.355706796,5,3.734529412,5,2.945624799,5
ISL,Iceland,2020,1,1.103480267,1,1.587,1,1.969,2,1.45,1,1.293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.105,1,1,1,1.13403731,2,1,1,1,1,1,1,1,1,1.125,2,1,1,1.028122036,1,1.216088235,1,1.01147343,1
ISR,Israel,2020,144,2.646549558,4,2.119,2,2.812,4,1.745,2,3.001,5,3,2,3,3,2,3,2,1,3,4,3.5,4,5,5,3.044,4,2.263,5,1.043,4,2.997,5,3.994,5,1,1,5,5,5,5,1.002,2,4,5,1.5,3,1,1,3.822470588,5,2.378588235,3,2.191154589,4
ITA,Italy,2020,32,1.630079659,2,2.592,3,3.264,4,1.31,1,1.783,2,3,2,1,1,1.75,2,3,3,1.875,2,1,1,1.498,4,2.613,4,1,1,1,1,1.64,3,1.421,3,1.357229966,3,1.537,5,2.334,5,1,1,1,1,1.525,3,1,1,1.908556467,4,1.945088235,2,1.048188406,1
JAM,Jamaica,2020,80,1.971512985,3,2.419,2,3.043,4,5,5,2.092,3,4,3,2,2,2.75,4,5,5,1.25,1,3,3,1.227,4,1,1,1,1,1,1,1.793,3,1.321,2,1,1,1.003,1,1,1,1.03,4,1,1,1,1,1,1,1.687705882,2,2.765647059,4,1.201288245,1
JOR,Jordan,2020,82,1.986294012,3,1.842,1,1.556,1,1.68,2,2.566,4,2,1,2,2,2.5,4,2.5,3,3.125,4,3,3,2.691,5,2.544,4,1.316,4,1,1,2.811,5,2.229,5,1.230619458,3,1.226,4,1.574,5,1.007,3,2,1,4.375,5,1,1,1.901366995,4,2.227294118,2,1.744925926,3
JPN,Japan,2020,10,1.345999322,1,1.971,2,2.003,2,1.12,1,1.316,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.313,4,1.801,3,1,1,1,1,1.483,2,1.299,2,1.160197973,2,1.898,5,1.001,4,1,1,3,3,1,1,1,1,1.306317409,1,1.307411765,1,1.40257649,2
KAZ,Kazakhstan,2020,83,1.992634218,3,2.603,3,2.237,2,2.765,4,2.519,4,4,3,3,3,3,4,2,1,3.25,4,3,3,2.09,5,1.923,3,1,1,1,1,1.42,2,1.316,2,1.090018052,2,1.309,4,1,1,1.005,3,2,1,1,1,1,1,1.809355065,3,2.441264706,3,1.603864734,3
KEN,Kenya,2020,126,2.333260521,3,3.104,4,1.406,1,2.728,4,1.854,3,4,3,3,3,3.5,5,3,3,2.5,3,4,4,1.029,2,3.601,5,2.368,5,2.085,5,1.588,2,1.072,1,3.708134788,5,1.098,3,1,1,1.005,3,3,3,2.125,4,1,1,1.946368799,4,2.639,4,2.267797101,5
KGZ,Kyrgyz Republic,2020,95,2.03621369,3,2.681,3,2.5,2,2.47,3,2.353,4,4,3,4,4,2,3,3,3,2.25,2,3,3,1.09,3,1.305,3,1,1,1,1,1.583,2,1.262,2,1.116368416,2,1.066,3,1.062,4,1.015,3,3,3,1,1,1,1,1.675690402,2,2.298588235,3,2.006441224,4
KHM,Cambodia,2020,79,1.970973768,3,2.877,3,3.11,4,1.92,2,2.527,4,4,3,2,2,1.75,2,2.5,3,3.25,4,3,3,1.005,1,1,1,1,1,1,1,2.84,5,2.166,5,1.752151889,4,1.082,3,1,1,1.024,4,2,1,2.2,4,1,1,1.986606105,4,2.340235294,3,1.512721417,3
KOR,South Korea,2020,39,1.74734253,2,2.165,2,2.141,2,1.295,1,1.854,3,1,1,2,2,1.75,2,1,1,1.875,2,1,1,2.314,5,1,1,1,1,1,1,2.161,4,2.981,5,1,1,2.671,5,2.605,5,1,1,4,5,1.125,2,1,1,2.102352941,5,1.482647059,1,1.816626409,4
