code,name,year,rank,index_over,band_over,index_dist,band_dist,index_poli,band_poli,index_homi,band_homi,index_jail,band_jail,index_wmid,band_wmid,index_inco,band_inco,index_demo,band_demo,index_crim,band_crim,index_inst,band_inst,index_rehr,band_rehr,index_weim,band_weim,index_gtdx,band_gtdx,index_icon,band_icon,index_ndic,band_ndic,index_mexp,band_mexp,index_army,band_army,index_unfu,band_unfu,index_hewe,band_hewe,index_weex,band_weex,index_refu,band_refu,index_rela,band_rela,index_econ,band_econ,index_ndec,band_ndec,index_militarisation,band_militarisation,index_safety_security,band_safety_security,index_domestic_international_conflict,band_domestic_international_conflict
BHR,Bahrain,2021,106,2.132052544,3,2.544,3,5,5,1.19,1,3.223,5,2,1,3,3,1.75,1,2,1,3.5,4,2.5,3,2.585,5,2.035,4,1,1,1,1,2.935,5,1.844,5,1.097700185,1,1.13,4,1,1,1.012,3,3,4,3.75,5,1,1,1.724317669,2,2.424382353,3,2.057568438,4
BIH,Bosnia and Herzegovina,2021,58,1.854882117,2,2.225,2,3.285,4,1.585,2,1.617,2,3,2,3,3,1,1,2,1,3.25,4,2,2,1,1,1,1,1,1,1,1,1.401,1,1.437,3,1.374282809,2,1.032,2,1,1,2.111,5,3,4,1.4,3,1,1,1.501209742,1,2.063676471,2,1.841867955,4
BLR,Belarus,2021,117,2.230709242,3,2.383,2,2.669,3,2.098,3,3.927,5,3,2,4,4,2.5,4,2,1,3.6,5,3,3,2.073,5,1,1,1,1,1,1,1.468,2,1.716,4,1,1,1.288,4,2.394,5,1.011,3,4,5,1,1,1,1,1.915294118,4,2.449205882,3,2.207729469,4
BOL,Bolivia,2021,87,2.017730335,3,3.05,4,2.758,4,2.697,4,2.25,4,4,3,2,2,2.5,4,3,3,3,3,3,3,1.113,3,1,1,1,1,1,1,1.621,2,1.655,4,4.084813175,5,1.025,2,1,1,1.001,2,2,1,1.2,3,1,1,2.060154491,4,2.484294118,3,1.420933977,2
BRA,Brazil,2021,128,2.403337166,4,3.773,5,2.333,2,5,5,4.014,5,4,3,2,2,3.25,5,5,5,1.75,2,4.5,5,1.049,2,1.574,3,1.895,5,3.074,5,1.731,3,1.261,2,1.960183888,3,1.341,5,1.055,4,1,1,1,1,1.2,3,1,1,1.834727516,3,3.301705882,5,1.729355878,3
BTN,Bhutan,2021,13,1.395990631,1,2.547,3,1.5,1,1.595,2,2.131,3,2,1,2,2,1,1,1,1,1,1,1,1,1.018,2,1,1,1,1,1,1,1.956,4,1.211,2,1.117307075,2,1,1,1,1,1.288,4,2,1,1.65,4,1,1,1.329683185,1,1.384294118,1,1.462238325,2
BWA,Botswana,2021,42,1.761165084,2,3.922,5,3.103,4,4.525,5,2.661,4,3,2,1,1,1.5,1,3,3,1.5,1,1,1,1.581,5,1,1,1,1,1,1,2.792,5,1.537,4,1.959920363,3,1.039,3,1,1,1.002,2,1,1,1,1,1,1,1.815108278,3,2.343117647,3,1,1
CAF,Central African Republic,2021,154,2.914111917,5,3.124,4,1.5,1,4.32,5,1.15,1,5,5,5,5,2.5,4,5,5,5,5,2.5,3,1.008,1,1.99,4,3.526,5,2.44,5,1.827,3,1.26,2,4.727998439,5,1.004,1,1,1,5,5,3,4,1,1,1,1,2.273999816,5,3.414176471,5,2.757913043,5
CAN,Canada,2021,6,1.317677163,1,1.802,1,1.94,2,1.88,2,1.886,3,2,1,1,1,1.5,1,1,1,1,1,1,1,1.449,4,2.385,4,1,1,1,1,1.583,2,1.27,2,1,1,1.315,4,1.442,5,1,1,1,1,1.45,3,1,1,1.463235294,1,1.461,1,1.041304348,1
CHE,Switzerland,2021,12,1.378261709,1,1.502,1,2.08,2,1.295,1,1.633,2,2,1,1,1,1.75,1,1,1,1,1,1,1,1.223,4,1.969,4,1,1,1,1,1.368,1,1.344,3,1.119409487,2,1.155,4,4.267,5,1,1,1,1,1.45,3,1,1,1.904401116,4,1.353323529,1,1.041304348,1
CHL,Chile,2021,46,1.786513193,2,3.399,5,2.572,3,2.6,3,2.701,5,3,2,2,2,2.75,4,2,1,1.375,1,3,3,1.362,4,3.329,5,1,1,1,1,1.765,3,1.608,4,1,1,1.212,4,1,1,1.001,2,1,1,1,1,1,1,1.594470588,2,2.377294118,3,1.201288245,1
CHN,China,2021,81,1.989453659,3,1.347,1,2.5,2,1.265,1,1.957,3,2,1,2,2,1.75,1,2,1,2.5,3,4,5,1.068,3,1.859,3,1.053,3,1,1,1.602,2,1.263,2,1.375395143,3,5,5,1.148,5,1.004,3,4,5,1.45,3,1,1,2.062399429,4,2.042823529,2,1.851919485,4
CIV,Cote d' Ivoire,2021,105,2.131861753,3,3.502,5,1.402,1,4.14,5,1.562,2,4,3,3,3,3.5,5,4,4,2.75,3,3,3,1.025,2,1.913,4,1.105,4,1,1,1.473,2,1.117,1,1.318372929,2,1.011,2,1.001,4,1.053,4,2,1,2.25,4,1,1,1.641337992,2,2.749882353,4,1.72942029,3
CMR,Cameroon,2021,147,2.703259177,4,3.581,5,2.5,2,1.575,2,1.981,3,4,3,4,4,3.25,5,4,4,3.5,4,4,5,1.019,2,3.94,5,3,5,2.821,5,1.478,2,1.146,1,2.735466549,4,1.027,2,1,1,2.382,5,3,4,4.85,5,1,1,1.813996065,3,3.048352941,5,2.932487923,5
COD,Democratic Republic of the Congo,2021,158,3.117917555,5,3.458,5,1.5,1,4.25,5,1.229,1,5,5,5,5,4.25,5,5,5,5,5,5,5,1.008,1,3.482,5,4.842,5,3.352,5,1.339,1,1.22,2,2.945137264,5,1.076,3,1,1,3.143,5,3,4,1.9,4,1,1,2.014839678,4,3.760205882,5,3.159723027,5
COG,Republic of the Congo,2021,118,2.269475702,3,3.519,5,2.5,2,4.05,5,1.261,1,4,3,3,3,2,3,4,4,3.25,4,3,3,1.008,1,1,1,1.105,4,1,1,2.438,5,1.342,3,4.857429736,5,1.021,2,1,1,1.85,5,2,1,1.85,4,1,1,2.197285851,5,2.777647059,4,1.692705314,3
COL,Colombia,2021,146,2.688623645,4,3.378,5,2.839,4,5,5,2.527,4,4,3,4,4,3.25,5,4,4,1.25,1,3.5,4,1.063,3,3.777,5,1.368,4,2.1,5,1.97,4,1.875,5,3.857093612,5,1.113,3,1.013,4,5,5,2,1,1,1,1.042,5,2.112246307,5,3.486352941,5,2.072950081,4
CRI,Costa Rica,2021,39,1.717816509,2,3.412,5,2.388,2,4.126,5,4.125,5,4,3,1,1,1.75,1,2,1,1,1,1,1,1.022,2,1,1,1,1,1,1,1.354,1,1,1,1.852553083,3,1.003,1,1,1,1.001,2,2,1,1,1,1,1,1.674476833,2,2.162735294,2,1.201288245,1
CUB,Cuba,2021,97,2.050397891,3,3.041,4,4.5,5,2.763,4,5,5,2,1,3,3,1.5,1,1,1,2.75,3,3,3,1,1,1,1,1,1,1,1,2.374,5,1.659,4,1.493427294,3,1.325,5,1,1,1.026,4,3,4,1,1,1,1,1.53105027,1,2.537617647,4,1.805152979,4
CYP,Cyprus,2021,63,1.897667545,2,2.213,2,3.071,4,1.63,2,1.57,2,2,1,2,2,1.75,1,2,1,1.75,2,1.5,1,1.896,5,1.204,3,1,1,1,1,1.812,3,2.843,5,1.119090602,2,1.075,3,1,1,5,5,3,4,1,1,1,1,1.621481247,2,2.227647059,2,1.603864734,3
CZE,Czech Republic,2021,9,1.334417807,1,2.112,2,2.877,4,1.31,1,2.424,4,1,1,1,1,1.75,1,1,1,1.5,1,1,1,1.022,2,1.204,3,1,1,1,1,1.631,2,1.346,3,1.118653282,2,1.091,3,2.011,5,1.003,2,1,1,1.45,3,1,1,1.32595921,1,1.563205882,1,1.041304348,1
DEU,Germany,2021,19,1.492177326,2,2.273,2,2.473,2,1.475,1,1.57,2,2,1,1,1,1.75,1,2,1,1,1,1,1,1.034,2,2.811,4,1.211,4,1,1,1.64,2,1.335,3,1.022046417,1,1.541,5,3.521,5,1,1,1,1,1.45,3,1,1,1.838123108,3,1.638823529,1,1.063049919,1
DJI,Djibouti,2021,102,2.112686132,3,2.285,2,4.5,5,3.25,4,1.53,2,4,3,3,3,1.5,1,2,1,3,3,3,3,1.248,4,1,1,1.053,3,1,1,1.361,1,2.457,5,2.143700708,4,1.013,2,1,1,1.073,4,3,4,2.525,5,1,1,1.90931773,4,2.374617647,3,1.950590982,4
DNK,Denmark,2021,3,1.293003314,1,1.554,1,1.961,2,1.505,1,1.554,2,1,1,1,1,1.75,1,1,1,1,1,1,1,1.736,5,1.117,3,1,1,1,1,1.659,3,1.402,3,1,1,1.09,3,1.287,5,1,1,2,1,1.7,4,1,1,1.277941176,1,1.315029412,1,1.265539452,1
DOM,Dominican Republic,2021,78,1.971855136,3,3.819,5,2.73,4,4.005,5,2.914,5,3,2,2,2,1.75,1,3,3,2.125,2,3,3,1.005,1,1,1,1,1,1,1,1.358,1,1.775,4,2.632616703,4,1.005,1,1.01,4,1.002,2,2,1,1,1,1,1,1.681543142,2,2.593147059,4,1.40257649,2
DZA,Algeria,2021,114,2.166818179,3,3.156,4,3.18,4,1.68,2,2.171,3,3,2,3,3,2.25,3,2,1,3.5,4,3,3,3.034,5,2.733,4,1.263,4,1,1,4.197,5,1.455,3,1.51265049,3,1.811,5,1,1,1.003,2,3,4,1,1,1,1,2.225311822,5,2.425558824,3,1.832257649,4
ECU,Ecuador,2021,85,2.011967894,3,3.445,5,2.366,2,2.955,4,2.685,4,3,2,2,2,3.25,5,3,3,3,3,2.5,3,1.061,2,2.139,4,1.053,3,1.087,4,1.745,3,1.357,3,3.179754239,5,1.059,3,1.003,4,1.003,2,2,1,1,1,1,1,1.757147558,3,2.627882353,4,1.425550725,2
EGY,Egypt,2021,133,2.441273318,4,1.694,1,4.5,5,2.138,3,1.918,3,3,2,3,3,2.5,4,2,1,3,3,4.5,5,2.091,5,3.85,5,2.474,5,2.623,5,1.511,2,1.62,4,2.056535931,4,2.457,5,1.001,4,1.008,3,3,4,3.75,5,1,1,1.995945404,4,2.650588235,4,2.536169082,5
ERI,Eritrea,2021,140,2.566618292,4,3.237,4,3.5,5,3.925,5,5,5,1,1,2,2,1,1,2,1,3.125,4,4.5,5,1,1,1,1,1.053,3,1,1,2.082,4,5,5,4.857210981,5,1.097,3,1,1,5,5,3,4,3,5,1,1,2.068789527,4,3.365029412,5,1.792901771,3
ESP,Spain,2021,31,1.626975013,2,2.01,2,2.811,4,1.31,1,1.926,3,2,1,2,2,2,3,2,1,1.5,1,2,2,1.13,3,2.384,4,1.211,4,1,1,1.511,2,1.394,3,1.305012389,2,1.443,5,2.903,5,1,1,1,1,1.8,4,1,1,1.748119105,3,1.830852941,1,1.296463768,1
EST,Estonia,2021,27,1.557527697,2,1.852,1,2.471,2,2.03,2,2.456,4,2,1,1,1,1,1,2,1,1.625,2,1,1,2.275,5,1,1,1,1,1,1,2.089,4,1.812,5,1,1,1.009,1,1,1,1.007,3,3,4,1.45,3,1,1,1.551705882,1,1.646617647,1,1.443880837,2
ETH,Ethiopia,2021,139,2.56044695,4,3.145,4,1.5,1,3.697,4,2.021,3,4,3,4,4,4,5,2,1,3.625,5,4,5,1.027,2,2.55,4,2.263,5,2.338,5,1.21,1,1.179,2,2.594268787,4,1.195,4,1,1,1.811,5,4,5,2.475,5,1,1,1.80032574,3,2.871470588,5,2.742603865,5
FIN,Finland,2021,14,1.406279075,1,1.64,1,1.696,1,1.78,2,1.403,1,2,1,1,1,1.75,1,1,1,1,1,1.5,1,2.088,5,1.587,3,1,1,1,1,1.731,3,1.654,4,1.119264091,2,1.155,4,1.778,5,1,1,2,1,1.45,3,1,1,1.646089893,2,1.404735294,1,1.242592593,1
FRA,France,2021,69,1.923306812,3,2.11,2,2.695,3,1.6,2,1.941,3,2,1,1,1,2,3,2,1,1.5,1,2,2,1.136,3,2.992,5,2.105,5,1,1,1.994,4,1.479,3,1.024385954,1,5,5,5,5,1,1,1,1,3.425,5,1,1,2.780398347,5,1.900647059,2,1.336465378,2
GAB,Gabon,2021,94,2.037172829,3,4.325,5,3.5,5,3.85,5,2.44,4,3,2,3,3,2.25,3,2,1,2.5,3,2,2,1.183,3,1.204,3,1,1,1,1,1.846,4,1.312,2,2.858891513,4,1.014,2,1,1,1.007,3,2,1,1.8,4,1,1,1.73186959,3,2.511205882,4,1.677294686,3
GBR,United Kingdom,2021,37,1.7084214,2,2.131,2,2.508,3,1.935,2,1.891,3,2,1,1,1,1.75,1,2,1,1.125,1,1,1,1.582,5,2.898,5,1.263,4,1.13,4,2.066,4,1.337,3,1.23329723,2,5,5,2.912,5,1,1,1,1,1.875,4,1,1,2.480740851,5,1.731647059,1,1.133586151,1
GEO,Georgia,2021,84,2.011120045,3,1.692,1,2.192,2,2.055,3,2.938,5,4,3,3,3,2,3,2,1,2.5,3,2,2,1.198,4,1.185,3,1,1,1,1,1.855,4,1.834,5,1.248942615,2,1.063,3,1.094,4,3.589,5,3,4,1,1,1,1,1.808405014,3,2.276823529,3,1.805152979,4
GHA,Ghana,2021,48,1.793735205,2,2.664,3,2.5,2,2.022,2,1.34,1,4,3,2,2,3,4,3,3,1.25,1,2.5,3,1.015,1,1,1,1,1,1,1,1.186,1,1.073,1,1.975396094,3,1.017,2,1,1,1.014,3,2,1,2.875,5,1,1,1.679399541,2,2.048705882,2,1.574677939,3
GIN,Guinea,2021,100,2.062563577,3,3.036,4,1.288,1,3.675,4,1.182,1,5,5,2,2,3.5,5,3.5,4,3,3,3,3,1.008,1,1,1,1,1,1,1,1.712,3,1.112,1,2.985302025,5,1.027,2,1,1,1.067,4,2,1,2.25,4,1,1,2.042094356,4,2.529,4,1.517310789,2
GMB,The Gambia,2021,59,1.873888753,2,3.505,5,2.5,2,3.85,5,1.229,1,3,2,2,2,1.75,1,3,3,2.25,2,1,1,1,1,1,1,1,1,1,1,1.392,1,1.047,1,4.802838723,5,1,1,1,1,1.135,4,2,1,2.25,4,1,1,1.851981026,3,2.173294118,2,1.517310789,2
GNB,Guinea-Bissau,2021,93,2.036784135,3,3.237,4,2.5,2,1.575,2,1.245,1,5,5,3,3,2,3,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1.755,3,1.336,3,3.719091668,5,1.008,1,1,1,1.027,4,2,1,1.25,3,1,1,2.155540196,5,2.333941176,3,1.626811594,3
GNQ,Equatorial Guinea,2021,60,1.87892056,2,3.237,4,2.5,2,2.35,3,1.498,2,3,2,2,2,1,1,3,3,3,3,3,3,1.166,3,1,1,1,1,1,1,1.722,3,1.138,1,2.353417265,4,1.013,2,1,1,1.003,2,3,4,1,1,1,1,1.635166737,2,2.238735294,2,1.603864734,3
GRC,Greece,2021,64,1.897805891,2,3.026,4,3.526,5,1.47,1,1.807,3,3,2,3,3,2.5,4,1,1,1.25,1,2,2,1.762,5,2.808,4,1,1,1,1,2.261,4,3.064,5,1.496474622,3,1.752,5,1.077,4,1,1,3,4,1,1,1,1,2.038467603,4,1.913911765,2,1.805152979,4
GTM,Guatemala,2021,113,2.166296811,3,3.018,4,1.968,2,5,5,2.123,3,4,3,3,3,2.75,4,5,5,2,2,3,3,1.015,1,1,1,1,1,1,1,1.225,1,1.158,2,2.843353203,4,1.003,1,1,1,1.047,4,2,1,1.4,3,1,1,1.793629789,3,2.816617647,4,1.64057971,3
GUY,Guyana,2021,104,2.118764377,3,3.368,4,3.372,4,4.425,5,2.891,5,3,2,2,2,2.25,3,4.5,5,3,3,2,2,1.035,2,1,1,1,1,1,1,1.573,2,1.648,4,1.115376462,2,1.003,1,1,1,1.011,3,3,4,1,1,1,1,1.514808995,1,2.864323529,5,1.603864734,3
HND,Honduras,2021,122,2.308079562,3,2.866,3,1.799,1,5,5,2.685,4,4,3,3,3,2.5,4,5,5,2.875,3,3.5,4,1.048,2,1,1,1,1,1,1,1.693,3,1.225,2,3.515184441,5,1.037,2,1,1,1.917,5,2,1,1,1,1,1,1.945492287,4,3.079941176,5,1.603864734,3
HRV,Croatia,2021,16,1.459181591,2,2.026,2,3.43,5,1.29,1,1.688,2,3,2,1,1,1.5,1,1,1,1.625,2,1.5,1,1.133,3,1,1,1,1,1,1,1.831,3,1.564,4,1.278858139,2,1.079,3,1.02,4,1.189,4,2,1,1,1,1,1,1.58298331,2,1.598470588,1,1.201288245,1
HTI,Haiti,2021,101,2.068275993,3,3.333,4,2.5,2,3.17,4,1.744,2,4,3,3,3,3.5,5,3,3,2.875,3,3.5,4,1,1,1,1,1.053,3,1,1,1.033,1,1.007,1,2.828495752,4,1,1,1,1,1.075,4,2,1,1,1,1,1,1.749234794,3,2.638558824,4,1.609326892,3
HUN,Hungary,2021,15,1.437024272,1,2.335,2,3.031,4,1.445,1,2.361,4,1,1,2,2,1,1,1,1,1.25,1,1.5,1,1.165,3,1.117,3,1,1,1,1,1.664,3,1.433,3,1.056065589,1,1.057,3,1,1,1.016,3,2,1,1.65,4,1,1,1.165125363,1,1.566441176,1,1.462238325,2
IDN,Indonesia,2021,40,1.735381263,2,1.874,1,1.805,1,1.32,1,1.72,2,2,1,2,2,2.5,4,3,3,2.25,2,3,3,1.121,3,3.067,5,1.053,3,1,1,1.363,1,1.221,2,1.255496713,2,1.309,4,1.021,4,1.002,2,2,1,2.25,4,1,1,1.347705496,1,2.121147059,2,1.522772947,3
IND,India,2021,132,2.434010386,4,2.631,3,1.677,1,2.257,3,1.269,1,4,3,3,3,4,5,2,1,1.75,2,4,5,1.143,3,3.926,5,2.684,5,2.712,5,2.171,4,1.159,2,1.725636197,3,5,5,1.006,4,1,1,4,5,1,1,1,1,2.495016023,5,2.370911765,3,2.524599034,5
IRL,Ireland,2021,4,1.294528119,1,2.052,2,2.383,2,1.405,1,1.585,2,2,1,1,1,1.75,1,2,1,1.25,1,1,1,1.277,4,1.204,3,1,1,1,1,1.134,1,1.269,2,1.119547152,2,1.008,1,1,1,1,1,1,1,1.1,3,1,1,1.271946724,1,1.539352941,1,1.009178744,1
IRN,Iran,2021,150,2.762646506,4,2.347,2,3.5,5,2.047,3,3.326,5,3,2,4,4,2.75,4,2,1,4.25,5,4.5,5,1.069,3,3.164,5,1.526,4,2.28,5,1.812,3,2.029,5,4.112341054,5,1.907,5,1.008,4,1.051,4,4,5,5,5,2.087,5,2.105275418,4,2.867323529,5,3.105537842,5
IRQ,Iraq,2021,159,3.138238205,5,2.505,3,5,5,3.12,4,2.353,4,5,5,4,4,3.25,5,5,5,4.125,5,5,5,2.134,5,4.385,5,3.842,5,2.777,5,3.872,5,1.682,4,1,1,1.353,5,1,1,2.206,5,5,5,1,1,1,1,2.319705882,5,3.702882353,5,3.059602254,5
ISL,Iceland,2021,1,1.14486822,1,1.503,1,1.958,2,1.445,1,1.348,1,1,1,1,1,2.25,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.115,1,1,1,1.119675052,2,1,1,1,1,1,1,1,1,1,1,1,1,1.02760883,1,1.322264706,1,1,1
ISR,Israel,2021,136,2.543221236,4,1.883,1,2.812,4,1.69,2,3.001,5,3,2,3,3,1.75,1,2,1,3,3,3,3,5,5,2.838,4,2.211,5,1.087,4,2.993,5,3.943,5,1.119587201,2,5,5,5,5,1.001,2,3,4,2,4,1,1,3.830069082,5,2.258176471,3,2.039257649,4
ITA,Italy,2021,34,1.649522962,2,2.412,2,3.264,4,1.295,1,1.704,2,3,2,1,1,1.75,1,3,3,1.875,2,1.5,1,1.492,4,2.432,4,1,1,1,1,1.75,3,1.423,3,1.5431859,3,1.542,5,2.411,5,1,1,1,1,1.45,3,1,1,1.957374812,4,1.968647059,2,1.041304348,1
JAM,Jamaica,2021,77,1.969681397,3,2.41,2,3.043,4,5,5,2.092,3,4,3,2,2,2.5,4,5,5,1.375,1,3,3,1.266,4,1,1,1,1,1,1,1.817,3,1.321,3,1,1,1.003,1,1,1,1.03,4,1,1,1,1,1,1,1.695117647,2,2.7575,4,1.201288245,1
JOR,Jordan,2021,76,1.966513864,3,2.233,2,1.556,1,1.68,2,2.566,4,2,1,2,2,1.75,1,3,3,3.125,4,2.5,3,2.547,5,2.295,4,1.316,4,1,1,2.878,5,2.203,5,1.388720273,3,1.219,4,1.688,5,1.007,3,2,1,4.175,5,1,1,1.926731797,4,2.180970588,2,1.726568438,3
JPN,Japan,2021,8,1.333741908,1,2.085,2,2.003,2,1.13,1,1.316,1,1,1,1,1,1,1,1,1,1,1,1,1,1.376,4,1.587,3,1,1,1,1,1.511,2,1.3,2,1.361165849,2,1.878,5,1.001,4,1,1,3,4,1,1,1,1,1.337254806,1,1.261941176,1,1.40257649,2
KAZ,Kazakhstan,2021,65,1.912987458,3,2.104,2,2.237,2,2.765,4,2.242,4,4,3,3,3,1.75,1,2,1,3.25,4,3,3,1.946,5,1.706,3,1,1,1,1,1.401,1,1.312,2,1.318053452,2,1.317,5,1,1,1.005,3,2,1,1,1,1,1,1.817947465,3,2.249735294,3,1.603864734,3
KEN,Kenya,2021,120,2.280973548,3,2.983,4,1.406,1,2.732,4,1.854,3,4,3,3,3,3.75,5,3,3,2.5,3,3.5,4,1.04,2,3.419,5,2.211,5,2.137,5,1.521,2,1.07,1,2.820803629,4,1.103,3,1,1,1.005,3,3,4,2.15,4,1,1,1.836035721,3,2.581323529,4,2.264378422,5
KGZ,Kyrgyz Republic,2021,68,1.920650421,3,2.656,3,2.5,2,2.047,3,2.353,4,4,3,4,4,2,3,3,3,2.375,3,2.5,3,1.08,3,1.185,3,1,1,1,1,1.583,2,1.258,2,1.127618331,2,1.071,3,1.044,4,1.015,3,2,1,1,1,1,1,1.673072745,2,2.195441176,2,1.805152979,4
KHM,Cambodia,2021,83,2.008007355,3,2.965,4,3.11,4,1.92,2,2.527,4,4,3,3,3,2,3,2,1,3.25,4,3,3,1.005,1,1,1,1,1,1,1,2.959,5,2.153,5,1.108193716,1,1.082,3,1,1,1.024,3,2,1,2.25,4,1,1,1.923316908,4,2.311235294,3,1.718599034,3
KOR,South Korea,2021,52,1.814116681,2,2.052,2,2.141,2,1.3,1,1.854,3,1,1,2,2,1.75,1,1,1,2,2,1.5,1,2.583,5,1,1,1,1,1,1,2.19,4,2.981,5,1.712392836,3,2.686,5,2.956,5,1,1,4,5,1,1,1,1,2.285810922,5,1.546794118,1,1.805152979,4
