code,name,year,rank,index_over,band_over,index_dist,band_dist,index_poli,band_poli,index_homi,band_homi,index_jail,band_jail,index_wmid,band_wmid,index_inco,band_inco,index_demo,band_demo,index_crim,band_crim,index_inst,band_inst,index_rehr,band_rehr,index_weim,band_weim,index_gtdx,band_gtdx,index_icon,band_icon,index_ndic,band_ndic,index_mexp,band_mexp,index_army,band_army,index_unfu,band_unfu,index_hewe,band_hewe,index_weex,band_weex,index_refu,band_refu,index_rela,band_rela,index_econ,band_econ,index_ndec,band_ndec,index_militarisation,band_militarisation,index_safety_security,band_safety_security,index_domestic_international_conflict,band_domestic_international_conflict
BEL,Belgium,2015,17,1.441461198,1,2.487,2,2.729,4,2.27,3,1.831,3,2,1,1,1,1,1,2,1,1.25,1,1,1,1.291,4,2.267,4,1,1,1,1,1.444,2,1.418,3,1.432399983,2,1.086,3,1.517,5,1,1,1,1,1.675,5,1,1,1.469399998,1,1.728088235,1,1.061956522,1
BEN,Benin,2015,62,1.871676565,2,3.104,4,3.5,5,3.082,4,1.53,2,4,3,2,2,1.5,3,3,3,2.25,2,2,2,1.03,2,1,1,1,1,1,1,1.334,1,1.1,1,3.707009626,5,1.007,1,1,1,1.001,2,2,2,1.05,3,1,1,1.903707015,4,2.242176471,3,1.407165862,2
BFA,Burkina Faso,2015,75,1.92503594,3,2.947,3,3.5,5,1.345,1,1.301,1,4,3,2,2,3.25,5,3.5,4,3.5,5,3,3,1.015,2,1,1,1,1,1,1,1.545,2,1.094,1,1.761219793,3,1.01,2,1,1,1.003,2,2,2,1.05,3,1,1,1.697672917,2,2.481941176,4,1.407165862,2
BGD,Bangladesh,2015,83,1.982229546,3,1.73,1,1.5,1,2.18,3,1.332,1,3,2,3,3,4,5,2,1,3.25,4,4,5,1.108,3,2.807,4,1.053,4,2.008,5,1.449,2,1.153,1,1.752736799,3,1.198,4,1,1,1.002,2,2,2,1.05,3,1,1,1.559969035,1,2.383176471,3,1.816814815,4
BGR,Bulgaria,2015,32,1.637535713,2,2.788,3,2.92,4,1.96,2,1.965,3,3,2,1,1,1,1,3,3,2,2,2,2,1.078,2,2.237,4,1,1,1,1,1.593,3,1.645,4,2.188865812,3,1.094,3,1.196,4,1.007,3,1,1,1.625,4,1,1,1.698807743,2,2.069441176,2,1.05736715,1
BHR,Bahrain,2015,114,2.13178836,3,2.544,3,5,5,1.27,1,2.4,4,2,1,4,5,2.5,4,2,1,3.5,5,3,3,3.199,5,2.936,5,1.053,4,1,1,3.16,5,1.951,5,1.688301955,3,1.122,4,1,1,1.009,3,2,2,1.125,4,1,1,1.903682583,4,2.538823529,4,1.822088567,4
BIH,Bosnia and Herzegovina,2015,51,1.802407961,2,2.337,2,3.319,4,1.875,2,1.617,2,3,2,2,2,1.25,2,2,1,3.25,4,2,2,1,1,1.473,3,1,1,1,1,1.492,2,1.437,3,2.503134234,4,1.032,2,1.125,4,1.982,5,2,2,1.625,4,1,1,1.666780498,2,2.145382353,2,1.459943639,3
BLR,Belarus,2015,112,2.114404109,3,2.344,2,2.669,4,2.402,3,3.484,5,3,2,3,3,1,1,2,1,3.25,4,3,3,1.415,4,2.351,4,1,1,1,1,1.507,2,1.753,4,2.624076952,4,1.334,4,3.032,5,1.015,3,3,4,1,1,1,1,2.158597288,4,2.348852941,3,1.805152979,4
BOL,Bolivia,2015,81,1.966064531,3,3.882,5,2.758,4,3.042,4,2.028,3,4,3,2,2,2,4,3,3,2.75,3,2,2,1.111,3,1,1,1,1,1,1,1.583,3,1.655,4,3.968929098,5,1.04,3,1,1,1.002,2,2,2,1,1,1,1,2.044462247,4,2.387647059,3,1.40257649,2
BRA,Brazil,2015,108,2.089704609,3,4.037,5,2.223,2,5,5,3.381,5,4,3,1,1,3.25,5,4,4,1.75,2,4,5,1.086,3,1.117,2,1.158,4,1,1,1.602,3,1.238,2,2.562367214,4,1.412,5,1.036,4,1,1,1,1,1,1,1,1,1.901219672,3,3.056088235,5,1.016283414,1
BTN,Bhutan,2015,25,1.543012463,2,2.965,3,1.5,1,2.675,3,2.131,3,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1.956,4,1.211,2,1.263933804,2,1,1,1,1,2.057,5,2,2,1,1,1,1,1.344815742,1,1.756352941,1,1.40257649,2
BWA,Botswana,2015,48,1.762551913,2,4.176,5,3.212,4,4.525,5,2.598,4,3,2,1,1,1.25,2,3,3,1.5,1,1,1,1.152,3,1,1,1,1,1,1,2.305,5,1.605,4,2.737186558,4,1.042,3,1,1,1.003,2,1,1,1,1,1,1,1.807316066,3,2.347647059,3,1,1
CAF,Central African Republic,2015,158,3.1562917,5,2.882,3,1.5,1,4.365,5,1.15,1,5,5,5,5,3.25,5,5,5,5,5,5,5,1.02,2,2.362,4,2.526,5,3.591,5,2.003,4,1.227,2,3.660651554,5,1.003,1,1,1,5,5,4,5,1,1,1,1,2.166488418,5,3.780294118,5,3.087824477,5
CAN,Canada,2015,5,1.329088438,1,2.094,1,1.995,2,1.785,2,1.933,3,2,1,1,1,1,1,1,1,1,1,1,1,1.527,4,2.162,4,1,1,1,1,1.483,2,1.29,2,1,1,1.31,4,1.854,5,1,1,1,1,1.725,5,1,1,1.534823529,1,1.427352941,1,1.066545894,1
CHE,Switzerland,2015,9,1.360028629,1,1.896,1,2.101,2,1.28,1,1.665,2,2,1,1,1,1,1,1,1,1,1,1,1,1.174,3,1.164,3,1,1,1,1,1.339,1,1.395,3,1.043713052,1,1.166,4,5,5,1,1,1,1,1,1,1,1,2.0236133,4,1.277470588,1,1,1
CHL,Chile,2015,28,1.607835154,2,3.264,4,2.348,2,2.122,2,3.033,5,3,2,1,1,2,4,2,1,1,1,2,2,1.842,5,2.567,4,1,1,1,1,1.774,3,1.528,4,1.548086851,2,1.203,4,1.031,4,1.001,2,1,1,1,1,1,1,1.710951394,2,2.045911765,2,1,1
CHN,China,2015,111,2.110945852,3,2.027,1,2.5,2,1.41,1,1.933,3,2,1,3,3,3.25,5,2,1,2.625,3,4,5,1.06,2,3.473,5,1.105,4,1,1,1.612,3,1.263,2,1.520400808,2,5,5,1.152,4,1.005,3,3,4,1.05,3,1,1,2.080400095,4,2.359882353,3,1.820563607,4
CIV,Cote d' Ivoire,2015,100,2.058774453,3,3.236,4,1.402,1,4.244,5,1.38,1,4,3,3,3,2.5,4,4,4,2.625,3,3,3,1.004,1,2.364,4,1.368,5,1,1,1.454,2,1.117,1,1.249174867,2,1.009,1,1,1,1.137,5,2,2,1.05,3,1,1,1.627961749,2,2.656058824,4,1.646380032,4
CMR,Cameroon,2015,129,2.234381429,3,3.161,4,2.5,2,2.525,3,1.91,3,3,2,4,5,1.75,3,4,4,3.5,5,3,3,1.184,3,3.799,5,1.053,4,1.043,4,1.526,2,1.097,1,3.554483733,5,1.017,2,1,1,1.016,4,3,4,1,1,1,1,1.751409851,2,2.697794118,4,2.020558776,4
COD,Democratic Republic of the Congo,2015,155,3.000290256,5,4.398,5,1.5,1,4.348,5,1.277,1,5,5,4,5,3.75,5,5,5,5,5,5,5,1.031,2,3.024,5,3.737,5,3.294,5,1.612,3,1.268,2,4.125977109,5,1.074,3,1,1,2.418,5,3,4,1,1,1,1,2.19387966,5,3.702558824,5,2.750270531,5
COG,Republic of the Congo,2015,116,2.151677696,3,3.354,4,2.5,2,4.054,5,1.261,1,4,3,3,3,1.75,3,4,4,3.5,5,3,3,1.279,4,1,1,1,1,1,1,2.883,5,1.342,3,2.70505865,4,1.02,2,1,1,1.097,4,2,2,1,1,1,1,2.028124547,4,2.682323529,4,1.603864734,3
COL,Colombia,2015,147,2.623363575,4,3.428,5,2.745,4,5,5,2.875,5,4,3,4,5,1.75,3,4,4,1.75,2,4,5,1.287,4,3.838,5,1.316,5,2.12,5,2.056,4,1.967,5,1.071984772,1,1.114,4,1,1,5,5,2,2,1,1,1,1,1.829762914,3,3.502058824,5,2.063162641,5
CRI,Costa Rica,2015,38,1.692898382,2,3.314,4,2.381,2,3.67,4,3.927,5,4,3,1,1,1.25,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1.387,1,1,1,1.058229046,1,1.003,1,1,1,1.003,2,2,2,1,1,1,1,1.582321064,1,2.156117647,2,1.201288245,1
CUB,Cuba,2015,95,2.032543263,3,3.041,3,4.5,5,2.88,4,5,5,2,1,3,3,1,1,1,1,2.75,3,3,3,1,1,1,1,1,1,1,1,2.69,5,1.657,4,1,1,1.336,5,1,1,1.022,4,3,4,1,1,1,1,1.511882353,1,2.506794118,4,1.805152979,4
CYP,Cyprus,2015,69,1.897355435,2,2.539,2,3.318,4,1.97,2,1.633,2,2,1,2,2,1.5,3,2,1,1.5,1,1,1,2.089,5,1.063,2,1,1,1,1,1.874,4,2.55,5,1.512131518,2,1.072,3,1,1,5,5,3,4,1,1,1,1,1.662721355,2,2.205176471,2,1.603864734,3
CZE,Czech Republic,2015,12,1.383046674,1,2.458,2,2.813,4,1.495,1,2.4,4,1,1,2,2,1,1,1.5,1,1.5,1,1,1,1.159,3,1,1,1,1,1,1,1.464,2,1.346,3,1.168930594,2,1.101,3,1.23,5,1.004,3,1,1,1.675,5,1,1,1.192285952,1,1.5885,1,1.263244767,2
DEU,Germany,2015,16,1.428908144,1,2.069,1,2.507,3,1.405,1,1.601,2,2,1,1,1,1,1,2,1,1,1,1,1,1.119,3,1.942,3,1,1,1,1,1.53,2,1.337,2,1.006895108,1,1.603,5,3.306,5,1,1,1,1,1.775,5,1,1,1.806634719,3,1.501029412,1,1.071135266,1
DJI,Djibouti,2015,105,2.07538946,3,2.285,2,4.5,5,3.255,4,1.498,2,4,3,3,3,1,1,2,1,3,4,3,3,1.377,4,2.072,3,1,1,1,1,1.373,1,2.606,5,4.493906198,5,1.006,1,1,1,1.029,4,2,2,1.175,4,1,1,2.218694847,5,2.386147059,3,1.619927536,3
DNK,Denmark,2015,2,1.228991105,1,1.78,1,1.962,2,1.42,1,1.53,2,1,1,1,1,1,1,1,1,1,1,1,1,1.792,5,2.235,4,1,1,1,1,1.55,2,1.463,3,1,1,1.093,3,1.422,5,1,1,1,1,1.625,4,1,1,1.303235294,1,1.322529412,1,1.05736715,1
DOM,Dominican Republic,2015,97,2.036518896,3,3.832,5,2.704,4,5,5,2.907,5,3,2,2,2,1.25,2,3,3,2,2,3,3,1.085,3,1,1,1,1,1,1,1.282,1,1.68,4,4.178877595,5,1.005,1,1,1,1.001,2,2,2,1,1,1,1,1.850985599,3,2.6495,4,1.40257649,2
DZA,Algeria,2015,118,2.17391269,3,3.154,4,3.287,4,1.7,2,2.226,4,3,2,3,3,2.75,5,2,1,3,4,2,2,2.37,5,3.417,5,1.421,5,2.19,5,3.652,5,1.51,4,1.341834202,2,1.689,5,1,1,1.003,2,3,4,1,1,1,1,2.047921671,4,2.349911765,3,2.088074074,5
ECU,Ecuador,2015,80,1.96595925,3,3.302,4,2.309,2,4.243,5,2.282,4,3,2,3,3,1.75,3,3,3,2.625,3,2,2,1.276,4,1.332,3,1,1,1,1,1.894,4,1.553,4,1.827905689,3,1.059,3,1.011,4,1.002,2,2,2,1,1,1,1,1.665400669,2,2.443323529,3,1.603864734,3
EGY,Egypt,2015,137,2.354050785,4,3.589,5,4.5,5,2.138,3,1.657,2,3,2,2,2,3.5,5,4,4,2.875,4,4,5,1.41,4,3.982,5,1.211,5,2.098,5,1.841,3,1.809,4,1.007481762,1,2.38,5,1.002,4,1.005,3,3,4,1.05,3,1,1,1.840056678,3,3.052176471,5,1.851214171,4
ERI,Eritrea,2015,142,2.461814567,4,3.246,4,3.5,5,3.439,4,5,5,1,1,2,2,1,1,2,1,3.25,4,4,5,1,1,1.794,3,1,1,1,1,2.429,5,5,5,2.251073863,3,1.104,3,1,1,4.6,5,4,5,1,1,1,1,1.804243984,3,3.264176471,5,1.805152979,4
ESP,Spain,2015,21,1.489984535,2,2.076,1,2.905,4,1.385,1,2.139,3,2,1,1,1,1.75,3,2,1,1.75,2,1,1,1.273,4,1.74,3,1,1,1,1,1.397,1,1.436,3,1,1,1.423,5,2.717,5,1,1,1,1,1.625,4,1,1,1.684235294,2,1.724411765,1,1.05736715,1
EST,Estonia,2015,31,1.628874366,2,2.283,2,2.672,4,2.69,3,2.82,5,2,1,1,1,1,1,2,1,1.625,2,1,1,1.376,4,1.358,3,1,1,1,1,1.917,4,1.665,4,1.404756978,2,1.013,2,1,1,1.009,3,3,4,1.8,5,1,1,1.456736115,1,1.833441176,1,1.476006441,3
ETH,Ethiopia,2015,127,2.232604884,3,2.656,3,1.5,1,3.697,4,2.021,3,4,3,3,3,3.5,5,2,1,3.25,4,3,3,1.075,2,2.786,4,2,5,2.055,5,1.339,1,1.21,2,2.704324041,4,1.195,4,1,1,1.029,4,3,4,1.5,4,1,1,1.837744005,3,2.544323529,4,2.166465378,5
FIN,Finland,2015,7,1.352537689,1,1.764,1,1.737,1,1.815,2,1.451,1,2,1,1,1,1,1,1,1,1.125,1,1,1,2.754,5,1,1,1,1,1,1,1.707,3,1.618,4,1,1,1.157,4,2.961,5,1,1,1,1,1.675,5,1,1,1.912470588,4,1.282823529,1,1.061956522,1
FRA,France,2015,45,1.734641063,2,2.22,2,2.459,2,1.615,2,1.902,3,2,1,1,1,1.5,3,2,1,1.375,1,1,1,1.079,2,2.954,5,1,1,1,1,1.87,4,1.522,4,1.059596686,1,5,5,4.421,5,1,1,1,1,2.075,5,1,1,2.666129022,5,1.709147059,1,1.098671498,1
GAB,Gabon,2015,85,1.989229802,3,3.993,5,3.5,5,3.852,4,2.661,4,3,2,3,3,2.25,4,2,1,2.5,3,2,2,1.263,4,1,1,1,1,1,1,1.516,2,1.363,3,2.618642304,4,1.014,2,1,1,1.003,2,2,2,1,1,1,1,1.680193212,2,2.489176471,4,1.603864734,3
GBR,United Kingdom,2015,42,1.713959072,2,2.206,2,2.619,3,1.935,2,2.039,3,2,1,1,1,1,1,2,1,1.25,1,1,1,1.479,4,2.817,4,1,1,1,1,1.999,4,1.374,3,1.303382544,2,5,5,3.608,5,1,1,1,1,2.05,5,1,1,2.596162652,5,1.704882353,1,1.096376812,1
GEO,Georgia,2015,91,2.027888441,3,1.706,1,2.144,2,2.64,3,3.215,5,4,3,3,3,1.25,2,2,1,2.125,2,2,2,1.029,2,2.183,4,1,1,1,1,2.023,4,1.832,5,1.140999588,2,1.064,3,1,1,3.352,5,3,4,1.625,4,1,1,1.778941128,3,2.287617647,3,1.862520129,4
GHA,Ghana,2015,41,1.711467888,2,2.139,2,2.5,2,2.038,2,1.435,1,4,3,2,2,1.75,3,3,3,2,2,2,2,1.093,3,1,1,1,1,1,1,1.205,1,1.084,1,2.602325071,4,1.014,2,1,1,1.026,4,2,2,1.225,4,1,1,1.765332361,3,1.933176471,2,1.423228663,3
GIN,Guinea,2015,125,2.205178573,3,3.368,5,1.288,1,3.757,4,1.166,1,5,5,2,2,2.75,5,5,5,3.25,4,3,3,1.019,2,1,1,1.158,4,2.077,5,2.07,4,1.13,1,3.785664106,5,1.027,2,1,1,1.044,4,2,2,1.05,3,1,1,2.181784012,5,2.703529412,4,1.640236715,3
GMB,The Gambia,2015,101,2.062024772,3,3.006,3,2.5,2,3.901,5,1.435,1,3,2,3,3,1,1,4,4,3.25,4,3,3,1,1,1,1,1,1,1,1,1.363,1,1.056,1,2.453665896,4,1,1,1,1,1.077,4,3,4,1,1,1,1,1.573254811,1,2.551029412,4,1.805152979,4
GNB,Guinea-Bissau,2015,102,2.065503613,3,3.246,4,2.5,2,2.398,3,1.245,1,5,5,3,3,1,1,4,4,4,5,2,2,1,1,1.332,3,1,1,1,1,1.903,4,1.388,3,4.327943586,5,1.008,1,1,1,1.025,4,2,2,1.05,3,1,1,2.250699245,5,2.362617647,3,1.608454106,3
GNQ,Equatorial Guinea,2015,59,1.835750525,2,3.246,4,2.5,2,2.391,3,2.044,3,3,2,2,2,1,1,2,1,3,4,3,3,3.465,5,1,1,1,1,1,1,1.366,1,1.155,1,2.58200436,4,1.013,2,1,1,1.004,3,2,2,1,1,1,1,1.892647572,3,2.175,2,1.40257649,2
GRC,Greece,2015,67,1.89486173,2,3.191,4,3.535,5,1.77,2,1.918,3,3,2,3,3,2,4,2.5,3,1.875,2,1,1,2.2,5,2.353,4,1,1,1,1,2.152,4,3.029,5,1.201718322,2,1.751,5,1,1,1,1,2,2,1.625,4,1,1,2.02461392,4,2.035823529,2,1.661231884,4
GTM,Guatemala,2015,103,2.073758919,3,3.416,5,1.804,1,5,5,1.91,3,4,3,3,3,1.5,3,5,5,2.25,2,2,2,1.002,1,2.049,3,1.053,4,1,1,1.22,1,1.167,2,2.083749685,3,1.003,1,1,1,1.016,4,2,2,1,1,1,1,1.703205845,2,2.678,4,1.609326892,3
GUY,Guyana,2015,92,2.029574746,3,3.368,5,3.173,4,4.84,5,3.033,5,3,2,2,2,1,1,5,5,2.75,3,2,2,1,1,1,1,1,1,1,1,1.444,2,1.223,2,1.570099731,2,1.003,1,1,1,1.031,4,2,2,1,1,1,1,1.499011733,1,2.829588235,5,1.40257649,2
HND,Honduras,2015,104,2.075364378,3,3.445,5,1.706,1,5,5,2.432,4,4,3,2,2,1.25,2,5,5,2.5,3,3,3,1.052,2,1.204,3,1.105,4,1,1,1.526,2,1.2,2,2.130625745,3,1.037,2,1,1,1.015,3,2,2,1,1,1,1,1.760485382,3,2.793147059,5,1.413397746,3
HRV,Croatia,2015,27,1.557802554,2,2.058,1,3.484,4,1.595,2,1.815,3,3,2,1,1,1,1,2,1,2,2,1,1,1.243,4,1.274,3,1,1,1,1,1.612,3,1.587,4,2.014138425,3,1.053,3,1,1,1.309,5,2,2,1.625,4,1,1,1.651251579,2,1.742205882,1,1.258655395,2
HTI,Haiti,2015,96,2.033234831,3,3.285,4,2.5,2,4.008,5,1.775,2,4,3,3,3,2.25,4,3.5,4,2.75,3,3,3,1,1,1,1,1,1,1,1,1.024,1,1.001,1,2.002517785,3,1,1,1,1,1.118,5,2,2,1,1,1,1,1.65029621,2,2.615705882,4,1.603864734,3
HUN,Hungary,2015,22,1.492830091,2,2.952,3,1.436,1,1.63,2,2.44,4,1,1,2,2,1.25,2,2,1,1.25,1,2,2,1.049,2,1.332,3,1,1,1,1,1.387,1,1.408,3,1,1,1.05,3,1.112,4,1.004,3,2,2,1.625,4,1,1,1.127882353,1,1.718647059,1,1.459943639,3
IDN,Indonesia,2015,35,1.662211965,2,1.611,1,1.805,1,1.32,1,1.506,2,2,1,2,2,2.5,4,3,3,1.625,2,3,3,1.151,3,2.925,5,1,1,1,1,1.387,1,1.235,2,2.093946553,3,1.247,4,1,1,1.002,2,2,2,1,1,1,1,1.439699594,1,1.997176471,2,1.40257649,2
IND,India,2015,134,2.311754128,3,2.659,3,1.655,1,2.438,3,1.253,1,4,3,3,3,2,4,3,3,1.125,1,4,5,1.213,3,4.01,5,3.211,5,2.598,5,2.089,4,1.157,1,1.207897347,2,5,5,1.001,4,1,1,3,4,1,1,1,1,2.431576158,5,2.263911765,3,2.354676329,5
IRL,Ireland,2015,15,1.420445866,1,2.275,2,2.457,2,1.565,1,1.665,2,2,1,2,2,1.5,3,2,1,1,1,1,1,1.133,3,1.898,3,1,1,1,1,1.22,1,1.308,2,1,1,1.016,2,1.832,5,1,1,1,1,1.5,4,1,1,1.403882353,1,1.580794118,1,1.247181965,1
IRN,Iran,2015,139,2.4063969,4,2.841,3,3.5,5,2.26,3,3.326,5,3,2,4,5,2.5,4,2,1,3.625,5,4,5,1.045,2,3.069,5,1.211,5,1,1,2.3,5,2.029,5,2.93727248,5,1.859,5,1.073,4,1.034,4,4,5,1,1,1,1,2.024620292,4,2.773970588,5,2.22947504,5
IRQ,Iraq,2015,159,3.158395176,5,3.151,4,5,5,3.12,4,2.076,3,5,5,5,5,1.25,2,5,5,4,5,5,5,2.042,5,4.959,5,2.947,5,3.731,5,2.954,5,1.466,3,2.035450983,3,1.187,4,1,1,4.556,5,3,4,1,1,1,1,2.267994233,5,3.8545,5,2.95810467,5
ISL,Iceland,2015,1,1.1639314,1,1.731,1,1.998,2,1.155,1,1.372,1,1,1,1,1,1,1,1,1,1,1,1,1,3.146,5,1,1,1,1,1,1,1.081,1,1,1,1,1,1,1,1,1,1,1,1,1,1.625,4,1,1,1.262,1,1.203617647,1,1.05736715,1
ISR,Israel,2015,146,2.564678833,4,2.343,2,2.812,4,1.84,2,3.089,5,3,2,3,3,1.5,3,2,1,2,2,4,5,2.909,5,3.067,5,1.895,5,1,1,3.494,5,4.412,5,1.091370857,2,5,5,5,5,1.004,3,4,5,1,1,1,1,3.69486716,5,2.315941176,3,2.098679549,5
ITA,Italy,2015,37,1.667791807,2,2.624,3,3.311,4,1.445,1,1.696,2,3,2,1,1,1.75,3,3,3,1.75,2,2,2,1.178,3,1.768,3,1,1,1,1,1.683,3,1.444,3,1.026460787,1,1.558,5,2.763,5,1,1,1,1,1.675,5,1,1,1.919171857,4,2.0135,2,1.061956522,1
JAM,Jamaica,2015,84,1.984465461,3,2.771,3,2.92,4,5,5,2.171,4,4,3,2,2,1,1,5,5,1.375,1,3,3,1.01,1,1,1,1,1,1,1,1.42,2,1.155,1,3.918172397,5,1.002,1,1,1,1.02,4,1,1,1,1,1,1,1.941902635,4,2.651941176,4,1.201288245,1
JOR,Jordan,2015,76,1.925833082,3,1.859,1,1.556,1,1.995,2,1.752,2,2,1,2,2,2,4,2,1,3.5,5,3,3,2.378,5,1.56,3,1,1,1,1,2.644,5,2.765,5,1.593729943,3,1.376,5,2.029,5,1.007,3,3,4,1.425,4,1,1,2.057438817,4,2.077323529,2,1.642874396,4
JPN,Japan,2015,6,1.341654714,1,2.219,2,1.999,2,1.165,1,1.38,1,1,1,1,1,1.25,2,1,1,1,1,1,1,1.201,3,1,1,1,1,1,1,1.459,2,1.295,2,1.647573606,3,1.928,5,1,1,1,1,3,4,1,1,1,1,1.352302777,1,1.270705882,1,1.40257649,2
KAZ,Kazakhstan,2015,82,1.972958865,3,3.268,4,2.201,2,3.39,4,3.286,5,4,3,3,3,1,1,2,1,3,4,3,3,1.353,4,2.12,4,1,1,1,1,1.435,2,1.337,2,1.021774804,1,1.282,4,1,1,1.004,3,2,2,1,1,1,1,1.714091153,2,2.443558824,3,1.603864734,3
KEN,Kenya,2015,136,2.342309169,3,3.437,5,1.48,1,2.837,3,1.973,3,4,3,3,3,3.5,5,4,4,2.75,3,4,5,1.066,2,3.902,5,2.368,5,2.181,5,1.712,3,1.08,1,1.541986845,2,1.092,3,1,1,1.006,3,3,4,1,1,1,1,1.710351394,2,2.863117647,5,2.183859903,5
KGZ,Kyrgyz Republic,2015,121,2.182122532,3,2.939,3,2.5,2,3.19,4,2.313,4,4,3,4,5,1,1,3.5,4,2.75,3,3,3,1,1,1.967,3,1.053,4,1,1,1.583,3,1.285,2,3.705559841,5,1.098,3,1,1,1.014,3,3,4,1,1,1,1,1.967124687,4,2.470764706,4,2.011903382,4
KHM,Cambodia,2015,107,2.08287437,3,3.049,3,3.11,4,1.92,2,1.775,2,4,3,2,2,2.25,4,4,4,3.25,4,3,3,1.166,3,1.241,3,1.053,4,1,1,2.276,4,2.242,5,4.514028827,5,1.08,3,1,1,1.028,4,2,2,1.05,3,1,1,2.272709274,5,2.524294118,4,1.412628019,2
KOR,South Korea,2015,47,1.746345962,2,2.742,3,2.023,2,1.435,1,1.791,3,1,1,2,2,1.25,2,1,1,2,2,1,1,2.355,5,1.612,3,1,1,1,1,2.089,4,2.981,5,1.074763322,1,2.656,5,1.699,5,1,1,4,5,1.5,4,1,1,1.944972155,4,1.540647059,1,1.851046699,4
