code,name,year,rank,index_over,band_over,index_inci,band_inci,index_fata,band_fata,index_inju,band_inju,index_prop,band_prop
GHA,Ghana,2022,94,0,1,0,1,0,1,0,1,0,1
GIN,Guinea,2022,94,0,1,0,1,0,1,0,1,0,1
GMB,The Gambia,2022,94,0,1,0,1,0,1,0,1,0,1
GNB,Guinea-Bissau,2022,94,0,1,0,1,0,1,0,1,0,1
GNQ,Equatorial Guinea,2022,94,0,1,0,1,0,1,0,1,0,1
GRC,Greece,2022,33,3.632,3,24,4,0,1,2,2,0,1
GTM,Guatemala,2022,94,0,1,0,1,0,1,0,1,0,1
GUY,Guyana,2022,94,0,1,0,1,0,1,0,1,0,1
HND,Honduras,2022,94,0,1,0,1,0,1,0,1,0,1
HRV,Croatia,2022,94,0,1,0,1,0,1,0,1,0,1
HTI,Haiti,2022,94,0,1,0,1,0,1,0,1,0,1
HUN,Hungary,2022,94,0,1,0,1,0,1,0,1,0,1
IDN,Indonesia,2022,24,4.59,4,7,3,25,4,22,4,0,1
IND,India,2022,13,6.576,5,160,6,91,5,156,6,2,2
IRL,Ireland,2022,88,0.059,2,0,1,0,1,0,1,0,1
IRN,Iran,2022,25,4.435,4,7,3,23,4,46,4,0,1
IRQ,Iraq,2022,6,7.682,5,421,6,197,6,361,6,7,3
ISL,Iceland,2022,77,0.423,2,1,2,0,1,0,1,0,1
ISR,Israel,2022,26,4.4,4,15,3,24,4,59,5,0,1
ITA,Italy,2022,54,2.088,3,3,2,0,1,0,1,0,1
JAM,Jamaica,2022,94,0,1,0,1,0,1,0,1,0,1
JOR,Jordan,2022,71,0.894,2,0,1,0,1,0,1,0,1
JPN,Japan,2022,64,1.239,2,1,2,1,2,0,1,0,1
KAZ,Kazakhstan,2022,94,0,1,0,1,0,1,0,1,0,1
KEN,Kenya,2022,19,5.42,4,30,4,58,5,28,4,6,3
KGZ,Kyrgyz Republic,2022,94,0,1,0,1,0,1,0,1,0,1
KHM,Cambodia,2022,94,0,1,0,1,0,1,0,1,0,1
KOR,South Korea,2022,94,0,1,0,1,0,1,0,1,0,1
KWT,Kuwait,2022,94,0,1,0,1,0,1,0,1,0,1
LAO,Laos,2022,94,0,1,0,1,0,1,0,1,0,1
LBN,Lebanon,2022,51,2.221,3,2,2,1,2,3,2,0,1
LBR,Liberia,2022,94,0,1,0,1,0,1,0,1,0,1
LBY,Libya,2022,32,3.665,3,4,2,4,2,5,2,0,1
LKA,Sri Lanka,2022,31,3.756,3,0,1,0,1,0,1,0,1
LSO,Lesotho,2022,94,0,1,0,1,0,1,0,1,0,1
LTU,Lithuania,2022,87,0.114,2,0,1,0,1,0,1,0,1
LVA,Latvia,2022,94,0,1,0,1,0,1,0,1,0,1
MAR,Morocco,2022,85,0.192,2,0,1,0,1,0,1,0,1
MDA,Moldova,2022,94,0,1,0,1,0,1,0,1,0,1
MDG,Madagascar,2022,94,0,1,0,1,0,1,0,1,0,1
MEX,Mexico,2022,68,1.047,2,1,2,0,1,2,2,0,1
MKD,North Macedonia,2022,94,0,1,0,1,0,1,0,1,0,1
MLI,Mali,2022,4,7.983,5,271,6,944,6,376,6,23,4
MMR,Myanmar,2022,9,7.568,5,851,6,480,6,417,6,13,4
MNE,Montenegro,2022,94,0,1,0,1,0,1,0,1,0,1
MNG,Mongolia,2022,94,0,1,0,1,0,1,0,1,0,1
MOZ,Mozambique,2022,12,6.728,5,92,5,168,6,28,4,31,5
MRT,Mauritania,2022,88,0.059,2,0,1,0,1,0,1,0,1
MUS,Mauritius,2022,94,0,1,0,1,0,1,0,1,0,1
MWI,Malawi,2022,94,0,1,0,1,0,1,0,1,0,1
MYS,Malaysia,2022,76,0.478,2,0,1,0,1,0,1,0,1
NAM,Namibia,2022,94,0,1,0,1,0,1,0,1,0,1
NER,Niger,2022,10,7.053,5,54,5,198,6,118,6,16,4
NGA,Nigeria,2022,8,7.58,5,127,6,392,6,147,6,60,6
NIC,Nicaragua,2022,94,0,1,0,1,0,1,0,1,0,1
NLD,Netherlands,2022,70,0.98,2,0,1,0,1,0,1,0,1
NOR,Norway,2022,50,2.353,3,1,2,2,2,21,4,0,1
NPL,Nepal,2022,37,2.994,3,2,2,0,1,2,2,0,1
NZL,New Zealand,2022,48,2.57,3,0,1,0,1,0,1,0,1
OMN,Oman,2022,94,0,1,0,1,0,1,0,1,0,1
PAK,Pakistan,2022,7,7.61,5,365,6,509,6,872,6,33,5
PAN,Panama,2022,94,0,1,0,1,0,1,0,1,0,1
PER,Peru,2022,41,2.72,3,0,1,0,1,0,1,0,1
PHL,Philippines,2022,18,5.599,4,25,4,24,4,51,5,0,1
PNG,Papua New Guinea,2022,94,0,1,0,1,0,1,0,1,0,1
POL,Poland,2022,94,0,1,0,1,0,1,0,1,0,1
PRK,North Korea,2022,94,0,1,0,1,0,1,0,1,0,1
PRT,Portugal,2022,94,0,1,0,1,0,1,0,1,0,1
PRY,Paraguay,2022,73,0.613,2,0,1,0,1,0,1,0,1
PSE,Palestine,2022,28,4.145,4,32,4,8,3,44,4,0,1
QAT,Qatar,2022,94,0,1,0,1,0,1,0,1,0,1
ROU,Romania,2022,86,0.167,2,0,1,0,1,0,1,0,1
RUS,Russia,2022,43,2.688,3,4,2,2,2,0,1,0,1
RWA,Rwanda,2022,83,0.217,2,0,1,0,1,0,1,0,1
SAU,Saudi Arabia,2022,65,1.209,2,0,1,0,1,0,1,0,1
SDN,Sudan,2022,94,0,1,0,1,0,1,0,1,0,1
SEN,Senegal,2022,79,0.333,2,0,1,0,1,0,1,0,1
SGP,Singapore,2022,94,0,1,0,1,0,1,0,1,0,1
SLE,Sierra Leone,2022,94,0,1,0,1,0,1,0,1,0,1
SLV,El Salvador,2022,94,0,1,0,1,0,1,0,1,0,1
SOM,Somalia,2022,3,8.047,6,308,6,764,6,1017,6,0,1
SRB,Serbia,2022,94,0,1,0,1,0,1,0,1,0,1
SSD,South Sudan,2022,94,0,1,0,1,0,1,0,1,0,1
SVK,Slovakia,2022,61,1.605,2,1,2,2,2,1,2,0,1
SVN,Slovenia,2022,94,0,1,0,1,0,1,0,1,0,1
SWE,Sweden,2022,66,1.165,2,1,2,1,2,0,1,0,1
SWZ,Eswatini,2022,79,0.333,2,0,1,0,1,0,1,0,1
SYR,Syria,2022,5,7.771,5,262,6,527,6,498,6,2,2
TCD,Chad,2022,20,5.362,4,6,3,36,4,62,5,0,1
TGO,Togo,2022,30,3.921,3,5,2,26,4,16,3,0,1
THA,Thailand,2022,23,4.595,4,30,4,7,3,55,5,0,1
TJK,Tajikistan,2022,53,2.206,3,1,2,0,1,0,1,0,1
TKM,Turkmenistan,2022,94,0,1,0,1,0,1,0,1,0,1
TLS,Timor-Leste,2022,94,0,1,0,1,0,1,0,1,0,1
TTO,Trinidad and Tobago,2022,94,0,1,0,1,0,1,0,1,0,1
TUN,Tunisia,2022,40,2.847,3,3,2,0,1,5,2,0,1
TUR,Turkiye,2022,21,4.848,4,12,3,27,4,108,6,1,2
TWN,Taiwan,2022,94,0,1,0,1,0,1,0,1,0,1
TZA,Tanzania,2022,39,2.952,3,0,1,0,1,0,1,0,1
UGA,Uganda,2022,49,2.446,3,0,1,0,1,0,1,0,1
UKR,Ukraine,2022,74,0.562,2,0,1,0,1,0,1,0,1
URY,Uruguay,2022,81,0.233,2,0,1,0,1,0,1,0,1
USA,United States of America,2022,29,4.115,4,13,3,16,3,33,4,0,1
UZB,Uzbekistan,2022,72,0.72,2,2,2,0,1,0,1,0,1
VEN,Venezuela,2022,52,2.209,3,0,1,0,1,0,1,0,1
VNM,Vietnam,2022,90,0.044,2,0,1,0,1,0,1,0,1
XKO,Kosovo,2022,91,0.03,2,0,1,0,1,0,1,0,1
YEM,Yemen,2022,22,4.708,4,9,3,19,3,23,4,5,3
ZAF,South Africa,2022,83,0.217,2,0,1,0,1,0,1,0,1
ZMB,Zambia,2022,94,0,1,0,1,0,1,0,1,0,1
ZWE,Zimbabwe,2022,94,0,1,0,1,0,1,0,1,0,1
